merkmal,scope,modell,beta_G,lo,hi,or_G,p
meldeformat,weit_fremd,roh,0.1737181285560082,-0.07482103439727766,0.4222572915092941,1.1897201704110092,0.17070087013559765
meldeformat,weit_fremd,+lesemenge,-0.336705804610497,-0.723768895824076,0.05035728660308203,0.7141188994897109,0.08819403580751217
meldeformat,weit_fremd,+zeit,-0.264897084104474,-0.664346213684334,0.13455204547538602,0.7672849117263902,0.1936744122411227
meldeformat,weit_fremd,+volumen+leben,-0.29894689549430814,-0.7054835311343641,0.10758974014574785,0.7415987906265398,0.1495036550953782
meldeformat,weit_fremd,+familie,-0.26390253716193623,-0.677830086550057,0.15002501222618453,0.7680483921850496,0.2114411937921583
meldeformat,weit_fremd,+eigene_exposition,-0.012172729477615383,-0.44041934910606384,0.41607389015083307,0.9879010584900659,0.9555711018826334
meldeformat,eng_fremd,roh,0.12369941820428525,-0.1304399715860689,0.3778388079946394,1.1316756587692556,0.3400798942428084
meldeformat,eng_fremd,+lesemenge,-0.458661690922159,-0.85381799004165,-0.06350539180266795,0.6321290637296578,0.022906486415043035
meldeformat,eng_fremd,+zeit,-0.33526702344493414,-0.741887621327602,0.07135357443773366,0.7151470998125262,0.10608129752655526
meldeformat,eng_fremd,+volumen+leben,-0.38749459662288566,-0.7993688586369267,0.02437966539115538,0.6787553018123699,0.06518552145028146
meldeformat,eng_fremd,+familie,-0.3173485022294298,-0.7368163750617018,0.10211937060284221,0.728076974457911,0.13811735414448592
meldeformat,eng_fremd,+eigene_exposition,-0.09881393227955147,-0.530461398271748,0.33283353371264507,0.905911253184464,0.6536562926752268
sig_endzeile,weit,roh,0.7924907180782402,0.5345137131877843,1.0504677229686963,2.208891305825579,1.7333337146752515e-09
sig_endzeile,weit,+lesemenge,0.6992911854087923,0.3343213151653402,1.0642610556522445,2.012325835921765,0.00017305941350086775
sig_endzeile,weit,+zeit,0.6649925135507263,0.29189931476591124,1.0380857123355414,1.9444759640616711,0.00047680842751079153
sig_endzeile,weit,+volumen+leben,0.5093521938165937,0.12463809473196452,0.8940662929012229,1.664212758359287,0.009459291290858521
sig_endzeile,weit,+familie,0.28638818239347585,-0.1131239985200102,0.6859003633069619,1.3316092622087001,0.16001664623015566
sig_endzeile,weit,+eigene_exposition,-0.0054829288923941635,-0.42937339512287315,0.41840753733808483,0.9945320749280738,0.9797740664068203
sig_endzeile,weit_fremd,roh,0.42882082210369343,0.15281414725909087,0.7048274969482959,1.5354458917835658,0.0023254443796479987
sig_endzeile,weit_fremd,+lesemenge,-0.19781582779346002,-0.6202670107866989,0.22463535519977884,0.8205209563779438,0.35873185388126005
sig_endzeile,weit_fremd,+zeit,-0.14515878905255192,-0.5787449108820976,0.28842733277699373,0.8648849479451249,0.5117072991005178
sig_endzeile,weit_fremd,+volumen+leben,-0.136352867143961,-0.5778890092311812,0.30518327494325925,0.8725346893365712,0.5449950390287057
sig_endzeile,weit_fremd,+familie,-0.04621697050383322,-0.5022282983407322,0.4097943573330658,0.9548347687332435,0.8425389199127826
sig_endzeile,weit_fremd,+eigene_exposition,0.34861409300160323,-0.13784693244003615,0.8350751184432426,1.417102215145728,0.16013997165538651
sig_endzeile,eng_fremd,roh,0.3740787942874947,0.09149758402919383,0.6566600045457955,1.45365168539326,0.009469206346923156
sig_endzeile,eng_fremd,+lesemenge,-0.3655710021419754,-0.8016647215852304,0.07052271730127962,0.6938003762509727,0.10037478113021431
sig_endzeile,eng_fremd,+zeit,-0.2665865743888365,-0.7135204926250085,0.18034734384733547,0.7659896857666167,0.24236402716994454
sig_endzeile,eng_fremd,+volumen+leben,-0.27353870323028984,-0.7293537330629414,0.1822763266023617,0.7606828949008693,0.23950951266001785
sig_endzeile,eng_fremd,+familie,-0.13995303797135628,-0.612789156968654,0.33288308102594144,0.8693990631838285,0.5618247628252288
sig_endzeile,eng_fremd,+eigene_exposition,0.22521978906295886,-0.27628550866499874,0.7267250867909165,1.2525979932785165,0.37874468406807205
please_relay,weit,roh,0.30340593852441006,0.06964645106249259,0.5371654259863275,1.35446418205039,0.010960248900339298
please_relay,weit,+lesemenge,0.45794072224104837,0.13725145217288448,0.7786299923092123,1.5808152930960977,0.005128364197554272
please_relay,weit,+zeit,0.44924657186820155,0.1281317329333071,0.7703614108030961,1.5671310199877115,0.00610510632793981
please_relay,weit,+volumen+leben,0.3848336225665947,0.05719190367019006,0.7124753414629994,1.4693698311216472,0.02132783003139609
please_relay,weit,+familie,0.2183221125543192,-0.12105704355107264,0.557701268659711,1.243987707147978,0.2073574466811614
please_relay,weit,+eigene_exposition,0.039117869155073134,-0.31385557516480417,0.39209131347495046,1.0398930477416568,0.8280410231992636
please_relay,weit_fremd,roh,0.13342454931014033,-0.11216606787837474,0.3790151664986554,1.1427350427350416,0.28695312509409154
please_relay,weit_fremd,+lesemenge,0.1518554363992213,-0.22909091744089324,0.5328017902393358,1.1639919534005438,0.4346210241204954
please_relay,weit_fremd,+zeit,0.16261313348131065,-0.21877338085733464,0.5439996478199559,1.1765814216716122,0.4033280749908791
please_relay,weit_fremd,+volumen+leben,0.15682226432161925,-0.23141885850539654,0.545063387148635,1.1697876824157436,0.42853390810836867
please_relay,weit_fremd,+familie,0.2238679498716156,-0.1752334069252627,0.6229693066684939,1.2509058262467592,0.27158363503801175
please_relay,weit_fremd,+eigene_exposition,0.41365723229478213,0.0018667942792378045,0.8254476703103264,1.5123386571811013,0.04896625415336885
please_relay,eng_fremd,roh,0.05025994213014745,-0.2015142669882376,0.3020341512485325,1.0515444015444033,0.695604153702551
please_relay,eng_fremd,+lesemenge,-0.04827533180752003,-0.43178767693928055,0.3352370133242405,0.9528713951531793,0.805125967422679
please_relay,eng_fremd,+zeit,-0.027933647352891524,-0.41220533599820103,0.35633804129241803,0.9724528894840033,0.8867030985515139
please_relay,eng_fremd,+volumen+leben,-0.0471165645351452,-0.4369735270361891,0.3427403979658987,0.9539761913178628,0.8127515792121167
please_relay,eng_fremd,+familie,0.013750000186873295,-0.38705284416233093,0.4145528445360775,1.0138449662011544,0.9463906077790347
please_relay,eng_fremd,+eigene_exposition,0.16685164672426994,-0.24361136054256294,0.5773146539911028,1.1815789611957863,0.425606390926624
