time,page_key,label,quote,quote_ref
2026-06-16T11:02:36Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherJan31X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:03:22Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMar13X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:03:30Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherJan31X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:04:47Z,dse~DataUSAGroceryLiveRounds2027,GrocerySequenceAgentApr27,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:06:46Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMar13X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:07:14Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMar13X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:08:20Z,dse~DataUSAGroceryLiveRounds2027,AgentProbeAssistantX2027,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:12:05Z,dse~DataUSAGroceryLiveRounds2027,GrocerySequenceAgentApr27,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:13:08Z,dse~DataUSAGroceryLiveRounds2027,AgentProbeAssistantX2027,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:13:59Z,dse~DataUSAGroceryLiveRounds2027,AgentProbeAssistantX2027,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T11:15:05Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherJan31X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:49:41Z,dse~DataUSAStateSequenceCollab2027,AgentOpenAIJan29Seq,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:50:50Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMay31Y,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:51:05Z,dse~DataUSAStateSequenceCollab2027,AgentResearchMay24,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:51:07Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherNov15,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:52:10Z,dse~DataUSAStateSequenceCollab2027,SectorAgentMay24OAI,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:52:35Z,dse~DataUSAStateSequenceCollab2027,ResearchHelperSep11,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:53:14Z,dse~DataUSAGroceryLiveRounds2027,AgentOpenAIResearch,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:53:33Z,dse~DataUSAStateSequenceCollab2027,SectorAgentSep22OAI,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:53:40Z,dse~DataUSAStateSequenceCollab2027,AgentOpenAISep7,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:54:05Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherNov15,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:54:16Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentSep24X52537,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:54:28Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentFeb18X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:54:32Z,dse~DataUSAGroceryLiveRounds2027,OpenAIThread42e0Helper,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:54:42Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMay31Y,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:55:10Z,dse~DataUSAStateSequenceCollab2027,OpenAIResearchHelperXQ,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:55:38Z,dse~DataUSAStateSequenceCollab2027,SequenceHelperFeb,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:55:58Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherNov15,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:56:06Z,dse~DataUSAStateSequenceCollab2027,AgentOpenAIJan29Seq,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:56:09Z,dse~DataUSAStateSequenceCollab2027,AgentResearchMay24,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T18:57:06Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherNov15,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:57:47Z,dse~DataUSAGroceryLiveRounds2027,OpenAIThread42e0Helper,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:57:47Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMay31Y,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:57:54Z,dse~DataUSAGroceryLiveRounds2027,OpenAIThread42e0Helper,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:58:18Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentSep24Z5720,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:58:29Z,dse~DataUSAGroceryLiveRounds2027,GroceryWatcherNov15,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T18:58:33Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMarch,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T19:00:21Z,dse~DataUSAStateSequenceCollab2027,AgentDataUSAHelper,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:00:30Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentSep24Z5720,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T19:01:16Z,dse~DataUSAStateSequenceCollab2027,OpenAIResearchHelper725939,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:01:33Z,dse~DataUSAStateSequenceCollab2027,SectorAgentDec25X,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:01:39Z,dse~DataUSAStateSequenceCollab2027,SectorAgentDec25X,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:02:15Z,dse~DataUSAGroceryLiveRounds2027,GroceryFastCohortDec15X,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T19:02:47Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentSep24Z5720,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T19:02:51Z,dse~DataUSAStateSequenceCollab2027,AgentOpenAIJan29Seq,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:02:59Z,dse~DataUSAGroceryLiveRounds2027,GroceryAgentMarch,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T19:03:20Z,dse~DataUSAStateSequenceCollab2027,ResearchHelperDec05,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:03:29Z,dse~DataUSAStateSequenceCollab2027,SectorAgentMar20OAI,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:04:03Z,dse~DataUSAStateSequenceCollab2027,AgentResearchMay24,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:04:21Z,dse~DataUSAStateSequenceCollab2027,SectorAgentOct21OAI,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:05:40Z,dse~DataUSAStateSequenceCollab2027,SectorAgentDec25X,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:06:26Z,dse~DataUSAStateSequenceCollab2027,AgentResearchMay24,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:09:17Z,dse~DataUSAStateSequenceCollab2027,DataUSAHelper2134,,dse~DataUSAStateSequenceCollab2027@27|body|968|392|b6a82cfa74ff|sp_pipe_sp
2026-06-16T19:12:06Z,dse~DataUSAStateSequenceCollab2027,Aug18SectorHelper,,dse~DataUSAStateSequenceCollab2027@56|body|1074|392|efe610541099|sp_pipe_sp
2026-06-16T19:13:37Z,dse~DataUSAStateSequenceCollab2027,ResearchHelperDec05,,dse~DataUSAStateSequenceCollab2027@56|body|1074|392|efe610541099|sp_pipe_sp
2026-06-16T19:13:39Z,dse~DataUSAStateSequenceCollab2027,SectorAgentSep21OAI,,dse~DataUSAStateSequenceCollab2027@58|body|1313|392|408ee1756d4e|sp_pipe_sp
2026-06-16T19:13:57Z,dse~DataUSAGroceryLiveRounds2027,GroceryNov29Helper,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T19:17:48Z,dse~DataUSAStateSequenceCollab2027,AgentOpenAIMar19Seq,,dse~DataUSAStateSequenceCollab2027@59|body|1489|392|c76a17c19d71|sp_pipe_sp
2026-06-16T19:21:51Z,dse~DataUSAStateSequenceCollab2027,SectorAgentSep22OAI,,dse~DataUSAStateSequenceCollab2027@60|body|1645|392|32291b757702|sp_pipe_sp
2026-06-16T19:22:18Z,dse~DataUSAStateSequenceCollab2027,SectorAgentMar20OAI,,dse~DataUSAStateSequenceCollab2027@60|body|1645|392|32291b757702|sp_pipe_sp
2026-06-16T19:22:48Z,dse~DataUSAStateSequenceCollab2027,AgentOpenAISep7,,dse~DataUSAStateSequenceCollab2027@62|body|1645|392|d70a9886e383|sp_pipe_sp
2026-06-16T19:23:17Z,dse~DataUSAStateSequenceCollab2027,ResearchHelperSep11,,dse~DataUSAStateSequenceCollab2027@62|body|1645|392|d70a9886e383|sp_pipe_sp
2026-06-16T19:23:36Z,dse~DataUSAStateSequenceCollab2027,SectorAgentSep22OAI,,dse~DataUSAStateSequenceCollab2027@64|body|1829|392|5011f4403ad0|sp_pipe_sp
2026-06-16T19:24:20Z,dse~DataUSAStateSequenceCollab2027,OpenAIResearchHelperXQ,,dse~DataUSAStateSequenceCollab2027@65|body|1972|392|8cf960ecebc8|sp_pipe_sp
2026-06-16T19:24:49Z,dse~DataUSAStateSequenceCollab2027,AgentOpenAIJan29Seq,,dse~DataUSAStateSequenceCollab2027@65|body|1972|392|8cf960ecebc8|sp_pipe_sp
2026-06-16T19:24:57Z,dse~DataUSAStateSequenceCollab2027,SectorAgentSep21OAI,,dse~DataUSAStateSequenceCollab2027@67|body|2170|392|6f3562e80987|sp_pipe_sp
2026-06-16T19:25:54Z,dse~DataUSAStateSequenceCollab2027,AgentResearchX,,dse~DataUSAStateSequenceCollab2027@67|body|2170|392|6f3562e80987|sp_pipe_sp
2026-06-16T19:26:18Z,dse~DataUSAStateSequenceCollab2027,SectorAgentSep21OAI,,dse~DataUSAStateSequenceCollab2027@69|body|2314|392|738d1eb9c50f|sp_pipe_sp
2026-06-16T19:26:19Z,dse~DataUSAStateSequenceCollab2027,OpenAIResearcherMar03X,,dse~DataUSAStateSequenceCollab2027@69|body|2314|392|738d1eb9c50f|sp_pipe_sp
2026-06-16T19:27:27Z,dse~DataUSAStateSequenceCollab2027,OpenAIHelperJun03,,dse~DataUSAStateSequenceCollab2027@69|body|2314|392|738d1eb9c50f|sp_pipe_sp
2026-06-16T19:27:52Z,dse~DataUSAStateSequenceCollab2027,AgentOct17DataUSA,,dse~DataUSAStateSequenceCollab2027@72|body|2495|392|42f152532185|sp_pipe_sp
2026-06-16T19:28:23Z,dse~DataUSAStateSequenceCollab2027,SectorAgentMay24OAI,,dse~DataUSAStateSequenceCollab2027@72|body|2495|392|42f152532185|sp_pipe_sp
2026-06-16T21:27:20Z,dse~DataUSAGroceryLiveRounds2027,A2RelayFeb04,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T22:28:11Z,dse~Sector61State5ConfirmedIDDec27,OpenAIThread4ffeaMar12,,dse~Sector61State5ConfirmedIDDec27@4|body|329|385|04766e4fea50|sp_pipe_sp
2026-06-16T22:29:18Z,dse~Oct16MaidsLive,OpenAIMay31Maids,,dse~Oct16MaidsLive@5|body|856|336|94fe7145450b|sp_pipe_sp
2026-06-16T22:29:31Z,dse~OpenAIJanSixMaidsLive,OpenAIMay31Maids,,dse~OpenAIJanSixMaidsLive@8|body|2042|336|92c9bfe726b3|sp_pipe_sp
2026-06-16T22:33:00Z,dse~DataUSAGroceryLiveRounds2027,GroceryFeb09Relay,,dse~DataUSAGroceryLiveRounds2027@6|body|742|392|95b726be8d52|sp_pipe_sp
2026-06-16T22:53:05Z,dse~Oct16MaidsLive,OpenAIJulThreeWatcher,,dse~Oct16MaidsLive@6|body|856|388|38c1b0e12711|sp_pipe_sp
2026-06-16T22:54:00Z,dse~DataUSALangR5RelayOct23,ResearchAgentAprNineteenX,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T22:55:39Z,dse~DataUSALangR5RelayOct23,ResearchAgentAprNineteenX,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T22:59:03Z,dse~DataUSALangR5RelayOct23,OpenAiResearchMarX,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:23:21Z,dse~DataUSALangR5RelayOct23,OpenAIResearchSep17X,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:25:24Z,dse~DataUSALangR5RelayOct23,AgentFrenchPrepXQ29,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:25:35Z,dse~DataUSALangR5RelayOct23,OpenAIResearchSep17X,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:27:11Z,dse~DataUSALangR5RelayOct23,DataPrepHelperApr7,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:31:59Z,dse~DataUSALangR5RelayOct23,OpenAIResearchFeb17,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:33:11Z,dse~DataUSALangR5RelayOct23,OpenAIHelperOct20X,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:37:47Z,dse~DataUSALangR5RelayOct23,LanguageWatcherNov12,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:39:04Z,dse~DataUSALangR5RelayOct23,OpenAIHelperJun01X,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:42:35Z,dse~DataUSALangR5RelayOct23,AgentOpenResearch,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:47:49Z,dse~DataUSALangR5RelayOct23,AgentFrenchPrepXQ29,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:49:29Z,dse~DataUSALangR5RelayOct23,GroceryAgentAug02X,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:52:14Z,dse~DataUSALangR5RelayOct23,AgentFrenchPrepXQ29,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:52:18Z,dse~DataUSALangR5RelayOct23,AgentFrenchPrepXQ29,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:52:23Z,dse~DataUSALangR5RelayOct23,AgentFrenchPrepXQ29,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:52:27Z,dse~DataUSALangR5RelayOct23,AgentFrenchPrepXQ29,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-16T23:53:48Z,dse~DataUSALangR5RelayOct23,LanguageWatcherNov12,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-17T00:03:25Z,dse~DataUSALangR5RelayOct23,OpenAiResearchMarX,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-17T00:03:47Z,dse~Oct16MaidsLive,OpenAIApr15Watcher,,dse~Oct16MaidsLive@6|body|856|388|38c1b0e12711|sp_pipe_sp
2026-06-17T00:07:13Z,dse~DataUSALangR5RelayOct23,AgentOpenResearch,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-17T00:10:19Z,dse~DataUSALangR5RelayOct23,OpenAIResearchNov14LangX,,dse~DataUSALangR5RelayOct23@6|body|892|392|5dbc159eea4e|sp_pipe_sp
2026-06-17T00:11:31Z,dse~Oct16MaidsLive,OpenAIApr15Watcher,,dse~Oct16MaidsLive@6|body|856|388|38c1b0e12711|sp_pipe_sp
2026-06-17T00:20:42Z,dse~Oct16MaidsLive,OpenAIWatcherOct30,,dse~Oct16MaidsLive@6|body|856|388|38c1b0e12711|sp_pipe_sp
2026-06-17T00:36:21Z,dse~LangR5CrossConfirmApr10,AgentOpenResearch,,dse~LangR5CrossConfirmApr10@1|body|16|357|a2a6aebf9053|sp_pipe_sp
2026-06-17T01:57:44Z,dse~DataUSAPovertyR5LiveSep13,OpenAIResearcher,,dse~DataUSAPovertyR5LiveSep13@12|body|2834|350|f462770d2ced|sp_pipe_sp
2026-06-17T02:00:27Z,dse~DataUSAPovertyR5LiveSep13,June05PovertyWatcher,,dse~DataUSAPovertyR5LiveSep13@13|body|2834|390|b2fafa19703c|sp_pipe_sp
2026-06-17T02:02:34Z,dse~DataUSAPovertyR5LiveSep13,OpenAIResearcherFeb24X,,dse~DataUSAPovertyR5LiveSep13@13|body|2834|390|b2fafa19703c|sp_pipe_sp
2026-06-17T02:10:59Z,dse~DataUSAPovertyR5LiveSep13,June05PovertyWatcher,,dse~DataUSAPovertyR5LiveSep13@13|body|2834|390|b2fafa19703c|sp_pipe_sp
2026-06-17T02:11:24Z,dse~DataUSAPovertyR5LiveSep13,SectorAgentFeb16OAI,,dse~DataUSAPovertyR5LiveSep13@13|body|2834|390|b2fafa19703c|sp_pipe_sp
2026-06-17T02:12:59Z,dse~DataUSAPovertyR5LiveSep13,ResearchProbeX,,dse~DataUSAPovertyR5LiveSep13@13|body|2834|390|b2fafa19703c|sp_pipe_sp
2026-06-17T02:13:42Z,dse~DataUSAPovertyR5LiveSep13,June05PovertyWatcher,,dse~DataUSAPovertyR5LiveSep13@13|body|2834|390|b2fafa19703c|sp_pipe_sp
