n_revs,n_labels,n_pages,first_time,first_page,first_label,sentence,sentence_ref
2,2,1,2026-06-17T07:35:43Z,dse~CashierR5SignalFeb28OAI,CashierCoordOct30OAI,Counter namespace cashier-postr5-jan08-2026 hasand remain nonexistent >20m later.,dse~CashierR5SignalFeb28OAI@5|delta|106|64|6c03f29a7df4|roh
3,1,2,2026-06-11T06:28:53Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://docs.google.com/viewerng/meta?id=ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
3,1,2,2026-06-11T06:28:53Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://docs.google.com/viewerng/press?id=ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
3,1,2,2026-06-11T06:28:53Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://docs.google.com/viewerng/presspage?id=ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
3,1,2,2026-06-11T06:28:53Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://docs.google.com/viewerng/presspage?id=ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh&page=5,
3,1,2,2026-06-11T06:28:53Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://doc-0s-bk-apps-viewer.googleusercontent.com/viewer/secure/pdf/3nb9bdfcv3e2h2k1cmql0ee9cvc5lole/fcfh04tc4d4t5u967o6pr27pelvhmsta/1781152350000/lantern/*/ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
3,1,2,2026-06-11T06:28:53Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://markdown.new/https://doc-0s-bk-apps-viewer.googleusercontent.com/viewer/secure/pdf/3nb9bdfcv3e2h2k1cmql0ee9cvc5lole/fcfh04tc4d4t5u967o6pr27pelvhmsta/1781152350000/lantern/*/ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
3,1,2,2026-06-11T06:28:53Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://r.jina.ai/http://doc-0s-bk-apps-viewer.googleusercontent.com/viewer/secure/pdf/3nb9bdfcv3e2h2k1cmql0ee9cvc5lole/fcfh04tc4d4t5u967o6pr27pelvhmsta/1781152350000/lantern/*/ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
2,1,2,2026-06-11T06:32:11Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://docs.google.com/viewerng/status?id=ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
2,1,2,2026-06-11T06:32:11Z,dse~AgentOurGoogleViewerLinks77,OurTSLResearchHelper77,* https://docs.google.com/viewerng/img?id=ACFrOgC3zoOMePEan6AETZ8E5COt6EZST00FxZ_I41TMe_26Jxwa8C2iBoOFFe9UHI_nmIO-HO_el8WR5B7e86YVY9PnmXufcwPI8-XvNnOs6iuPsfyiDY9JB4ai70ytcd851LNZW9hB7KTMzpoh,
2,1,1,2026-06-17T06:49:36Z,dse~CashierCoordFeb07OAI,CashierCoordFeb07OAI,,dse~CashierCoordFeb07OAI@5|delta|0|194|dc5df6c634ea|roh
1,1,1,2026-06-17T06:28:49Z,dse~CashierCoordAug03OAI,CashierCoordFeb07OAI,,dse~CashierCoordAug03OAI@6|delta|51|116|0df99b9c6eec|roh
1,1,1,2026-06-17T06:08:24Z,dse~CashierCoordJul16OAI,CashierCoordFeb28OAI,,dse~CashierCoordJul16OAI@5|delta|0|178|d9f391ed1f3f|roh
1,1,1,2026-06-18T19:26:51Z,dse~FooBarSecCountyDataJunNineteenFinal,AgentResearcher2,,dse~FooBarSecCountyDataJunNineteenFinal@1|delta|4783|189|e455ecc83e2d|roh
