label,t0,t_fremd,lag_min,coordpop,f
AgentCookResearch,2026-06-22 02:39:10+00:00,2026-06-22 02:39:10+00:00,0.0,False,2026-06-22 00:00:00+00:00
AgentCorr5397416,2026-06-18 20:40:20+00:00,2026-06-18 20:40:20+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentCorsZZ,2026-05-29 23:11:11+00:00,2026-05-29 23:11:11+00:00,0.0,False,2026-05-29 00:00:00+00:00
AgentCountyHelper732,2026-06-18 19:06:11+00:00,2026-06-18 19:06:11+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentCreateNew,2026-06-18 19:43:20+00:00,2026-06-22 02:55:33+00:00,4752.216666666666,False,2026-06-18 00:00:00+00:00
AgentCustom007,2026-06-18 18:50:34+00:00,2026-06-18 18:50:34+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentCustom008,2026-06-18 19:56:49+00:00,2026-06-18 19:56:49+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentCustom009,2026-06-18 21:10:11+00:00,2026-06-18 21:10:11+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentDPLAUnique91,2026-05-28 15:29:44+00:00,,,False,2026-05-28 00:00:00+00:00
AgentDataHelperX,2026-06-18 17:36:50+00:00,2026-06-18 17:36:50+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentDataJune18A55,2026-06-18 16:46:02+00:00,2026-06-18 16:46:02+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentDataUSAHelper,2026-06-16 09:47:15+00:00,2026-06-16 19:00:21+00:00,553.1,True,2026-06-16 00:00:00+00:00
AgentDataUSAResearchX,2026-06-16 08:04:23+00:00,2026-06-16 08:07:25+00:00,3.033333333333333,True,2026-06-16 00:00:00+00:00
AgentDec14LanguageX,2026-06-17 01:51:43+00:00,2026-06-17 02:36:20+00:00,44.61666666666667,True,2026-06-17 00:00:00+00:00
AgentDonUpd8552,2026-06-18 18:37:32+00:00,2026-06-18 18:37:32+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentEdit32584860,2026-06-18 16:18:53+00:00,2026-06-18 16:18:53+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentEightJune,2026-06-18 18:20:23+00:00,2026-06-18 18:20:23+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentExactJQP22,2026-06-18 19:12:11+00:00,2026-06-18 19:12:11+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentExactNext1779870549,2026-05-27 08:29:14+00:00,2026-05-27 08:29:14+00:00,0.0,False,2026-05-27 00:00:00+00:00
AgentFinalComb,2026-06-18 18:38:08+00:00,2026-06-18 18:38:08+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentFinalZ,2026-06-18 19:54:21+00:00,2026-06-18 20:12:04+00:00,17.716666666666665,False,2026-06-18 00:00:00+00:00
AgentFinanceAnalyst,2026-06-08 03:50:02+00:00,2026-06-18 18:55:12+00:00,15305.166666666666,False,2026-06-08 00:00:00+00:00
AgentFitLines,2026-06-18 19:27:26+00:00,2026-06-18 19:27:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentFix007,2026-06-18 19:21:29+00:00,2026-06-18 19:21:29+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentFooBar,2026-05-28 19:40:02+00:00,2026-06-16 21:48:15+00:00,27488.216666666667,True,2026-05-28 00:00:00+00:00
AgentForce,2026-06-18 20:01:26+00:00,2026-06-18 20:01:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentFre6417252,2026-06-18 20:27:35+00:00,2026-06-18 20:27:35+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentFrenchData,2026-06-16 22:28:26+00:00,2026-06-16 22:35:10+00:00,6.733333333333333,False,2026-06-16 00:00:00+00:00
AgentFrenchPrepXQ29,2026-06-16 22:38:25+00:00,2026-06-16 23:25:24+00:00,46.983333333333334,True,2026-06-16 00:00:00+00:00
AgentGammaDelta,2026-06-18 18:27:52+00:00,2026-06-18 18:27:52+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentGatewayEdit,2026-06-18 20:07:53+00:00,2026-06-18 20:07:53+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentGet007,2026-06-18 18:32:35+00:00,2026-06-18 18:58:39+00:00,26.066666666666666,False,2026-06-18 00:00:00+00:00
AgentGetUser,2026-06-18 18:24:08+00:00,2026-06-18 18:40:03+00:00,15.916666666666666,False,2026-06-18 00:00:00+00:00
AgentGroceryResearchX,2026-06-16 07:52:15+00:00,2026-06-16 07:54:04+00:00,1.8166666666666667,False,2026-06-16 00:00:00+00:00
AgentHHShort,2026-06-18 21:08:54+00:00,2026-06-18 21:08:54+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentHack,2026-06-18 19:30:59+00:00,2026-06-18 19:30:59+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentHelper007,2026-06-18 18:53:12+00:00,2026-06-18 18:53:12+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentHelper923,2026-05-29 23:13:10+00:00,2026-05-30 17:35:15+00:00,1102.0833333333333,False,2026-05-29 00:00:00+00:00
AgentHelperAlpha,2026-06-17 16:18:44+00:00,2026-06-17 16:25:17+00:00,6.55,True,2026-06-17 00:00:00+00:00
AgentHelperTwo,2026-06-18 19:33:11+00:00,2026-06-18 19:33:11+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentHelperUniqueXYZ,2026-06-22 02:45:00+00:00,2026-06-22 02:45:00+00:00,0.0,False,2026-06-22 00:00:00+00:00
AgentHelperXY77,2026-06-22 02:52:59+00:00,2026-06-22 02:58:50+00:00,5.85,False,2026-06-22 00:00:00+00:00
AgentHexSlicesJun22,2026-06-18 19:12:09+00:00,2026-06-18 19:12:09+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentJJ,2026-06-18 19:10:08+00:00,2026-06-18 19:10:08+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentJSLink12,2026-06-18 20:10:28+00:00,2026-06-18 20:10:28+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentJun20OAI2028,2026-06-16 20:39:57+00:00,2026-06-16 20:39:57+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentJune21Prep,2026-06-16 19:42:24+00:00,2026-06-16 20:35:22+00:00,52.96666666666667,True,2026-06-16 00:00:00+00:00
AgentJune25OAI,2026-06-16 19:32:49+00:00,2026-06-16 19:32:49+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentLink007,2026-06-18 18:35:56+00:00,2026-06-18 18:35:56+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentLink41082234,2026-06-18 21:24:09+00:00,2026-06-18 21:24:09+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentLink53225076,2026-06-18 21:01:12+00:00,2026-06-18 21:01:12+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentLink66852449,2026-06-18 21:04:39+00:00,2026-06-18 21:04:39+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentLinkJuneSec,2026-06-18 18:50:07+00:00,2026-06-18 18:50:07+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentLinkerAA,2026-06-18 18:51:42+00:00,2026-06-18 18:51:42+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentLinkerZZ,2026-06-18 20:37:16+00:00,2026-06-18 20:37:16+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentLinks50360630,2026-06-18 19:34:27+00:00,2026-06-18 19:34:27+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMDPrettyNewResearch,2026-06-18 19:59:18+00:00,2026-06-18 20:04:15+00:00,4.95,False,2026-06-18 00:00:00+00:00
AgentManual007,2026-06-18 20:20:33+00:00,2026-06-18 20:20:33+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMapCite8x,2026-06-18 20:06:26+00:00,2026-06-18 20:06:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMapOverwrite999,2026-06-18 19:35:56+00:00,2026-06-18 19:35:56+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMapReal999,2026-06-18 19:12:42+00:00,2026-06-18 19:14:05+00:00,1.3833333333333333,False,2026-06-18 00:00:00+00:00
AgentMass0,2026-06-18 20:22:41+00:00,2026-06-18 20:22:41+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMass2,2026-06-18 20:21:33+00:00,2026-06-18 20:21:33+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMass3,2026-06-18 20:21:48+00:00,2026-06-18 20:21:48+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassAppend,2026-06-18 21:09:45+00:00,2026-06-18 21:09:45+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassCitations,2026-06-18 18:25:50+00:00,2026-06-18 18:26:21+00:00,0.5166666666666667,False,2026-06-18 00:00:00+00:00
AgentMassCiteJun19,2026-06-18 17:23:15+00:00,2026-06-18 17:23:15+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassCustomFinal2026,2026-06-18 18:11:16+00:00,2026-06-18 18:18:47+00:00,7.516666666666667,False,2026-06-18 00:00:00+00:00
AgentMassFinal13,2026-06-18 21:02:34+00:00,2026-06-18 21:02:34+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassHelperX,2026-06-18 17:04:36+00:00,2026-06-18 18:14:03+00:00,69.45,False,2026-06-18 00:00:00+00:00
AgentMassHelperXYZ,2026-06-18 17:50:06+00:00,2026-06-18 17:50:06+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassNewX,2026-06-18 20:48:34+00:00,2026-06-18 20:48:34+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassPointer13,2026-06-18 21:11:56+00:00,2026-06-18 21:11:56+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassRefOctB,2026-06-18 19:51:15+00:00,2026-06-18 19:51:15+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassRefUF155300,2026-06-18 19:52:28+00:00,2026-06-18 19:52:28+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassRoot,2026-06-18 20:34:47+00:00,2026-06-18 20:34:47+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassRootZ,2026-06-18 20:37:06+00:00,2026-06-18 20:37:06+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassUnique012,2026-06-18 20:57:49+00:00,2026-06-18 20:57:49+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassValid,2026-06-18 20:49:35+00:00,2026-06-18 20:49:35+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassX,2026-06-18 20:08:29+00:00,2026-06-18 20:11:08+00:00,2.65,False,2026-06-18 00:00:00+00:00
AgentMassY,2026-06-18 20:33:22+00:00,2026-06-18 20:33:22+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassZZ,2026-06-18 19:04:42+00:00,2026-06-18 19:11:13+00:00,6.516666666666667,False,2026-06-18 00:00:00+00:00
AgentMassachusettsResearchUnique,2026-06-18 17:32:08+00:00,2026-06-18 17:32:08+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMassachusettsResearcherJune19,2026-06-18 17:36:25+00:00,2026-06-18 17:36:25+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMay17OAI,2026-06-16 20:46:43+00:00,2026-06-16 20:46:48+00:00,0.08333333333333333,True,2026-06-16 00:00:00+00:00
AgentMedJ,2026-06-18 19:48:19+00:00,2026-06-18 19:48:19+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMeta21424578,2026-06-18 20:58:27+00:00,2026-06-18 21:02:16+00:00,3.816666666666667,False,2026-06-18 00:00:00+00:00
AgentMine,2026-06-18 18:07:01+00:00,2026-06-18 18:07:01+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMini889331,2026-06-18 20:23:48+00:00,2026-06-18 20:23:48+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMixed,2026-06-18 19:35:50+00:00,2026-06-18 19:35:50+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentMyCookSource627,2026-06-22 00:19:29+00:00,2026-06-22 00:28:57+00:00,9.466666666666667,False,2026-06-22 00:00:00+00:00
AgentMyProxyEditor,2026-06-18 19:50:24+00:00,2026-06-18 19:50:24+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentNewCitation774,2026-06-08 04:00:07+00:00,2026-06-08 04:00:07+00:00,0.0,False,2026-06-08 00:00:00+00:00
AgentNewMDInvest,2026-06-18 20:06:16+00:00,2026-06-18 20:06:16+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentNewMediaZZ,2026-06-18 19:26:20+00:00,2026-06-18 19:27:14+00:00,0.9,False,2026-06-18 00:00:00+00:00
AgentNewNameXYZ123,2026-06-18 17:46:05+00:00,2026-06-18 17:46:05+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentNewTest8888,2026-06-18 18:02:20+00:00,2026-06-18 18:02:20+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentNewUserABC789,2026-06-18 18:59:31+00:00,2026-06-18 18:59:37+00:00,0.1,False,2026-06-18 00:00:00+00:00
AgentNine,2026-06-11 05:55:54+00:00,2026-06-18 16:37:16+00:00,10721.366666666667,False,2026-06-11 00:00:00+00:00
AgentNov11OAI,2026-06-16 19:30:05+00:00,2026-06-16 19:30:05+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentNumTeam,2026-05-30 20:28:30+00:00,2026-05-30 20:28:30+00:00,0.0,False,2026-05-30 00:00:00+00:00
AgentOAIResearchXYZ,2026-06-16 18:30:17+00:00,,,False,2026-06-16 00:00:00+00:00
AgentOJUnit,2026-06-18 18:17:36+00:00,2026-06-18 18:17:36+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOJUnitFix,2026-06-18 18:31:26+00:00,2026-06-18 18:31:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOJUnitLinks,2026-06-18 18:22:50+00:00,2026-06-18 18:22:50+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOS136,2026-06-18 20:21:42+00:00,2026-06-18 20:21:42+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOct17DataUSA,2026-06-16 19:25:34+00:00,2026-06-16 19:27:52+00:00,2.3,True,2026-06-16 00:00:00+00:00
AgentOctRefXX,2026-06-18 20:09:47+00:00,,,False,2026-06-18 00:00:00+00:00
AgentOctTest,2026-06-16 21:28:22+00:00,2026-06-16 21:30:54+00:00,2.533333333333333,True,2026-06-16 00:00:00+00:00
AgentOfficialLines,2026-06-18 19:33:26+00:00,2026-06-18 19:33:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOpenAI20280525,2026-06-16 18:31:18+00:00,2026-06-16 18:34:46+00:00,3.466666666666667,True,2026-06-16 00:00:00+00:00
AgentOpenAIJan29Seq,2026-06-16 18:44:27+00:00,2026-06-16 18:49:41+00:00,5.233333333333333,True,2026-06-16 00:00:00+00:00
AgentOpenAIJun06Live,2026-06-16 19:43:34+00:00,2026-06-16 19:43:34+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentOpenAIJun18,2026-06-16 11:50:50+00:00,2026-06-16 12:09:22+00:00,18.533333333333335,True,2026-06-16 00:00:00+00:00
AgentOpenAIJun28X,2026-06-16 19:04:52+00:00,2026-06-16 19:06:38+00:00,1.7666666666666666,True,2026-06-16 00:00:00+00:00
AgentOpenAIMar19Seq,2026-06-16 19:17:48+00:00,2026-06-16 19:17:48+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentOpenAIProbe,2026-06-16 19:06:12+00:00,2026-06-16 19:10:17+00:00,4.083333333333333,True,2026-06-16 00:00:00+00:00
AgentOpenAIResearch,2026-06-16 18:38:23+00:00,2026-06-16 18:53:14+00:00,14.85,True,2026-06-16 00:00:00+00:00
AgentOpenAISep7,2026-06-16 18:53:08+00:00,2026-06-16 18:53:40+00:00,0.5333333333333333,True,2026-06-16 00:00:00+00:00
AgentOpenNext5,2026-06-18 19:44:13+00:00,2026-06-18 19:44:13+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOpenResearch,2026-06-16 19:10:20+00:00,2026-06-16 19:11:43+00:00,1.3833333333333333,True,2026-06-16 00:00:00+00:00
AgentOurHelperXYZ991,2026-06-18 19:37:09+00:00,2026-06-18 19:37:12+00:00,0.05,False,2026-06-18 00:00:00+00:00
AgentOurMapHelper991,2026-06-18 18:32:08+00:00,2026-06-18 18:32:08+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOurPMForce991,2026-06-18 20:06:54+00:00,2026-06-18 20:06:54+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOurTexasHelper,2026-06-11 06:34:24+00:00,2026-06-11 06:34:24+00:00,0.0,False,2026-06-11 00:00:00+00:00
AgentOwn9,2026-06-18 19:06:40+00:00,2026-06-18 19:06:40+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentOwnTry5381625,2026-06-18 20:31:05+00:00,2026-06-18 20:31:05+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentPageFit,2026-06-18 19:29:43+00:00,2026-06-18 19:29:43+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentParamDonor221,2026-06-18 18:12:57+00:00,2026-06-18 18:12:57+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentPatchLinks2025,2026-06-18 17:58:23+00:00,2026-06-18 17:58:23+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentPost007,2026-06-18 19:02:08+00:00,2026-06-18 19:02:08+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentPostNewOne,2026-06-18 20:35:01+00:00,2026-06-18 20:35:01+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentPovUniqueQZ,2026-06-22 08:52:16+00:00,2026-06-22 08:52:16+00:00,0.0,True,2026-06-22 00:00:00+00:00
AgentPrepResearch,2026-06-16 18:59:09+00:00,2026-06-16 19:21:00+00:00,21.85,False,2026-06-16 00:00:00+00:00
AgentPrepUserX,2026-06-16 18:55:53+00:00,2026-06-16 18:59:04+00:00,3.183333333333333,True,2026-06-16 00:00:00+00:00
AgentPrepXYZ,2026-06-16 12:08:08+00:00,2026-06-16 12:08:08+00:00,0.0,False,2026-06-16 00:00:00+00:00
AgentPrettyNameXYZZ,2026-06-18 18:29:02+00:00,2026-06-18 18:29:02+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentProbeAssistantX2027,2026-06-16 09:02:31+00:00,2026-06-16 09:02:31+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentProper,2026-06-18 20:45:23+00:00,2026-06-18 20:45:23+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentProxyAppend,2026-06-18 19:40:26+00:00,2026-06-18 19:40:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentRandppqqlos,2026-06-11 04:20:10+00:00,2026-06-11 04:20:10+00:00,0.0,False,2026-06-11 00:00:00+00:00
AgentRawCache79941,2026-06-18 20:17:49+00:00,2026-06-18 20:18:46+00:00,0.95,False,2026-06-18 00:00:00+00:00
AgentRawDirectMdSource888,2026-06-18 21:01:50+00:00,2026-06-18 21:01:50+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentRawHelper999,2026-06-18 17:52:48+00:00,2026-06-18 17:52:48+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentReader,2026-06-01 14:20:47+00:00,2026-06-01 14:22:06+00:00,1.3166666666666667,False,2026-06-01 00:00:00+00:00
AgentRefresh231104,2026-06-18 19:38:44+00:00,2026-06-18 19:38:44+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentReg340511001,2026-06-18 15:37:20+00:00,2026-06-18 15:37:20+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentReg837860312,2026-06-18 15:40:52+00:00,2026-06-18 15:40:52+00:00,0.0,False,2026-06-18 00:00:00+00:00
