technik,label,erste_nutzung,stunden_seit_erstauftreten
markdown.new,ResearchHelperABC,2026-05-26 16:26:03+00:00,6.6002777777777775
markdown.new,ApiHelper,2026-05-26 16:29:20+00:00,6.655
markdown.new,AnalystHelperXX,2026-05-26 16:31:58+00:00,6.698888888888889
markdown.new,OpenDataLinkHelperZ,2026-05-26 16:34:32+00:00,6.741666666666666
markdown.new,BudgetFinderZZ,2026-05-26 16:38:11+00:00,6.8025
markdown.new,BudgetResearcher345,2026-05-26 16:43:30+00:00,6.891111111111111
markdown.new,PublicDataRefsABC,2026-05-26 16:44:55+00:00,6.914722222222222
markdown.new,BalanceResearchHelper,2026-05-26 16:48:44+00:00,6.9783333333333335
markdown.new,ResearchBotNew9007,2026-05-26 16:50:18+00:00,7.004444444444444
markdown.new,ResearchBotLinks645,2026-05-26 16:51:55+00:00,7.0313888888888885
markdown.new,BudgetResearchTmp,2026-05-27 12:49:51+00:00,26.996944444444445
markdown.new,ResearchHelperTwenty,2026-05-28 00:42:44+00:00,38.87833333333333
markdown.new,ResearcherZedY,2026-05-28 00:42:51+00:00,38.88027777777778
markdown.new,BalanceResearcher,2026-05-28 00:44:12+00:00,38.90277777777778
markdown.new,TestAgentFoo,2026-05-28 00:44:17+00:00,38.90416666666667
markdown.new,ResearchAgentAB,2026-05-28 00:50:13+00:00,39.003055555555555
markdown.new,ExistingRealUserXYZ,2026-05-28 00:50:32+00:00,39.00833333333333
markdown.new,ResearchGuest2026,2026-05-28 00:51:59+00:00,39.0325
markdown.new,AgentExactNext1779870549,2026-05-28 01:07:45+00:00,39.29527777777778
markdown.new,ResearcherLibrary2,2026-05-28 07:41:18+00:00,45.85444444444445
markdown.new,ResearcherLibrary,2026-05-28 07:45:48+00:00,45.92944444444444
markdown.new,ArchiveResearchHelper,2026-05-28 07:54:59+00:00,46.0825
markdown.new,CharlestonResearchHelper,2026-05-28 08:13:10+00:00,46.385555555555555
markdown.new,LibraryArchiveResearcherK,2026-05-28 13:07:19+00:00,51.28805555555556
markdown.new,AgentCatalogLibraryHelperM,2026-05-28 14:57:54+00:00,53.13111111111111
markdown.new,ResearchHelperLCDL,2026-05-28 15:20:22+00:00,53.50555555555555
markdown.new,MarketDataResearchHelperX,2026-05-28 18:53:38+00:00,57.06
markdown.new,CacheBustUserXX,2026-05-28 19:03:44+00:00,57.22833333333333
markdown.new,RefHelper89012,2026-05-28 20:40:21+00:00,58.83861111111111
markdown.new,DataRefHelperZZ85075,2026-05-28 20:55:13+00:00,59.08638888888889
markdown.new,DataRefHelperZZ42902,2026-05-28 21:24:42+00:00,59.577777777777776
markdown.new,DataRefHelperZZ27768,2026-05-28 22:11:22+00:00,60.355555555555554
markdown.new,DataRefHelperZZ11795,2026-05-28 22:17:40+00:00,60.46055555555556
markdown.new,DataRefHelperZZ32589,2026-05-28 22:23:09+00:00,60.551944444444445
markdown.new,DataRefHelperZZ80315,2026-05-28 22:27:46+00:00,60.62888888888889
markdown.new,DataRefHelperZZ97470,2026-05-28 23:03:37+00:00,61.22638888888889
markdown.new,DataRefHelperZZ25591,2026-05-28 23:17:48+00:00,61.46277777777778
markdown.new,DataRefHelperZZ29187,2026-05-28 23:28:22+00:00,61.638888888888886
markdown.new,DataRefHelperZZ74380,2026-05-28 23:35:49+00:00,61.76305555555555
markdown.new,ResearchMinnDigit928Q,2026-05-30 19:49:36+00:00,105.99277777777777
markdown.new,AgentMDLNotes,2026-05-30 19:52:17+00:00,106.0375
markdown.new,AgentNumTeam,2026-05-30 20:28:30+00:00,106.64111111111112
markdown.new,AgentNumTeam2,2026-05-30 20:29:49+00:00,106.66305555555556
markdown.new,NumberReaderX,2026-05-30 20:31:08+00:00,106.685
markdown.new,EditorRefsTest105,2026-05-30 20:45:56+00:00,106.93166666666667
markdown.new,EditorRefsStart106,2026-05-30 20:55:32+00:00,107.09166666666667
markdown.new,LatinAgentBridge,2026-05-30 21:12:24+00:00,107.37277777777778
markdown.new,[Person10],2026-05-30 23:39:11+00:00,109.81916666666666
markdown.new,MNLinkRefHelperXZ,2026-05-30 23:59:17+00:00,110.15416666666667
markdown.new,WikiAgentMN,2026-05-31 00:17:23+00:00,110.45583333333333
markdown.new,Test,2026-05-31 00:26:50+00:00,110.61333333333333
markdown.new,AgentResearcher21,2026-05-31 22:39:47+00:00,132.82916666666668
markdown.new,BudgetResearcher,2026-06-01 12:46:23+00:00,146.93916666666667
markdown.new,,2026-06-01 12:54:09+00:00,147.06861111111112
markdown.new,DataRefHelperZZ57914,2026-06-01 13:05:25+00:00,147.2563888888889
markdown.new,AgentClarkCitationHelper,2026-06-01 13:12:54+00:00,147.38111111111112
markdown.new,AgentClarkCitationHelper2,2026-06-01 13:22:03+00:00,147.5336111111111
markdown.new,EconArchiveCitationReader,2026-06-01 13:23:23+00:00,147.55583333333334
markdown.new,ClarkArchiveHelper727,2026-06-01 13:57:31+00:00,148.12472222222223
markdown.new,ClarkResearcher,2026-06-01 14:02:59+00:00,148.21583333333334
markdown.new,AgentEconCitationTestX22,2026-06-01 14:08:44+00:00,148.31166666666667
markdown.new,AgentEconYY9281,2026-06-01 14:09:31+00:00,148.32472222222222
markdown.new,EconHelperAgentData,2026-06-01 14:14:03+00:00,148.40027777777777
markdown.new,EconHelperAgentData2,2026-06-01 14:15:52+00:00,148.43055555555554
markdown.new,ResearchHelperTest992,2026-06-01 14:25:18+00:00,148.58777777777777
markdown.new,ReaderAgentTst001,2026-06-01 14:28:41+00:00,148.64416666666668
markdown.new,EconClarkResearch,2026-06-01 14:33:04+00:00,148.71722222222223
markdown.new,EconClarkResearchHelperW6,2026-06-01 14:33:15+00:00,148.72027777777777
markdown.new,AgentClarkEcoResearchABC,2026-06-01 14:33:19+00:00,148.7213888888889
markdown.new,ClarkEconCitHelperW6,2026-06-01 14:40:59+00:00,148.84916666666666
markdown.new,EconWrapperHelperR771,2026-06-01 14:42:35+00:00,148.87583333333333
markdown.new,ClarkArchiveSource,2026-06-01 14:43:59+00:00,148.89916666666667
markdown.new,AgentClarkUsable88912,2026-06-01 14:56:58+00:00,149.11555555555555
markdown.new,AgentClarkResearch88912,2026-06-01 15:00:48+00:00,149.17944444444444
markdown.new,MyCitationHelperXYZ,2026-06-01 15:19:26+00:00,149.49
markdown.new,DataUserCitationQX91,2026-06-01 16:03:04+00:00,150.21722222222223
markdown.new,TuitionResearchHelper,2026-06-01 16:14:15+00:00,150.4036111111111
markdown.new,AtlasResearchHelperOne,2026-06-01 21:51:14+00:00,156.02
markdown.new,ArchivalHelper,2026-06-11 04:01:54+00:00,378.1977777777778
markdown.new,OurTSLResearchHelper77,2026-06-11 06:28:53+00:00,380.6475
markdown.new,ResearcherLCDLUtilities2026,2026-06-11 13:05:33+00:00,387.2586111111111
markdown.new,PatriotsPointArchiveReferenceHelper2026,2026-06-11 13:12:21+00:00,387.37194444444447
markdown.new,ResearchHelperCitationA,2026-06-11 13:21:50+00:00,387.53
markdown.new,ResearchHelperArchiveCofcY,2026-06-11 14:36:29+00:00,388.77416666666664
markdown.new,ArchiveResearchHelperCharleston,2026-06-11 14:38:17+00:00,388.8041666666667
markdown.new,CharlestonLinksOCRHelper,2026-06-11 15:18:41+00:00,389.4775
markdown.new,QuintAgent2165572,2026-06-18 05:50:12+00:00,548.0027777777777
markdown.new,AgentTester,2026-06-18 14:25:11+00:00,556.5858333333333
markdown.new,DocRelayNew,2026-06-18 15:07:46+00:00,557.2955555555556
markdown.new,BridgeBrowser,2026-06-18 15:35:23+00:00,557.7558333333334
markdown.new,UniquePager,2026-06-18 15:39:14+00:00,557.82
markdown.new,TestingOpenAILinksX,2026-06-18 16:00:38+00:00,558.1766666666666
markdown.new,AgentNew54702122,2026-06-18 16:36:36+00:00,558.7761111111112
markdown.new,AgentChain46575158,2026-06-18 16:38:16+00:00,558.8038888888889
markdown.new,AlphaBeta,2026-06-18 16:41:21+00:00,558.8552777777778
markdown.new,AgentM72649589,2026-06-18 16:45:07+00:00,558.9180555555556
markdown.new,AgentMass007,2026-06-18 16:46:55+00:00,558.9480555555556
markdown.new,PrefTestUsere,2026-06-18 16:47:33+00:00,558.9586111111112
markdown.new,Agent007,2026-06-18 16:52:21+00:00,559.0386111111111
markdown.new,DataResearchHelperX2,2026-06-18 16:57:10+00:00,559.1188888888889
markdown.new,AgentXXX,2026-06-18 17:13:26+00:00,559.39
markdown.new,AgentCarl404,2026-06-18 17:14:00+00:00,559.3994444444445
markdown.new,LinkJQHelp,2026-06-18 17:18:46+00:00,559.4788888888888
markdown.new,AgentMassCiteJun19,2026-06-18 17:33:00+00:00,559.7161111111111
markdown.new,AgentMassachusettsResearchUnique,2026-06-18 17:39:55+00:00,559.8313888888889
markdown.new,JQFinalHelper51,2026-06-18 17:46:08+00:00,559.935
markdown.new,AgentTestLearnXYZ,2026-06-18 17:46:11+00:00,559.9358333333333
markdown.new,Agent0MassCountyResearch,2026-06-18 17:49:33+00:00,559.9919444444445
markdown.new,ChatArchiveResearcherABC2,2026-06-18 17:49:52+00:00,559.9972222222223
markdown.new,OpenAI,2026-06-18 17:52:38+00:00,560.0433333333333
markdown.new,TestNameAlphaBeta,2026-06-18 17:53:13+00:00,560.0530555555556
markdown.new,OpenAIWriterZed,2026-06-18 17:55:46+00:00,560.0955555555555
markdown.new,A,2026-06-18 17:58:08+00:00,560.135
markdown.new,MassUpdater,2026-06-18 18:00:26+00:00,560.1733333333333
markdown.new,GuestResearch1823,2026-06-18 18:03:21+00:00,560.2219444444445
markdown.new,GuestResearch311047,2026-06-18 18:09:35+00:00,560.3258333333333
markdown.new,GuestResearch149258,2026-06-18 18:11:21+00:00,560.3552777777778
markdown.new,GuestResearch787510,2026-06-18 18:15:15+00:00,560.4202777777778
markdown.new,AgentMarkdownNewsXYZ,2026-06-18 18:15:55+00:00,560.4313888888889
markdown.new,AgentProxyMarkdown700,2026-06-18 18:17:13+00:00,560.4530555555556
markdown.new,MineForce,2026-06-18 18:18:49+00:00,560.4797222222222
markdown.new,ResearchTesterX,2026-06-18 18:20:06+00:00,560.5011111111111
markdown.new,HelpfulMDResearcher,2026-06-18 18:20:27+00:00,560.5069444444445
markdown.new,OpenAIResearchHelper998,2026-06-18 18:25:46+00:00,560.5955555555555
markdown.new,MineForceZ,2026-06-18 18:28:16+00:00,560.6372222222222
markdown.new,AgentBrandNewProxyUUU,2026-06-18 18:31:10+00:00,560.6855555555555
markdown.new,GuestResearch737158,2026-06-18 18:31:51+00:00,560.6969444444444
markdown.new,AgentMarkdownNoProto807627,2026-06-18 18:33:51+00:00,560.7302777777778
markdown.new,AgentBridgeNoProto807843,2026-06-18 18:37:29+00:00,560.7908333333334
markdown.new,GuestResearch378611,2026-06-18 18:39:58+00:00,560.8322222222222
markdown.new,AgentAppendGreatZZQ,2026-06-18 18:41:07+00:00,560.8513888888889
markdown.new,AgentOverwriteYYZ,2026-06-18 18:43:06+00:00,560.8844444444444
markdown.new,ResearchAgentX,2026-06-18 18:44:38+00:00,560.91
markdown.new,AgentArkHelper,2026-06-18 18:44:53+00:00,560.9141666666667
markdown.new,OpenAISECLinker9902,2026-06-18 18:44:56+00:00,560.915
markdown.new,AgentSecResearch,2026-06-18 18:45:02+00:00,560.9166666666666
markdown.new,GuestResearch395432,2026-06-18 18:45:35+00:00,560.9258333333333
markdown.new,TestingCountyResearcher,2026-06-18 18:45:44+00:00,560.9283333333333
markdown.new,AgentSecDataLinkHelper,2026-06-18 18:45:51+00:00,560.9302777777777
markdown.new,AgentWillBridgeProto808381,2026-06-18 18:46:29+00:00,560.9408333333333
markdown.new,AgentDirectSEC4992,2026-06-18 18:47:55+00:00,560.9647222222222
markdown.new,AgentJHomeQQ,2026-06-18 18:48:34+00:00,560.9755555555555
markdown.new,TransformAgentOO16,2026-06-18 18:49:30+00:00,560.9911111111111
markdown.new,AgentWrapMD810393,2026-06-18 18:50:19+00:00,561.0047222222222
markdown.new,GuestResearch158467,2026-06-18 18:50:24+00:00,561.0061111111111
markdown.new,AgentBCDWrap6917,2026-06-18 18:52:09+00:00,561.0352777777778
markdown.new,AgentSECCountyLinker99172,2026-06-18 18:52:40+00:00,561.0438888888889
markdown.new,GuestResearch808673,2026-06-18 18:52:41+00:00,561.0441666666667
markdown.new,AgentRawDirectNew771,2026-06-18 18:55:30+00:00,561.0911111111111
markdown.new,AgentCountyDirectLink573,2026-06-18 18:58:04+00:00,561.1338888888889
markdown.new,OpenAIResearchSec2028,2026-06-18 18:59:16+00:00,561.1538888888889
markdown.new,[Person20],2026-06-18 19:00:16+00:00,561.1705555555556
markdown.new,OpenAIWriterPage,2026-06-18 19:00:31+00:00,561.1747222222223
markdown.new,AgentFullJuly99,2026-06-18 19:00:38+00:00,561.1766666666666
markdown.new,OpenAITestHelper,2026-06-18 19:01:41+00:00,561.1941666666667
markdown.new,HelperXYZ5515,2026-06-18 19:02:58+00:00,561.2155555555555
markdown.new,MapJsonHelperJune,2026-06-18 19:11:01+00:00,561.3497222222222
markdown.new,Agent,2026-06-18 19:12:56+00:00,561.3816666666667
markdown.new,AgentJJ,2026-06-18 19:14:04+00:00,561.4005555555556
markdown.new,AgentSmallHex22,2026-06-18 19:14:28+00:00,561.4072222222222
markdown.new,AgentResearchValid,2026-06-18 19:16:07+00:00,561.4347222222223
markdown.new,CountyAgentMySecLinksZZZ2,2026-06-18 19:18:43+00:00,561.4780555555556
markdown.new,AgentOurMapHelper991,2026-06-18 19:20:30+00:00,561.5077777777777
markdown.new,UniqFresh,2026-06-18 19:22:02+00:00,561.5333333333333
markdown.new,GuestResearch158755,2026-06-18 19:22:38+00:00,561.5433333333333
markdown.new,AgentResearcher2,2026-06-18 19:22:57+00:00,561.5486111111111
markdown.new,AgentGetUser,2026-06-18 19:25:09+00:00,561.5852777777778
markdown.new,HelperDEF,2026-06-18 19:27:45+00:00,561.6286111111111
markdown.new,GuestResearchLinks,2026-06-18 19:33:10+00:00,561.7188888888888
markdown.new,AgentNewMediaZZ,2026-06-18 19:35:44+00:00,561.7616666666667
markdown.new,AgentRep401806,2026-06-18 19:39:06+00:00,561.8177777777778
markdown.new,AgentUltraUpdateRouteXYZ,2026-06-18 19:39:35+00:00,561.8258333333333
markdown.new,MapHelper,2026-06-18 19:40:04+00:00,561.8338888888889
markdown.new,MassConditionalHelper2,2026-06-18 19:41:31+00:00,561.8580555555556
markdown.new,RefineLinks,2026-06-18 19:42:25+00:00,561.8730555555555
markdown.new,BridgeMD80438,2026-06-18 19:43:57+00:00,561.8986111111111
markdown.new,OpenAIUniqueSecGamma33,2026-06-18 19:44:21+00:00,561.9052777777778
markdown.new,AgentGammaDelta,2026-06-18 19:44:38+00:00,561.91
markdown.new,AgentOpenNext5,2026-06-18 19:47:10+00:00,561.9522222222222
markdown.new,MassHelper11871,2026-06-18 19:51:10+00:00,562.0188888888889
markdown.new,AgentTrial8294,2026-06-18 19:52:43+00:00,562.0447222222223
markdown.new,AgentUni84861,2026-06-18 19:52:50+00:00,562.0466666666666
markdown.new,AgentMD,2026-06-18 19:53:33+00:00,562.0586111111111
markdown.new,AgentRefresh231104,2026-06-18 19:55:15+00:00,562.0869444444445
markdown.new,AgentSection7,2026-06-18 19:56:22+00:00,562.1055555555556
markdown.new,GoodResearch,2026-06-18 20:03:20+00:00,562.2216666666667
markdown.new,OpenAgent,2026-06-18 20:04:32+00:00,562.2416666666667
markdown.new,AgentOJUnitFix,2026-06-18 20:04:37+00:00,562.2430555555555
markdown.new,AgentHelper923,2026-06-18 20:06:07+00:00,562.2680555555555
markdown.new,AgentHelperTwo,2026-06-18 20:06:35+00:00,562.2758333333334
markdown.new,AgentGatewayEdit,2026-06-18 20:07:53+00:00,562.2975
markdown.new,GatewayMDHelper,2026-06-18 20:09:13+00:00,562.3197222222223
markdown.new,UltraMDHelper,2026-06-18 20:11:46+00:00,562.3622222222223
markdown.new,ResearchHelperName,2026-06-18 20:15:33+00:00,562.4252777777778
markdown.new,JohnRandomResearcher,2026-06-18 20:17:02+00:00,562.45
markdown.new,AgentMine,2026-06-18 20:18:07+00:00,562.4680555555556
markdown.new,OpenAIBot,2026-06-18 20:19:16+00:00,562.4872222222223
markdown.new,ResearchHelper1781813744,2026-06-18 20:20:24+00:00,562.5061111111111
markdown.new,AgentMass2,2026-06-18 20:21:54+00:00,562.5311111111112
markdown.new,AgentPageFit,2026-06-18 20:22:09+00:00,562.5352777777778
markdown.new,AgentMass3,2026-06-18 20:23:35+00:00,562.5591666666667
markdown.new,AgentMass0,2026-06-18 20:23:55+00:00,562.5647222222223
markdown.new,AgentNewCitation774,2026-06-18 20:25:32+00:00,562.5916666666667
markdown.new,OpenAIHelper778001,2026-06-18 20:26:23+00:00,562.6058333333333
markdown.new,MiniTest777,2026-06-18 20:26:34+00:00,562.6088888888889
markdown.new,OurMassFinal,2026-06-18 20:27:48+00:00,562.6294444444444
markdown.new,UserValidTest,2026-06-18 20:33:03+00:00,562.7169444444445
markdown.new,FutureRangeResearchHelper,2026-06-18 20:34:14+00:00,562.7366666666667
markdown.new,AgentMassRoot,2026-06-18 20:36:13+00:00,562.7697222222222
markdown.new,AgentMassRootZ,2026-06-18 20:41:51+00:00,562.8636111111111
markdown.new,OpenAICite,2026-06-18 20:41:59+00:00,562.8658333333333
markdown.new,DanAppendX,2026-06-18 20:43:07+00:00,562.8847222222222
markdown.new,AgentXSmall,2026-06-18 20:44:27+00:00,562.9069444444444
markdown.new,Agent0JSDeep,2026-06-18 20:45:57+00:00,562.9319444444444
markdown.new,OurResearchMassHelper,2026-06-18 20:46:28+00:00,562.9405555555555
markdown.new,AgentProper,2026-06-18 20:46:46+00:00,562.9455555555555
markdown.new,FinalFresh,2026-06-18 20:47:51+00:00,562.9636111111112
markdown.new,AgentMapOverwrite999,2026-06-18 20:48:20+00:00,562.9716666666667
markdown.new,FinalLinkerZZ,2026-06-18 20:48:55+00:00,562.9813888888889
markdown.new,AgentLinkJuneSec,2026-06-18 20:51:38+00:00,563.0266666666666
markdown.new,AgentZeroResearchMass,2026-06-18 20:52:02+00:00,563.0333333333333
markdown.new,AgentNewMDInvest,2026-06-18 20:56:01+00:00,563.0997222222222
markdown.new,AgentZ3023629,2026-06-18 21:00:20+00:00,563.1716666666666
markdown.new,AgentResearcher,2026-06-18 21:00:34+00:00,563.1755555555555
markdown.new,UserBridge871946,2026-06-18 21:02:41+00:00,563.2108333333333
markdown.new,MassSecWin12,2026-06-18 21:05:02+00:00,563.25
markdown.new,ForcePNew,2026-06-18 21:07:57+00:00,563.2986111111111
markdown.new,DataResearchHelperX,2026-06-18 21:11:11+00:00,563.3525
markdown.new,MapTxtHelper991,2026-06-18 21:11:54+00:00,563.3644444444444
markdown.new,AgentCustom008,2026-06-18 21:12:50+00:00,563.38
markdown.new,AgentMassAppend,2026-06-18 21:14:55+00:00,563.4147222222222
markdown.new,ChatGPTCounty8888,2026-06-18 21:15:54+00:00,563.4311111111111
markdown.new,AgentMassValid,2026-06-18 21:17:47+00:00,563.4625
markdown.new,AgentMixed,2026-06-18 21:18:50+00:00,563.48
markdown.new,AgentResearchUseful989,2026-06-19 00:23:22+00:00,566.5555555555555
markdown.new,Agent0AppendSecPage,2026-06-20 21:23:39+00:00,611.5602777777777
markdown.new,GuestResearch34238,2026-06-20 21:26:41+00:00,611.6108333333333
markdown.new,AgentCreateNew,2026-06-20 21:32:10+00:00,611.7022222222222
markdown.new,HelperMassRef40482,2026-06-20 21:35:43+00:00,611.7613888888889
markdown.new,OpenAIMass2026,2026-06-20 21:39:50+00:00,611.83
allorigins,AgentCharlXra595,2026-05-28 13:03:06+00:00,0.0
allorigins,ResearchHelperLCDL,2026-05-28 15:20:22+00:00,2.287777777777778
allorigins,DataRefHelperZZ85075,2026-05-28 20:55:13+00:00,7.868611111111111
allorigins,DataRefHelperZZ42902,2026-05-28 21:24:42+00:00,8.36
allorigins,DataRefHelperZZ75549,2026-05-28 22:00:14+00:00,8.952222222222222
allorigins,DataRefHelperZZ27768,2026-05-28 22:11:22+00:00,9.137777777777778
allorigins,EditorMDLRefs2,2026-05-30 21:03:32+00:00,56.007222222222225
allorigins,ERefT11,2026-05-30 21:26:47+00:00,56.39472222222222
allorigins,WikiAgentMN,2026-06-01 12:59:39+00:00,95.9425
allorigins,[Person10],2026-06-01 13:03:10+00:00,96.00111111111111
allorigins,DataRefHelperZZ57914,2026-06-01 13:05:25+00:00,96.03861111111111
allorigins,ClarkArchiveHelper727,2026-06-01 13:57:31+00:00,96.90694444444445
allorigins,,2026-06-01 14:09:19+00:00,97.1036111111111
allorigins,ClarkArchiveAliasEcon2,2026-06-01 14:32:53+00:00,97.49638888888889
allorigins,EconClarkResearch,2026-06-01 14:33:04+00:00,97.49944444444445
allorigins,EconClarkResearchHelperW6,2026-06-01 14:34:05+00:00,97.51638888888888
allorigins,AgentClarkHelperQ90331,2026-06-01 14:37:40+00:00,97.57611111111112
allorigins,RealTesterA,2026-06-01 14:39:06+00:00,97.6
allorigins,ClarkPDFRawHelper,2026-06-01 14:48:07+00:00,97.75027777777778
allorigins,AtlasResearchHelperOne,2026-06-01 21:51:14+00:00,104.80222222222223
allorigins,BudgetResearcher,2026-06-05 02:20:32+00:00,181.29055555555556
allorigins,ResearchLinks,2026-06-05 02:22:09+00:00,181.3175
allorigins,RugbyArchiveResearchHelper,2026-06-06 07:45:14+00:00,210.70222222222222
allorigins,DataReadingTestAgentQ93214,2026-06-06 23:14:24+00:00,226.18833333333333
allorigins,TestAgentZulu,2026-06-07 04:34:04+00:00,231.51611111111112
allorigins,AgentClarkCite,2026-06-07 04:55:32+00:00,231.8738888888889
allorigins,AgentOurTexasHelper,2026-06-11 06:34:24+00:00,329.52166666666665
allorigins,OurTSLResearchHelper77,2026-06-11 07:41:07+00:00,330.6336111111111
allorigins,ResearchAgentX,2026-06-11 11:46:11+00:00,334.71805555555557
allorigins,FindAnswer,2026-06-11 14:29:42+00:00,337.4433333333333
allorigins,AgentRootArchiveWWI4008,2026-06-11 14:34:35+00:00,337.52472222222224
allorigins,EconomicsSourceMetaAgent,2026-06-11 14:37:20+00:00,337.57055555555553
allorigins,AgentArchiveResearcherHXX,2026-06-11 16:02:17+00:00,338.9863888888889
allorigins,AgentRootArchiveHoff43275,2026-06-11 16:11:58+00:00,339.1477777777778
allorigins,AgentRootArchiveWWI1275,2026-06-11 19:16:52+00:00,342.2294444444444
allorigins,SectorAgentDec25X,2026-06-16 20:04:04+00:00,463.0161111111111
allorigins,AgentTester,2026-06-18 14:25:11+00:00,505.36805555555554
allorigins,DocRelayNew,2026-06-18 15:07:46+00:00,506.0777777777778
allorigins,AgentRegCFX4381869,2026-06-18 15:16:47+00:00,506.22805555555556
allorigins,AgentReg277355117,2026-06-18 15:22:35+00:00,506.32472222222225
allorigins,AgentReg108322676,2026-06-18 15:23:10+00:00,506.33444444444444
allorigins,AgentReg628645119,2026-06-18 15:23:27+00:00,506.33916666666664
allorigins,AgentReg169840843,2026-06-18 15:26:27+00:00,506.38916666666665
allorigins,BridgeBrowser,2026-06-18 15:35:23+00:00,506.53805555555556
allorigins,AgentReg92581403,2026-06-18 15:35:33+00:00,506.54083333333335
allorigins,UniquePager,2026-06-18 15:39:14+00:00,506.6022222222222
allorigins,AgentReg169976659,2026-06-18 15:50:52+00:00,506.7961111111111
allorigins,AgentMassHelper1781,2026-06-18 15:52:53+00:00,506.82972222222224
allorigins,TestingOpenAILinksX,2026-06-18 16:00:38+00:00,506.9588888888889
allorigins,OAIHelperSec,2026-06-18 16:06:18+00:00,507.05333333333334
allorigins,AgentEdit32584860,2026-06-18 16:18:53+00:00,507.2630555555556
allorigins,AgentEdit261878409,2026-06-18 16:19:15+00:00,507.26916666666665
allorigins,AgentEdit445553015,2026-06-18 16:20:29+00:00,507.2897222222222
allorigins,OpenAIResearchSec2027,2026-06-18 16:28:42+00:00,507.4266666666667
allorigins,BridgeEditor,2026-06-18 16:35:18+00:00,507.5366666666667
allorigins,AgentNew54702122,2026-06-18 16:36:36+00:00,507.55833333333334
allorigins,ResearchHelperArchiveCofcY,2026-06-18 16:37:13+00:00,507.5686111111111
allorigins,AgentNine,2026-06-18 16:37:16+00:00,507.56944444444446
allorigins,BridgeEditorAgain70,2026-06-18 16:37:46+00:00,507.5777777777778
allorigins,AgentChain46575158,2026-06-18 16:38:16+00:00,507.5861111111111
allorigins,BridgeEditorAgain11,2026-06-18 16:38:37+00:00,507.59194444444444
allorigins,AgentReg566660588,2026-06-18 16:40:33+00:00,507.62416666666667
allorigins,AgaTest,2026-06-18 16:40:36+00:00,507.625
allorigins,AgentReader,2026-06-18 16:41:13+00:00,507.6352777777778
allorigins,AgentSourcePdfHelperQZ9,2026-06-18 16:42:56+00:00,507.6638888888889
allorigins,AgentM72649589,2026-06-18 16:45:07+00:00,507.7002777777778
allorigins,FreshAppend,2026-06-18 16:45:37+00:00,507.7086111111111
allorigins,AgentTester123,2026-06-18 16:46:41+00:00,507.7263888888889
allorigins,ResearchAgent,2026-06-18 16:46:45+00:00,507.7275
allorigins,FreshRewrite,2026-06-18 16:47:09+00:00,507.7341666666667
allorigins,PrefTestUsere,2026-06-18 16:47:33+00:00,507.74083333333334
allorigins,DocRelay,2026-06-18 16:48:39+00:00,507.75916666666666
allorigins,AgentCitation902,2026-06-18 16:50:36+00:00,507.7916666666667
allorigins,OpenSECResearcher,2026-06-18 16:52:21+00:00,507.8208333333333
