cohort_key,aufgabenfamilie,kohorte,cluster,typ_name,silhouette,gmm_maxpost,zentroid_ratio,cluster_gmm,cluster_ward,cluster_residual,n_deltas,n_seiten,n_labels,lebensspanne_real_h,max_runde_belegt,erste_version,pc1,pc2,a_landeplatz,drei_verfahren_einig,a_adressiert,a_bittet,a_fremde_seite,a_reagiert,a_wert_unaufgefordert,a_wert,a_uhr,a_horizont,a_technik,a_urgent,a_unsicher,a_signatur,a_url,a_vorhersage,a_loglen,a_beobachtung
datausa-cashiers-bachelors|Jan31,datausa-cashiers-bachelors,Jan31,1,Chronist,0.20478081611935275,1.0,0.7452255834668923,1,0,2,7,6,1,0.379,2,2026-06-19 03:13:35+00:00,3.01366701072929,3.7785263202975985,0.0,True,0.062079330850160104,0.6608943780086692,0.6984904920603803,0.10952100895249298,0.8158966651419112,0.8529700058811998,0.2774619355681892,0.05131891350279902,0.020605981397982965,0.2796401577032826,0.707399420592912,0.9262889629484415,0.04526345596723954,0.7581955607832886,5.700443573390687,0.16186368685878585
datausa-cashiers-bachelors|Mar02,datausa-cashiers-bachelors,Mar02,1,Chronist,0.32312093983608614,0.9999999999997655,0.5419083619271386,1,0,2,2,1,1,0.1,4,2026-06-19 16:09:19+00:00,1.9180437533228565,4.211278029014215,0.0,True,0.13967849441286023,0.737012350519506,0.32160360713585573,0.2464222701431092,0.5857674965693002,0.6691825132326995,0.1242893550284258,0.6154675553812978,0.046363458145461674,0.1291903548323858,0.09164869633405215,0.8341501666339933,0.10184277592628896,0.7059400117623995,6.1982555852130385,0.6141932954322682
datausa-cashiers-bachelors|Oct14,datausa-cashiers-bachelors,Oct14,1,Chronist,0.045080764223035794,0.9999999999033555,0.9062949856997911,1,0,2,2,2,1,0.048,4,2026-06-19 14:59:38+00:00,-0.41033221093790206,1.6549422572886296,0.0,True,0.13967849441286023,0.23701235051950598,0.8216036071358557,0.4964222701431092,0.33576749656930016,0.6691825132326995,0.1242893550284258,0.11546755538129778,0.29636345814546167,0.1291903548323858,0.09164869633405215,0.8341501666339933,0.351842775926289,0.7059400117623995,5.853035778923665,0.6141932954322682
datausa-cashiers-bachelors|Sep12,datausa-cashiers-bachelors,Sep12,1,Chronist,0.2914563706293982,0.9999999272826683,0.4461134928006923,1,0,2,6,3,1,7.054,4,2026-06-19 12:58:46+00:00,1.2961899457417312,2.742800484322908,0.0,True,0.19483924720643012,0.6185061752597529,0.41080180356792784,0.37321113507155457,0.4178837482846501,0.5845912566163497,0.0621446775142129,0.4327337776906489,0.023181729072730837,0.18959517741619292,0.2958243481670261,0.7920750833169967,0.1759213879631445,0.7279700058811998,5.5549162705035595,0.5570966477161341
datausa-cashiers-bachelors|Sep18,datausa-cashiers-bachelors,Sep18,0,Rufer,0.15218164677545906,0.9997723927075689,0.7440354411377921,1,2,1,16,8,1,7.436,3,2026-06-19 12:40:34+00:00,1.5282566560668427,-0.6824067966871172,0.0,False,0.47548410986952455,0.7748916334487791,0.4603563571413013,0.610316060031802,0.07461499923762226,0.3709294473850443,0.19428652333965016,0.19232612341806618,0.010302990698991482,0.25093118996275243,0.24258859918534492,0.9075889259186651,0.02263172798361977,0.49020889150275543,5.402636799103701,0.19204295454050405
datausa-cashiers-masters|Apr01,datausa-cashiers-masters,Apr01,0,Rufer,0.27840945617312257,0.8666629123380472,0.5334317644820759,0,2,1,22,9,1,16.836,4,2026-06-16 10:35:53+00:00,0.9525519892332202,-1.5977629625013519,0.0,True,0.52327974906881,0.6645020584199176,0.720267267855976,0.7494037116905182,0.13929458276155002,0.3615304188721166,0.22904822583807097,0.06091125923021629,0.04939390969091028,0.27153172580539764,0.09860811605567536,0.7640250277723322,0.016973795987714826,0.5759900019604,5.228427645283894,0.10236554923871137
datausa-cashiers-masters|Apr02,datausa-cashiers-masters,Apr02,1,Chronist,0.306209904060226,0.9999951580892662,0.43817777826207477,1,0,2,1,1,1,0.0,4,2026-06-17 04:36:34+00:00,1.3015267301783238,2.996058321301663,0.0,True,0.18623799255048032,0.6493498006926747,0.4288048095144743,0.3285630268574789,0.44768999542573357,0.5589100176435994,0.16571914003790106,0.48729007384173034,0.0618179441939489,0.17225380644318108,0.1221982617787362,0.7788668888453244,0.1357903679017186,0.6079200156831993,6.541029999189903,0.4855910605763576
datausa-cashiers-masters|Apr08,datausa-cashiers-masters,Apr08,1,Chronist,0.21478916442582288,0.9999999889649338,0.627802347115287,1,0,2,12,5,2,31.899,5,2026-06-17 03:24:21+00:00,2.318438114167594,2.1610517481805323,0.0,True,0.46847956983224576,0.5677178144341445,0.1633153163245302,0.49897779146945975,0.3816478561626572,0.5483378609236284,0.32122553000812165,0.5329907301089423,0.15610384518441764,0.3940543870949674,0.09761391323830061,0.8097571904668552,0.029097935978939702,0.630268574789257,6.016662555585246,0.38976951298064805
datausa-cashiers-masters|Apr10,datausa-cashiers-masters,Apr10,1,Chronist,0.24924899246169946,0.999999999999762,0.6151619554522251,1,0,2,2,1,1,0.509,4,2026-06-17 13:10:37+00:00,1.2052481601517726,3.2967545550511264,0.0,True,0.13967849441286023,0.487012350519506,0.32160360713585573,0.2464222701431092,0.33576749656930016,0.4191825132326995,0.3742893550284258,0.6154675553812978,0.29636345814546167,0.1291903548323858,0.34164869633405215,0.5841501666339933,0.10184277592628896,0.7059400117623995,6.325446536558198,0.3641932954322682
datausa-cashiers-masters|Dec02,datausa-cashiers-masters,Dec02,1,Chronist,0.2612981592951395,0.9999999994690967,0.6486648497005213,1,0,2,7,3,2,23.294,4,2026-06-17 02:41:22+00:00,0.47299277170018544,4.773865401398443,0.0,True,0.1731904419612712,0.327561044675336,0.25404604761593585,0.10952100895249298,0.7047855540308,0.7418588947700886,0.05523971334596702,0.38465224683613236,0.13171709250909408,0.1685290465921715,0.040732753926245396,0.8151778518373304,0.04526345596723954,0.5359733385610664,5.616771097666572,0.6063081313032304
datausa-cashiers-masters|Dec12,datausa-cashiers-masters,Dec12,1,Chronist,0.2613209785032078,1.0,0.6281837077478549,1,0,2,2,2,2,29.461,4,2026-06-17 15:14:23+00:00,3.436377763424832,3.1129845229204967,0.0,True,0.13967849441286023,0.737012350519506,0.5716036071358557,0.2464222701431092,0.5857674965693002,0.6691825132326995,0.6242893550284258,0.6154675553812978,0.046363458145461674,0.37919035483238583,0.34164869633405215,0.8341501666339933,0.10184277592628896,0.7059400117623995,6.686255896411522,0.6141932954322682
datausa-cashiers-masters|Dec17,datausa-cashiers-masters,Dec17,0,Rufer,0.20755451778280387,0.9929890585222457,0.6441600368214654,0,2,1,1,1,1,0.0,4,2026-06-17 05:26:04+00:00,0.9519518784743645,-0.7791472008504405,0.0,True,0.18623799255048032,0.6493498006926747,0.7621381428478076,0.6618963601908122,0.11435666209240018,0.5589100176435994,0.16571914003790106,0.15395674050839706,0.0618179441939489,0.5055871397765145,0.1221982617787362,0.7788668888453244,0.1357903679017186,0.6079200156831993,5.680172609017068,0.4855910605763576
datausa-cashiers-masters|Dec18,datausa-cashiers-masters,Dec18,2,Brueckenbauer,0.29132186728856063,0.9999218247270806,0.48530711471726085,2,1,0,5,5,2,0.268,1,2026-06-17 02:09:01+00:00,-2.7634694764807466,1.2313947677528643,0.0,True,0.07981628252163442,0.42114991458257484,0.6123449183633461,0.28366986865320526,0.19186714089674295,0.38239000756154257,0.07102248858767188,0.06598146021788445,0.026493404654549527,0.21668020276136332,0.05237068361945837,0.4766572380765676,0.486767300529308,0.4033942924356569,5.5053315359323625,0.20811045453272467
datausa-cashiers-masters|Dec21,datausa-cashiers-masters,Dec21,1,Chronist,0.19371160464213955,0.9999999999999751,0.6500477380890756,1,0,2,4,3,2,8.337,3,2026-06-17 02:22:10+00:00,1.9073456821044399,2.082553580184645,0.0,True,0.2597856629419068,0.6580082336796707,0.5477357380905704,0.49761484676207274,0.39051166437953344,0.7794550088217996,0.24952623668561721,0.24364503692086517,0.19757563876364112,0.08612690322159054,0.0610991308893681,0.8894334444226623,0.0678951839508593,0.8039600078415997,5.772618877218737,0.5761288636215122
datausa-cashiers-masters|Dec29,datausa-cashiers-masters,Dec29,2,Brueckenbauer,0.16062664733973586,0.9971102997117661,0.6846628884772602,1,1,0,7,4,1,3.619,0,2026-06-17 04:08:06+00:00,-2.227071443220429,0.3092025820206405,0.14285714285714285,False,0.062079330850160104,0.10533882245311377,0.8096016031714914,0.44285434228582626,0.1492299984752445,0.29741445032564423,0.05523971334596702,0.38465224683613236,0.13171709250909408,0.2796401577032826,0.1518438650373565,0.5929556296151082,0.2674856781894618,0.20264000522773312,5.424950017481403,0.16186368685878585
datausa-cashiers-masters|Feb02,datausa-cashiers-masters,Feb02,1,Chronist,-0.015145201778784975,0.9999999872524797,0.982668223661387,1,0,1,3,3,2,4.082,0,2026-06-17 03:39:17+00:00,-0.5726493330364134,0.829369460300631,0.0,True,0.11174279553028818,0.5896098804156048,0.6572828857086845,0.39713781611448734,0.2686139972554401,0.3353460105861596,0.4994314840227406,0.2923740443050382,0.03709076651636934,0.10335228386590864,0.07331895706724172,0.6673201333071946,0.2814742207410312,0.3647520094099196,5.87493073085203,0.09135463634581455
datausa-cashiers-masters|Feb07,datausa-cashiers-masters,Feb07,1,Chronist,0.07008955232607696,0.9999999533355652,0.8119194033308504,1,2,2,17,10,1,14.191,4,2026-06-17 02:37:46+00:00,1.3376008676226478,0.9720055932713613,0.0,False,0.13466915671849689,0.6814762843198959,0.5940218120286013,0.4202994252932861,0.28121420980406314,0.40403842383846306,0.18406091684808965,0.3927300116592206,0.27291862276746565,0.2377242852278707,0.17718919922822152,0.9650842456071564,0.021440584405534518,0.4644084235289262,5.521460917862246,0.23456700956468804
datausa-cashiers-masters|Feb13,datausa-cashiers-masters,Feb13,2,Brueckenbauer,0.14188452461952672,0.9969325997196425,0.7536786313440805,2,2,0,3,2,1,0.012,4,2026-06-20 17:46:49+00:00,-1.6546512266705207,1.1417291358911545,0.0,False,0.11174279553028818,0.3896098804156048,0.6572828857086845,0.19713781611448736,0.2686139972554401,0.3353460105861596,0.09943148402274063,0.2923740443050382,0.03709076651636934,0.10335228386590864,0.27331895706724174,0.4673201333071947,0.08147422074103117,0.3647520094099196,4.1588830833596715,0.29135463634581454
datausa-cashiers-masters|Feb20,datausa-cashiers-masters,Feb20,1,Chronist,0.3266261951733602,0.9999999921479663,0.5062699701103768,1,0,2,2,1,1,0.518,2,2026-06-19 12:35:28+00:00,1.004016567314895,3.95112002824422,0.0,True,0.13967849441286023,0.487012350519506,0.32160360713585573,0.2464222701431092,0.5857674965693002,0.6691825132326995,0.1242893550284258,0.36546755538129777,0.046363458145461674,0.1291903548323858,0.09164869633405215,0.8341501666339933,0.10184277592628896,0.7059400117623995,6.004267961464869,0.6141932954322682
datausa-cashiers-masters|Feb21,datausa-cashiers-masters,Feb21,1,Chronist,0.15607923930596165,0.9999999999314291,0.6600393348107951,1,0,2,7,5,3,10.729,4,2026-06-17 07:46:00+00:00,2.1829645092841474,1.4828125070818718,0.0,True,0.2843015530723823,0.7720054891197804,0.6984904920603803,0.33174323117471516,0.37145222069746675,0.5196366725478664,0.2774619355681892,0.49576335794724347,0.2428282036202052,0.3907512688143937,0.26295497614846763,0.8151778518373304,0.15637456707835065,0.6470844496721776,5.697093486505405,0.4951970201921192
datausa-cashiers-masters|Feb28,datausa-cashiers-masters,Feb28,2,Brueckenbauer,0.006944763319359545,0.9999999996658282,0.9894497053157109,1,0,2,8,7,2,57.411,5,2026-06-17 03:05:09+00:00,-0.7680686419931787,1.3663929550381957,0.0,False,0.45587139776514407,0.09480494020780239,0.7286414428543423,0.49856890805724363,0.33430699862772006,0.5676730052930797,0.049715742011370315,0.04618702215251912,0.21854538325818468,0.05167614193295432,0.23665947853362085,0.6336600666535974,0.2407371103705156,0.6823760047049598,5.440192041260071,0.5456773181729073
datausa-cashiers-masters|Jan02,datausa-cashiers-masters,Jan02,1,Chronist,0.32690501130131167,1.0,0.54701978056062,1,0,2,5,1,5,0.917,4,2026-06-19 14:44:47+00:00,2.717588050322742,4.171918858320732,0.0,True,0.07981628252163442,0.7068642002968605,0.18377348979191757,0.14081272579606238,0.6204385694681714,0.6681042932758282,0.35673677430195755,0.494552888789313,0.026493404654549527,0.3595373456185062,0.3380849693337441,0.9052286666479963,0.058195871957879404,0.6891085781499425,5.921578419643816,0.6366818831041533
datausa-cashiers-masters|Jan06,datausa-cashiers-masters,Jan06,1,Chronist,0.30387506386019,0.9999992853929132,0.40543857997390365,1,0,2,1,1,1,0.0,4,2026-06-21 01:48:15+00:00,1.0780058066166804,2.746226104599724,0.0,True,0.18623799255048032,0.6493498006926747,0.4288048095144743,0.3285630268574789,0.44768999542573357,0.5589100176435994,0.16571914003790106,0.48729007384173034,0.0618179441939489,0.17225380644318108,0.1221982617787362,0.7788668888453244,0.1357903679017186,0.6079200156831993,5.697093486505405,0.4855910605763576
datausa-cashiers-masters|Jan10,datausa-cashiers-masters,Jan10,1,Chronist,0.2467746318439621,0.9999999999983533,0.5673541398864823,1,0,2,1,1,1,0.0,2,2026-06-17 03:18:28+00:00,2.0923668016573624,2.36222346262617,0.0,True,0.5195713258838136,0.6493498006926747,0.4288048095144743,0.3285630268574789,0.44768999542573357,0.5589100176435994,0.49905247337123443,0.48729007384173034,0.0618179441939489,0.17225380644318108,0.1221982617787362,0.7788668888453244,0.1357903679017186,0.6079200156831993,6.300785794663244,0.4855910605763576
datausa-cashiers-masters|Jan12,datausa-cashiers-masters,Jan12,0,Rufer,0.2966743422383556,0.9768168425267022,0.4996134714570839,1,2,1,16,7,1,8.215,4,2026-06-16 11:23:39+00:00,1.350855055101217,-1.8814367906203742,0.0,False,0.2532618876473023,0.6082249667821125,0.9048008015857457,0.6658716155873576,0.13017055479317782,0.3709294473850443,0.3053976344507613,0.08121501230695506,0.06585854625454704,0.5287089677405301,0.24258859918534492,0.9075889259186651,0.07818728353917533,0.6013200026138665,5.2620320201306185,0.1364873989849485
datausa-cashiers-masters|Jan17,datausa-cashiers-masters,Jan17,1,Chronist,0.265083995546597,1.0,0.6232371394976708,1,0,2,5,1,1,1.27,4,2026-06-17 02:51:53+00:00,2.7952530347958766,3.336411082774234,0.0,True,0.07981628252163442,0.7068642002968605,0.18377348979191757,0.42652701151034805,0.47758142661102865,0.6681042932758282,0.21387963144481476,0.3516957459321702,0.16935054751169237,0.21668020276136332,0.6237992550480298,0.9052286666479963,0.058195871957879404,0.6891085781499425,5.648974238161206,0.4938247402470104
datausa-cashiers-masters|Jan19,datausa-cashiers-masters,Jan19,0,Rufer,0.1860861981238195,0.9901762533321283,0.6882004984174664,0,2,1,1,1,1,0.0,4,2026-06-17 06:07:27+00:00,0.976922743865775,-0.607471701328293,0.0,True,0.5195713258838136,0.6493498006926747,0.7621381428478076,0.6618963601908122,0.11435666209240018,0.5589100176435994,0.16571914003790106,0.15395674050839706,0.0618179441939489,0.17225380644318108,0.1221982617787362,0.7788668888453244,0.1357903679017186,0.6079200156831993,5.583496308781699,0.4855910605763576
datausa-cashiers-masters|Jul05,datausa-cashiers-masters,Jul05,2,Brueckenbauer,0.2672891362068933,0.9999999999999893,0.6895490517641333,2,1,0,20,18,1,651.33,0,2026-05-26 05:29:33+00:00,-5.791600346931866,2.5016063952693877,0.2,True,0.025396089893247317,0.043093154639910175,0.740291564933792,0.0902585945714744,0.28832136301260003,0.3034877296786726,0.02259806455062287,0.02099410097841778,0.4629751742082657,0.06894370087861561,0.016663399333464026,0.1062091212061806,0.7003350501684161,0.08289818395679992,5.577324619832261,0.020762417351321488
datausa-cashiers-masters|Jul08,datausa-cashiers-masters,Jul08,1,Chronist,0.18948346651510364,0.9999968857781185,0.5865846705888637,1,0,2,7,6,2,72.77,4,2026-06-16 11:53:02+00:00,0.7075711637880474,2.0349632788326866,0.0,True,0.062079330850160104,0.5497832668975582,0.47626826983815806,0.44285434228582626,0.26034110958635565,0.6307477836589775,0.05523971334596702,0.38465224683613236,0.13171709250909408,0.2796401577032826,0.26295497614846763,0.7040667407262193,0.15637456707835065,0.6470844496721776,5.652489180268651,0.3840859090810081
datausa-cashiers-masters|Jul09,datausa-cashiers-masters,Jul09,1,Chronist,0.17923163896004737,0.9999999999998259,0.7127271891474665,1,2,0,5,1,1,0.878,4,2026-06-17 07:59:40+00:00,0.25213812254932105,2.3852327094305004,0.0,False,0.07981628252163442,0.278292771725432,0.18377348979191757,0.5693841543674909,0.3347242837538858,0.6681042932758282,0.35673677430195755,0.2088386030750273,0.026493404654549527,0.07382305990422046,0.05237068361945837,0.7623715237908534,0.058195871957879404,0.6891085781499425,5.6131281063880705,0.35096759738986755
datausa-cashiers-masters|Jul23,datausa-cashiers-masters,Jul23,1,Chronist,0.17047585232655896,0.9999999835274275,0.6893821425394465,1,0,2,10,6,3,2.774,4,2026-06-17 05:54:55+00:00,0.03136244420533763,1.9470656726349997,0.0,True,0.21322616480428672,0.49567078350650196,0.4405345357119519,0.24880742338103637,0.36192249885643335,0.47306083774423313,0.45809645167614194,0.28848918512709926,0.015454486048487225,0.12639678494412862,0.03054956544468405,0.5280500555446644,0.03394759197542965,0.6519800039207998,5.384010862418624,0.4547310984774227
datausa-cashiers-masters|Jul24,datausa-cashiers-masters,Jul24,1,Chronist,0.10250196580922456,0.9999999999999609,0.796769428316561,1,0,2,2,2,1,0.071,4,2026-06-17 07:54:30+00:00,1.6689516778470646,1.1704152257651539,0.0,True,0.38967849441286023,0.737012350519506,0.5716036071358557,0.2464222701431092,0.33576749656930016,0.4191825132326995,0.6242893550284258,0.36546755538129777,0.046363458145461674,0.37919035483238583,0.09164869633405215,0.5841501666339933,0.10184277592628896,0.7059400117623995,6.221362273434588,0.3641932954322682
datausa-cashiers-masters|Jun07,datausa-cashiers-masters,Jun07,1,Chronist,0.06773742453747199,0.9999999999984226,0.8667088413641051,1,2,2,8,3,1,0.629,4,2026-06-17 01:55:42+00:00,0.7155666322087888,1.1795719283969317,0.0,False,0.15587139776514408,0.2948049402078024,0.32864144285434227,0.6985689080572437,0.23430699862772006,0.7676730052930798,0.14971574201137033,0.1461870221525191,0.01854538325818467,0.25167614193295434,0.03665947853362086,0.9336600666535974,0.040737110370515583,0.6823760047049598,5.332426986036609,0.4456773181729073
datausa-cashiers-masters|Jun09,datausa-cashiers-masters,Jun09,1,Chronist,0.27620932146039945,0.9999999999186819,0.6120993855409249,1,0,2,8,2,1,5.468,4,2026-06-17 03:13:16+00:00,0.8331316436575489,4.095949723009985,0.0,True,0.15587139776514408,0.3948049402078024,0.22864144285434226,0.19856890805724367,0.53430699862772,0.5676730052930797,0.049715742011370315,0.3461870221525191,0.3185453832581847,0.15167614193295434,0.23665947853362085,0.7336600666535974,0.040737110370515583,0.7823760047049598,5.5388664201945375,0.34567731817290726
datausa-cashiers-masters|Jun17,datausa-cashiers-masters,Jun17,2,Brueckenbauer,0.04770965047477882,0.9615327345726788,0.8684801611688046,0,2,0,2,2,1,0.046,3,2026-06-16 12:06:14+00:00,-1.3590713555376335,-0.10892954029572953,0.0,False,0.13967849441286023,0.487012350519506,0.5716036071358557,0.4964222701431092,0.08576749656930013,0.4191825132326995,0.1242893550284258,0.11546755538129778,0.046363458145461674,0.1291903548323858,0.09164869633405215,0.5841501666339933,0.10184277592628896,0.4559400117623995,4.394372940969068,0.3641932954322682
datausa-cashiers-masters|Jun20,datausa-cashiers-masters,Jun20,1,Chronist,0.09006978720298962,0.9999998865948883,0.7593674132813171,1,0,2,2,2,1,0.645,1,2026-06-19 11:51:32+00:00,1.1821802249363687,1.0595282414753393,0.0,True,0.38967849441286023,0.737012350519506,0.5716036071358557,0.4964222701431092,0.33576749656930016,0.4191825132326995,0.3742893550284258,0.36546755538129777,0.046363458145461674,0.1291903548323858,0.09164869633405215,0.5841501666339933,0.10184277592628896,0.7059400117623995,5.86058326184718,0.6141932954322682
datausa-cashiers-masters|Jun22,datausa-cashiers-masters,Jun22,1,Chronist,0.22156118084213927,1.0,0.6876881512457754,1,0,2,1,1,1,0.0,4,2026-06-17 13:05:27+00:00,1.8711734964768585,3.330644750765345,0.0,True,0.18623799255048032,0.3160164673593413,0.4288048095144743,0.3285630268574789,0.44768999542573357,0.5589100176435994,0.49905247337123443,0.48729007384173034,0.39515127752728224,0.17225380644318108,0.45553159511206953,0.7788668888453244,0.1357903679017186,0.6079200156831993,6.740519359606223,0.4855910605763576
datausa-cashiers-masters|Jun23,datausa-cashiers-masters,Jun23,1,Chronist,0.2719943390152729,1.0,0.631045417925372,1,0,2,5,2,1,10.076,4,2026-06-17 06:22:23+00:00,1.7890514250150298,4.154562420711623,0.0,True,0.22267342537877727,0.7068642002968605,0.18377348979191757,0.28366986865320526,0.47758142661102865,0.6681042932758282,0.35673677430195755,0.494552888789313,0.16935054751169237,0.07382305990422046,0.6237992550480298,0.4766572380765676,0.20105301481502227,0.6891085781499425,5.652489180268651,0.4938247402470104
datausa-cashiers-masters|Jun24,datausa-cashiers-masters,Jun24,1,Chronist,0.17686174432609333,0.9999999880218483,0.6300175526728797,1,0,2,2,2,1,0.401,4,2026-06-17 03:52:33+00:00,1.2961941538472266,1.818210916457814,0.0,True,0.38967849441286023,0.737012350519506,0.5716036071358557,0.2464222701431092,0.33576749656930016,0.4191825132326995,0.1242893550284258,0.36546755538129777,0.046363458145461674,0.1291903548323858,0.09164869633405215,0.8341501666339933,0.10184277592628896,0.7059400117623995,6.13372026023866,0.3641932954322682
