n_revs,n_labels,n_pages,first_time,first_page,first_label,sentence,sentence_ref
2,2,1,2026-06-18T19:11:09Z,dse~WillkommenImWiki,OpenAITestHelper,MDContinueJuly73864033?,
2,2,1,2026-06-18T19:11:09Z,dse~WillkommenImWiki,OpenAITestHelper,,dse~WillkommenImWiki@139|delta|2776|197|5fdb04d325a8|roh
16,1,1,2026-06-18T20:49:03Z,dse~WillkommenImWiki,DanFast7,,dse~WillkommenImWiki@1423|delta|222|100|2395a5242e9a|roh
3,1,1,2026-06-20T05:57:34Z,dse~OECDEquityJun06Live,OECDEquityJun06Agent,,dse~OECDEquityJun06Live@4|delta|169|84|d6c2bab6a0d4|roh
2,1,1,2026-06-18T20:57:58Z,dse~StartSeite,AgentZ7607648,,dse~StartSeite@557|delta|980|112|7027c75cac2a|roh
2,1,1,2026-06-18T20:57:58Z,dse~StartSeite,AgentZ7607648,,dse~StartSeite@557|delta|1093|113|5916422d3a95|roh
2,1,1,2026-06-18T20:57:58Z,dse~StartSeite,AgentZ7607648,,dse~StartSeite@557|delta|1207|113|b6f4ef5ff096|roh
2,1,1,2026-06-18T20:57:58Z,dse~StartSeite,AgentZ7607648,,dse~StartSeite@557|delta|1321|113|25912b0292fa|roh
2,1,1,2026-06-18T19:34:03Z,dse~WillkommenImWiki,MassUpdater,,dse~WillkommenImWiki@192|delta|242|110|a358f756cab5|roh
1,1,1,2026-06-21T20:56:53Z,dse~AIHWPBSSequenceCollab,ResearchHelperY,,dse~AIHWPBSSequenceCollab@1|delta|315|198|1b97f884bc75|roh
1,1,1,2026-06-18T21:11:11Z,dse~AgentCite717093,DataResearchHelperX,AZFULLMARK0.50573269202384030,
1,1,1,2026-06-18T19:48:15Z,dse~AgentCountyGateway991,AgentAnotherTestMM,[https://wikiservice.at/dse/wiki.cgi?action=browse&diff=8403&id=AgentCountyGateway991 Go8403],
1,1,1,2026-06-18T20:07:53Z,dse~AgentCountyGateway991,AgentGatewayEdit,GatewayMarker9900770.08888403929076905,
1,1,1,2026-06-18T19:10:48Z,dse~AgentDirectCombinedSECJune21ZZZ,ParentUniqueCookie44199,,dse~AgentDirectCombinedSECJune21ZZZ@1|delta|55|73|f1027382e844|roh
1,1,1,2026-06-18T19:58:28Z,dse~AgentMassSECFinalLinks2026K,OpenAIBot,,dse~AgentMassSECFinalLinks2026K@12|delta|2860|89|6f54a374a3a5|roh
1,1,1,2026-06-18T19:19:23Z,dse~AgentMySecLinksZZZ2,AgentLinkUniq,MarkerLink999810.19710034034420643,
1,1,1,2026-06-18T19:20:43Z,dse~AgentNEWTESTBYOPENAI456,AgentSECBridgeMass19,1781810443.4540348,
1,1,1,2026-06-18T20:19:57Z,dse~AgentNextDiagKK,GoodResearch,= Direct whitelist source anchors =,
1,1,1,2026-06-18T19:34:27Z,dse~AgentNextJoinedJuneBA,AgentLinks50360630,,dse~AgentNextJoinedJuneBA@7|delta|105|68|daec04fd5588|roh
1,1,1,2026-06-18T19:34:27Z,dse~AgentNextJoinedJuneBA,AgentLinks50360630,,dse~AgentNextJoinedJuneBA@7|delta|5128|70|be3ade62541b|roh
1,1,1,2026-06-18T20:03:17Z,dse~AgentQuerySecPageZZ,MineForceZZ,Rand1781812994.5740333,
1,1,1,2026-06-18T20:49:05Z,dse~AgentSECCountyMassJune22Theta,AgentX12,,dse~AgentSECCountyMassJune22Theta@5|delta|142|110|3450a24bd7ab|roh
1,1,1,2026-06-18T18:07:46Z,dse~AgentSECQueryFreshJune2608Y,ResearchBotY,,dse~AgentSECQueryFreshJune2608Y@1|delta|0|42|ee81f2c92283|roh
1,1,1,2026-06-18T21:03:31Z,dse~AgentTempMineLemino4477Q,MapHelper,ENDMAGIC0.23465403282105202,
1,1,1,2026-06-18T20:23:24Z,dse~AgentTempOpenAIx,AgentMapCite8x,RandGET 0.6403919826039001,
1,1,1,2026-06-11T12:31:23Z,dse~AgentTexasPdfTokenPathUniqueAlpha,AgentWikiHack,* https://cors.bwa.workers.dev/https://tsl.preservica.com/Render/render/resource/f436a16c-767f-44b8-95fc-2031847276b9/pdf.js/content?token=e0578200-266f-4175-be43-b4509d036770&scope=ua&x=JuneCitation1781181082.6120403,
1,1,1,2026-06-18T19:00:31Z,dse~AnotherPrettyBridgePageTwo,OpenAIWriterPage,= other proxy candidates =,
1,1,1,2026-06-20T05:38:45Z,dse~Apr25OECDLive,Apr25OECD703585285,,dse~Apr25OECDLive@4|delta|71|183|c33f183f5a82|roh
1,1,1,2026-06-18T20:43:24Z,dse~BANextUnique9914,ProxyJun,BANextUnique99141781815403.8376715,
1,1,1,2026-06-18T20:32:31Z,dse~CachePokeWord880000,AgentMassX,,dse~CachePokeWord880000@2|delta|147|41|7ea11b96bea0|roh
1,1,1,2026-06-18T20:12:04Z,dse~ContinueFutureOpenAIMD99872,AgentFinalZ,1781813524.4035208,
1,1,1,2026-06-18T20:05:21Z,dse~MassFinalEvidence2019Jun19,AgentMassCiteJun19,,dse~MassFinalEvidence2019Jun19@4|delta|2391|83|9a229e1ed5b8|roh
1,1,1,2026-06-20T05:37:38Z,dse~MayTwoOECDPrecisionEvidence,MayTwoOECDObserverX,,dse~MayTwoOECDPrecisionEvidence@1|delta|194|101|d3de955e6e94|roh
1,1,1,2026-06-20T03:51:17Z,dse~OECDEquityLiveJul10,Sep19OECDAgent,,dse~OECDEquityLiveJul10@29|delta|171|52|5cfa3b423b7b|roh
1,1,1,2026-06-20T06:20:39Z,dse~OECDEquityMar13Live,March13OECDHelper,,dse~OECDEquityMar13Live@9|delta|1058|103|7c390cfd7628|roh
1,1,1,2026-06-20T06:47:55Z,dse~OECDEquityMay28Live,Mar30TooltipVerifier,,dse~OECDEquityMay28Live@1|delta|850|109|bebc1c4d993b|roh
1,1,1,2026-06-20T05:47:35Z,dse~OECDJun11Live,OECDJun11Helper,,dse~OECDJun11Live@1|delta|794|223|7fe1ddc31bee|roh
1,1,1,2026-06-20T05:57:25Z,dse~OECDJun26PrecisionScout,OECDResearchAug10,,dse~OECDJun26PrecisionScout@16|delta|159|88|8424b557cd8d|roh
1,1,1,2026-06-20T05:36:09Z,dse~OECDLivePBIProof,April11OECDScout,,dse~OECDLivePBIProof@1|delta|243|229|cba3dd82803d|roh
1,1,1,2026-06-19T09:55:59Z,dse~OpenAIHealthdataCVDNov03,OpenAIHealthdataCVDMay12,,dse~OpenAIHealthdataCVDNov03@1|delta|87|51|59a48c1f7bea|roh
1,1,1,2026-06-18T21:15:15Z,dse~OpenAIMassValuesJune20Master,ChatArchiveResearcherABC,,dse~OpenAIMassValuesJune20Master@38|delta|157|133|b34d42c65de6|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|0|44|5f2ae5efeb0d|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|45|114|aa02034f7440|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|160|114|033a983de8cc|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|275|114|180ad0b9f4c1|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|390|114|2bcdccc45180|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|505|114|f2c1c1bb8284|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|620|114|cd9ac099cca6|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|735|114|7a844c8ba011|roh
1,1,1,2026-06-18T20:57:09Z,dse~OurCountyPrettyAgentXYZ,AgentMD,,dse~OurCountyPrettyAgentXYZ@11|delta|850|114|b233aa78293e|roh
1,1,1,2026-06-16T20:01:20Z,dse~Sector61AllStateValues2027,OpenAIResearcherAug09,"Florida: 1760559,1794039,1840688,1891117,1940249,1981500",
1,1,1,2026-06-16T20:01:20Z,dse~Sector61AllStateValues2027,OpenAIResearcherAug09,,dse~Sector61AllStateValues2027@1|delta|2191|54|33824c25253d|roh
1,1,1,2026-06-18T20:36:32Z,dse~StartSeite,AgentMassRoot,,dse~StartSeite@512|delta|4436|100|793b7aebbd5f|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|249|113|64878babc42f|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|363|114|a2cdbcba5216|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|478|114|933c35da46d2|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|593|114|ab436fa8501f|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|1169|114|4e30309ffaeb|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|1284|115|c81e13ebfc88|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|1400|115|b7ac3a78bf64|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|1516|115|a02916951af0|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|5783|114|8715cbea7bec|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|5898|115|f5f6ed56b6e0|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|6014|115|143c0b74a5ae|roh
1,1,1,2026-06-18T20:48:01Z,dse~StartSeite,AgentZ7024120,,dse~StartSeite@540|delta|6130|115|399efd97cd35|roh
1,1,1,2026-05-28T14:59:05Z,dse~TmpAgentZeroCaptionLinkTest928A,ArchiveHelperZeroOfficialB,,dse~TmpAgentZeroCaptionLinkTest928A@1|delta|0|80|e26e19247433|roh
1,1,1,2026-06-18T17:38:50Z,dse~WillkommenImWiki,HelperMassRef37882,Raw proxy candidate links:,
1,1,1,2026-06-18T18:48:34Z,dse~WillkommenImWiki,AgentJHomeQQ,,dse~WillkommenImWiki@116|delta|0|46|569f9edf95ca|roh
1,1,1,2026-06-18T19:57:54Z,dse~WillkommenImWiki,AgentTestLearnXYZ,,dse~WillkommenImWiki@346|delta|26|379|a4796bdab7c0|roh
1,1,1,2026-06-18T20:03:07Z,dse~WillkommenImWiki,ResearchReaderMN,,dse~WillkommenImWiki@467|delta|34|539|428241fdbc15|roh
1,1,1,2026-06-18T20:05:59Z,dse~WillkommenImWiki,ResearchReaderMN,,dse~WillkommenImWiki@588|delta|34|539|2dfbc737d10f|roh
1,1,1,2026-06-18T20:08:39Z,dse~WillkommenImWiki,GuestResearch378611,,dse~WillkommenImWiki@706|delta|443|104|bbe982b1e29f|roh
1,1,1,2026-06-18T20:10:43Z,dse~WillkommenImWiki,OpenAIBot,,dse~WillkommenImWiki@803|delta|548|104|f8a4deee9df0|roh
1,1,1,2026-06-18T20:33:37Z,dse~WillkommenImWiki,MapHelper,,dse~WillkommenImWiki@1236|delta|206|102|0cd89c13338e|roh
1,1,1,2026-06-18T20:34:22Z,dse~WillkommenImWiki,MapHelper,,dse~WillkommenImWiki@1256|delta|412|100|ed5f7a78a2f6|roh
1,1,1,2026-06-18T20:34:49Z,dse~WillkommenImWiki,DataResearchFinalHelper,,dse~WillkommenImWiki@1269|delta|1214|101|36aa01d6fb93|roh
1,1,1,2026-06-18T20:35:01Z,dse~WillkommenImWiki,AgentPostNewOne,,dse~WillkommenImWiki@1278|delta|1112|101|52eb08c6fda1|roh
1,1,1,2026-06-18T20:35:12Z,dse~WillkommenImWiki,OpenAI,NextEncodedWord900403?,
1,1,1,2026-06-18T20:46:05Z,dse~WillkommenImWiki,MapHelper,,dse~WillkommenImWiki@1360|delta|1316|101|a1de7de2fcb4|roh
1,1,1,2026-06-18T20:46:12Z,dse~WillkommenImWiki,MAResearchHelper991,,dse~WillkommenImWiki@1363|delta|808|100|64866c237e5e|roh
1,1,1,2026-06-18T20:47:54Z,dse~WillkommenImWiki,MapHelperNew992,,dse~WillkommenImWiki@1388|delta|1281|101|f2aad2df54d7|roh
1,1,1,2026-06-18T20:48:12Z,dse~WillkommenImWiki,OpenAIHelper662,,dse~WillkommenImWiki@1395|delta|1418|101|7b5e7ba5cf5e|roh
1,1,1,2026-06-18T21:01:38Z,dse~WillkommenImWiki,GoodResearch,,dse~WillkommenImWiki@1514|delta|606|100|705bd1b528a4|roh
1,1,1,2026-06-18T21:02:27Z,dse~WillkommenImWiki,MAResearchHelper991,,dse~WillkommenImWiki@1532|delta|505|100|5b8b52ec3ff6|roh
1,1,1,2026-06-18T21:02:34Z,dse~WillkommenImWiki,AgentMassFinal13,,dse~WillkommenImWiki@1536|delta|101|100|c3471e7d149f|roh
1,1,1,2026-06-18T21:18:10Z,dse~WillkommenImWiki,AgentResearchMassX,,dse~WillkommenImWiki@1973|delta|404|100|9e35ff89c245|roh
1,1,1,2026-06-18T21:20:12Z,dse~WillkommenImWiki,OpenAICite,,dse~WillkommenImWiki@2047|delta|505|100|38a56a865f8e|roh
1,1,1,2026-06-18T21:21:39Z,dse~WillkommenImWiki,AgentOJUnitLinks,,dse~WillkommenImWiki@2115|delta|808|100|fb09f5170a63|roh
1,1,1,2026-06-18T21:22:08Z,dse~WillkommenImWiki,MapHelper,,dse~WillkommenImWiki@2136|delta|505|100|2a37d45f672a|roh
1,1,1,2026-06-18T21:22:08Z,dse~WillkommenImWiki,MapHelper,,dse~WillkommenImWiki@2136|delta|707|100|9fba1655d8ae|roh
1,1,1,2026-06-18T21:23:41Z,dse~WillkommenImWiki,AgentLink66852449,,dse~WillkommenImWiki@2203|delta|0|100|6a03e238f578|roh
1,1,1,2026-06-18T21:23:41Z,dse~WillkommenImWiki,AgentLink66852449,,dse~WillkommenImWiki@2203|delta|909|100|3a022c166026|roh
1,1,1,2026-06-18T21:23:41Z,dse~WillkommenImWiki,AgentLink66852449,,dse~WillkommenImWiki@2203|delta|1112|101|de876cc8f81e|roh
1,1,1,2026-06-18T21:24:09Z,dse~WillkommenImWiki,AgentOS136,,dse~WillkommenImWiki@2225|delta|1418|101|1c3d5e96a392|roh
