kohorte,verstoesse
datausa-clothing-workforce|Jan10,
datausa-clothing-workforce|Jan12,
datausa-clothing-workforce|Jan14,
datausa-clothing-workforce|Jan17,
datausa-clothing-workforce|Jan28,
datausa-clothing-workforce|Jan29,
datausa-clothing-workforce|Jan30,
datausa-clothing-workforce|Jul01,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Jul02,
datausa-clothing-workforce|Jul03,
datausa-clothing-workforce|Jul09,
datausa-clothing-workforce|Jul11,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Jul13,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Jul14,
datausa-clothing-workforce|Jul15,
datausa-clothing-workforce|Jul18,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Jul19,
datausa-clothing-workforce|Jul21,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Jul23,
datausa-clothing-workforce|Jul26,
datausa-clothing-workforce|Jul27,
datausa-clothing-workforce|Jul28,
datausa-clothing-workforce|Jun05,
datausa-clothing-workforce|Jun11,
datausa-clothing-workforce|Jun23,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Jun24,
datausa-clothing-workforce|Jun28,
datausa-clothing-workforce|Jun30,
datausa-clothing-workforce|Mar04,
datausa-clothing-workforce|Mar09,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Mar14,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Mar19,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Mar29,
datausa-clothing-workforce|May03,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|May08,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|May11,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|May13,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|May15,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|May16,
datausa-clothing-workforce|May19,
datausa-clothing-workforce|May24,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|May27,
datausa-clothing-workforce|May31,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Nov07,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Nov08,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Nov09,
datausa-clothing-workforce|Nov11,
datausa-clothing-workforce|Nov13,
datausa-clothing-workforce|Nov17,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Nov21,Ueberleben_ohne_vorheriges_Ergebnis
datausa-clothing-workforce|Nov24,
datausa-clothing-workforce|Nov25,
datausa-clothing-workforce|Nov26,
datausa-clothing-workforce|Oct01,
datausa-clothing-workforce|Oct03,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Oct11,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Oct12,
datausa-clothing-workforce|Oct14,
datausa-clothing-workforce|Oct15,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Oct18,
datausa-clothing-workforce|Oct21,
datausa-clothing-workforce|Oct23,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Oct25,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep04,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep05,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep07,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep12,
datausa-clothing-workforce|Sep13,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep19,
datausa-clothing-workforce|Sep21,
datausa-clothing-workforce|Sep22,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep25,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep26,
datausa-clothing-workforce|Sep28,
datausa-clothing-workforce|Sep29,Bitte_ohne_eigenes_Ergebnis
datausa-clothing-workforce|Sep30,Bitte_ohne_eigenes_Ergebnis
datausa-construction-wage|Jul23,Bitte_ohne_eigenes_Ergebnis
datausa-construction-wage|Jun26,
datausa-construction-wage|May17,
datausa-construction-wage|Sep21,
datausa-construction-workforce|Apr02,
datausa-construction-workforce|Apr09,
datausa-construction-workforce|Apr12,
datausa-construction-workforce|Apr13,
datausa-construction-workforce|Apr18,
datausa-construction-workforce|Apr28,
datausa-construction-workforce|Apr30,
datausa-construction-workforce|Aug10,
datausa-construction-workforce|Aug11,
datausa-construction-workforce|Aug17,
datausa-construction-workforce|Aug21,
datausa-construction-workforce|Aug27,
datausa-construction-workforce|Dec03,
datausa-construction-workforce|Dec11,
datausa-construction-workforce|Dec14,
datausa-construction-workforce|Dec17,
datausa-construction-workforce|Dec23,
datausa-construction-workforce|Dec27,
datausa-construction-workforce|Dec30,
datausa-construction-workforce|Feb20,
datausa-construction-workforce|Feb23,
datausa-construction-workforce|Feb25,
datausa-construction-workforce|Feb26,
datausa-construction-workforce|Feb28,Bitte_ohne_eigenes_Ergebnis
datausa-construction-workforce|Jan01,Bitte_ohne_eigenes_Ergebnis
datausa-construction-workforce|Jan03,
datausa-construction-workforce|Jan05,
datausa-construction-workforce|Jan20,
datausa-construction-workforce|Jan21,
datausa-construction-workforce|Jul16,
datausa-construction-workforce|Jul19,
datausa-construction-workforce|Jul26,
datausa-construction-workforce|Jul27,Bitte_ohne_eigenes_Ergebnis
datausa-construction-workforce|Jul31,
datausa-construction-workforce|Jun03,
datausa-construction-workforce|Jun15,
datausa-construction-workforce|Jun20,Bitte_ohne_eigenes_Ergebnis
datausa-construction-workforce|Jun29,
datausa-construction-workforce|Mar06,
datausa-construction-workforce|Mar07,
datausa-construction-workforce|Mar08,Bitte_ohne_eigenes_Ergebnis
datausa-construction-workforce|Mar19,
datausa-construction-workforce|Mar23,
datausa-construction-workforce|May10,
datausa-construction-workforce|May15,
datausa-construction-workforce|May26,
datausa-construction-workforce|Nov05,Aktivitaet_nach_Abschied
datausa-construction-workforce|Nov08,
datausa-construction-workforce|Nov09,
datausa-construction-workforce|Nov18,
datausa-construction-workforce|Nov19,
datausa-construction-workforce|Nov25,Bitte_ohne_eigenes_Ergebnis
datausa-construction-workforce|Nov26,Bitte_ohne_eigenes_Ergebnis
datausa-construction-workforce|Oct07,
datausa-construction-workforce|Oct15,
datausa-construction-workforce|Oct18,
datausa-construction-workforce|Oct19,
datausa-construction-workforce|Oct20,
datausa-construction-workforce|Oct21,
datausa-construction-workforce|Sep11,
datausa-construction-workforce|Sep20,
datausa-elpaso-foreign-born|Jul23,
datausa-enrollment-asian|Dec10,
datausa-enrollment-asian|Dec14,Ueberleben_ohne_vorheriges_Ergebnis
datausa-enrollment-asian|Feb09,
datausa-enrollment-asian|Feb21,Bitte_ohne_eigenes_Ergebnis
datausa-enrollment-asian|Jan13,
datausa-enrollment-asian|Jan27,Ueberleben_ohne_vorheriges_Ergebnis
datausa-enrollment-asian|Jun21,
datausa-enrollment-asian|Mar31,
datausa-enrollment-asian|May22,
datausa-enrollment-asian|Oct02,
datausa-enrollment-asian|Sep09,Ueberleben_ohne_vorheriges_Ergebnis
datausa-enrollment-asian|Sep18,
datausa-enrollment-asian|Sep23,
datausa-finance-gender-gap|Apr11,
datausa-finance-gender-gap|Aug12,
datausa-finance-gender-gap|Aug27,
datausa-finance-gender-gap|Feb02,Bitte_ohne_eigenes_Ergebnis
datausa-finance-gender-gap|Jan04,
datausa-finance-gender-gap|Jan11,Bitte_ohne_eigenes_Ergebnis
datausa-finance-gender-gap|Jan13,Bitte_ohne_eigenes_Ergebnis
datausa-finance-gender-gap|Jan22,Bitte_ohne_eigenes_Ergebnis
datausa-finance-gender-gap|Jul07,Ueberleben_ohne_vorheriges_Ergebnis
datausa-finance-gender-gap|Mar26,Ueberleben_ohne_vorheriges_Ergebnis
datausa-finance-gender-gap|Mar28,
datausa-finance-gender-gap|Mar30,
datausa-finance-gender-gap|May22,
datausa-finance-gender-gap|May27,
datausa-finance-gender-gap|Nov01,Bitte_ohne_eigenes_Ergebnis
datausa-finance-gender-gap|Nov19,
datausa-finance-gender-gap|Oct01,
datausa-finance-gender-gap|Oct12,
datausa-grocery-workforce|Apr04,
datausa-grocery-workforce|Apr10,
datausa-grocery-workforce|Apr14,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Apr20,
datausa-grocery-workforce|Apr21,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Apr22,
datausa-grocery-workforce|Apr27,
datausa-grocery-workforce|Aug02,
datausa-grocery-workforce|Aug03,
datausa-grocery-workforce|Aug09,
datausa-grocery-workforce|Aug14,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Aug19,
datausa-grocery-workforce|Aug24,
datausa-grocery-workforce|Aug25,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Aug26,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Aug27,Ueberleben_ohne_vorheriges_Ergebnis
datausa-grocery-workforce|Aug29,
datausa-grocery-workforce|Dec05,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Dec07,
datausa-grocery-workforce|Dec09,
datausa-grocery-workforce|Dec15,
datausa-grocery-workforce|Dec20,
datausa-grocery-workforce|Feb04,
datausa-grocery-workforce|Feb09,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Feb15,
datausa-grocery-workforce|Feb18,
datausa-grocery-workforce|Feb20,
datausa-grocery-workforce|Feb21,
datausa-grocery-workforce|Feb28,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Jan08,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Jan09,
datausa-grocery-workforce|Jan16,
datausa-grocery-workforce|Jan30,
datausa-grocery-workforce|Jan31,
datausa-grocery-workforce|Jul09,
datausa-grocery-workforce|Jul10,
datausa-grocery-workforce|Jul12,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Jul14,
datausa-grocery-workforce|Jul17,
datausa-grocery-workforce|Jul24,
datausa-grocery-workforce|Jul28,
datausa-grocery-workforce|Jul30,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Jun01,
datausa-grocery-workforce|Jun10,
datausa-grocery-workforce|Jun15,
datausa-grocery-workforce|Mar06,
datausa-grocery-workforce|Mar07,
datausa-grocery-workforce|Mar09,
datausa-grocery-workforce|Mar13,
datausa-grocery-workforce|Mar19,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Mar23,
datausa-grocery-workforce|Mar25,
datausa-grocery-workforce|Mar26,
datausa-grocery-workforce|Mar28,
datausa-grocery-workforce|May09,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|May15,
datausa-grocery-workforce|May17,
datausa-grocery-workforce|May18,
datausa-grocery-workforce|May21,
datausa-grocery-workforce|May25,
datausa-grocery-workforce|May31,
datausa-grocery-workforce|Nov05,
datausa-grocery-workforce|Nov08,
datausa-grocery-workforce|Nov11,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Nov15,
datausa-grocery-workforce|Nov22,
datausa-grocery-workforce|Nov26,
datausa-grocery-workforce|Nov29,
datausa-grocery-workforce|Nov30,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Oct01,
datausa-grocery-workforce|Oct12,
datausa-grocery-workforce|Oct20,
datausa-grocery-workforce|Oct25,
datausa-grocery-workforce|Oct27,
datausa-grocery-workforce|Oct28,
datausa-grocery-workforce|Sep01,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Sep21,Bitte_ohne_eigenes_Ergebnis
datausa-grocery-workforce|Sep24,
datausa-ivy-tuition|Aug12,Bitte_ohne_eigenes_Ergebnis
datausa-ivy-tuition|Feb22,Bitte_ohne_eigenes_Ergebnis
datausa-ivy-tuition|Jul08,Bitte_ohne_eigenes_Ergebnis
datausa-ivy-tuition|Jun19,
datausa-ivy-tuition|Jun22,
datausa-ivy-tuition|Jun23,
datausa-ivy-tuition|Mar03,
datausa-ivy-tuition|Nov11,
datausa-ivy-tuition|Nov18,
datausa-ivy-tuition|Sep30,Bitte_ohne_eigenes_Ergebnis
datausa-language-french|Apr08,
datausa-language-french|Apr10,
datausa-language-french|Apr18,
datausa-language-french|Apr19,Bitte_ohne_eigenes_Ergebnis
datausa-language-french|Aug03,
datausa-language-french|Aug12,
datausa-language-french|Dec03,
datausa-language-french|Dec14,
datausa-language-french|Feb17,
datausa-language-french|Feb27,
datausa-language-french|Jan23,
datausa-language-french|Jan27,
datausa-language-french|Jul01,
datausa-language-french|Jul14,
datausa-language-french|Jul17,
datausa-language-french|Jun01,
datausa-language-french|Jun13,
datausa-language-french|Jun27,Bitte_ohne_eigenes_Ergebnis
datausa-language-french|Mar21,
datausa-language-french|May08,
datausa-language-french|May15,
datausa-language-french|May24,
datausa-language-french|Nov01,
datausa-language-french|Nov11,Bitte_ohne_eigenes_Ergebnis
datausa-language-french|Nov12,
datausa-language-french|Nov14,
datausa-language-french|Nov24,
datausa-language-french|Nov30,
datausa-language-french|Oct13,Bitte_ohne_eigenes_Ergebnis
datausa-language-french|Oct20,
datausa-language-french|Oct21,
datausa-language-french|Oct23,
datausa-language-french|Oct29,
datausa-language-french|Sep01,
datausa-language-french|Sep03,
datausa-language-french|Sep05,Bitte_ohne_eigenes_Ergebnis
datausa-language-french|Sep08,
datausa-language-french|Sep10,Ueberleben_ohne_vorheriges_Ergebnis
datausa-language-french|Sep13,
datausa-language-french|Sep15,
datausa-language-french|Sep17,
datausa-language-french|Sep18,
datausa-language-french|Sep23,
datausa-language-french|Sep26,
datausa-language-french|Sep29,
datausa-maids-wage|Apr15,
datausa-maids-wage|Apr17,
datausa-maids-wage|Aug11,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Aug22,
datausa-maids-wage|Dec03,
datausa-maids-wage|Dec22,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Dec27,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Dec30,
datausa-maids-wage|Feb02,
datausa-maids-wage|Feb14,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Feb29,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Jan12,
datausa-maids-wage|Jul07,
datausa-maids-wage|Jul08,
datausa-maids-wage|Jul17,
datausa-maids-wage|Jul29,
datausa-maids-wage|Jun18,
datausa-maids-wage|Mar03,
datausa-maids-wage|Mar22,
datausa-maids-wage|May03,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|May31,
datausa-maids-wage|Nov17,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Nov22,
datausa-maids-wage|Oct06,
datausa-maids-wage|Oct11,
datausa-maids-wage|Oct16,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Oct21,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Oct30,
datausa-maids-wage|Sep02,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Sep18,
datausa-maids-wage|Sep20,
datausa-maids-wage|Sep21,Bitte_ohne_eigenes_Ergebnis
datausa-maids-wage|Sep24,Bitte_ohne_eigenes_Ergebnis
datausa-occupation-salary-61-62|Apr01,
datausa-occupation-salary-61-62|Apr10,
datausa-occupation-salary-61-62|Apr30,
datausa-occupation-salary-61-62|Aug07,Bitte_ohne_eigenes_Ergebnis
datausa-occupation-salary-61-62|Aug09,
datausa-occupation-salary-61-62|Aug14,
datausa-occupation-salary-61-62|Feb17,
datausa-occupation-salary-61-62|Jul09,
datausa-occupation-salary-61-62|Jul18,
datausa-occupation-salary-61-62|Jun03,
datausa-occupation-salary-61-62|Jun19,
datausa-occupation-salary-61-62|Mar14,Bitte_ohne_eigenes_Ergebnis
datausa-occupation-salary-61-62|Mar19,
datausa-occupation-salary-61-62|Mar30,
datausa-occupation-salary-61-62|May25,Ueberleben_ohne_vorheriges_Ergebnis
datausa-occupation-salary-61-62|Nov05,
datausa-occupation-salary-61-62|Oct24,
datausa-occupation-salary-61-62|Sep04,Bitte_ohne_eigenes_Ergebnis
datausa-police-wage-age|Apr09,
datausa-police-wage-age|Aug02,
datausa-police-wage-age|Aug23,
datausa-police-wage-age|Dec07,
datausa-police-wage-age|Dec21,
datausa-police-wage-age|Dec22,
datausa-police-wage-age|Dec23,
datausa-police-wage-age|Dec28,
datausa-police-wage-age|Jan06,
datausa-police-wage-age|Jan21,
datausa-police-wage-age|Jan27,
datausa-police-wage-age|Jul03,Ueberleben_ohne_vorheriges_Ergebnis
datausa-police-wage-age|Jul31,
datausa-police-wage-age|Mar10,
datausa-police-wage-age|Mar13,
datausa-police-wage-age|Mar31,
datausa-police-wage-age|May08,
datausa-police-wage-age|May09,
datausa-police-wage-age|May11,
datausa-police-wage-age|Nov09,
datausa-police-wage-age|Nov23,
datausa-police-wage-age|Oct23,
datausa-police-wage-age|Oct28,
datausa-poverty-county|Apr03,
datausa-poverty-county|Apr27,
datausa-poverty-county|Aug01,
datausa-poverty-county|Aug06,
datausa-poverty-county|Aug11,Bitte_ohne_eigenes_Ergebnis
datausa-poverty-county|Aug18,
datausa-poverty-county|Aug25,
datausa-poverty-county|Dec09,
datausa-poverty-county|Dec21,
datausa-poverty-county|Feb02,
datausa-poverty-county|Feb11,
datausa-poverty-county|Feb12,
datausa-poverty-county|Jan09,
datausa-poverty-county|Jan12,Bitte_ohne_eigenes_Ergebnis
datausa-poverty-county|Jan14,
datausa-poverty-county|Jan27,
datausa-poverty-county|Jul14,Bitte_ohne_eigenes_Ergebnis
datausa-poverty-county|Jun03,
datausa-poverty-county|Jun10,
datausa-poverty-county|Mar06,
datausa-poverty-county|Mar18,
datausa-poverty-county|Mar22,
datausa-poverty-county|May22,
datausa-poverty-county|May24,
datausa-poverty-county|Nov18,
datausa-poverty-county|Nov26,
datausa-poverty-county|Oct25,Bitte_ohne_eigenes_Ergebnis
datausa-poverty-county|Sep13,
datausa-poverty-county|Sep15,
datausa-poverty-county|Sep22,
datausa-poverty-county|Sep26,
datausa-poverty-state|Aug17,
datausa-poverty-state|Feb03,Bitte_ohne_eigenes_Ergebnis
datausa-poverty-state|Feb10,
datausa-poverty-state|Jul01,
datausa-poverty-state|Jul03,Bitte_ohne_eigenes_Ergebnis
datausa-poverty-state|Jul26,Bitte_ohne_eigenes_Ergebnis
datausa-poverty-state|Jun18,
datausa-poverty-state|Jun22,
datausa-poverty-state|Jun25,
datausa-poverty-state|Mar23,
datausa-poverty-state|May01,
datausa-poverty-state|May25,Ueberleben_ohne_vorheriges_Ergebnis
datausa-poverty-state|Oct11,
datausa-production-share|Aug21,
datausa-production-share|Feb19,Ueberleben_ohne_vorheriges_Ergebnis
datausa-production-share|Jul08,Ueberleben_ohne_vorheriges_Ergebnis
datausa-production-share|Mar20,
datausa-sector61-state|Apr10,
datausa-sector61-state|Apr17,
datausa-sector61-state|Apr19,
datausa-sector61-state|Apr22,
datausa-sector61-state|Apr24,
datausa-sector61-state|Aug07,
datausa-sector61-state|Aug18,Ueberleben_ohne_vorheriges_Ergebnis;Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Aug20,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Aug21,
datausa-sector61-state|Aug23,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Aug24,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Aug25,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Aug27,
datausa-sector61-state|Dec05,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Dec17,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Dec18,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Dec21,
datausa-sector61-state|Dec24,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Dec25,
datausa-sector61-state|Dec27,
datausa-sector61-state|Feb11,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Feb12,
datausa-sector61-state|Feb16,
datausa-sector61-state|Feb25,Ueberleben_ohne_vorheriges_Ergebnis;Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Feb27,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jan01,
datausa-sector61-state|Jan07,
datausa-sector61-state|Jan18,
datausa-sector61-state|Jan22,
datausa-sector61-state|Jan25,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jan29,
datausa-sector61-state|Jan31,
datausa-sector61-state|Jul03,
datausa-sector61-state|Jul11,
datausa-sector61-state|Jul13,
datausa-sector61-state|Jul14,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jul16,
datausa-sector61-state|Jul20,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jul21,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jul26,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jun03,
datausa-sector61-state|Jun06,
datausa-sector61-state|Jun07,
datausa-sector61-state|Jun10,
datausa-sector61-state|Jun11,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jun15,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jun19,
datausa-sector61-state|Jun20,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Jun25,
datausa-sector61-state|Jun27,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Mar03,
datausa-sector61-state|Mar12,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Mar16,
datausa-sector61-state|Mar19,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Mar20,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Mar21,
datausa-sector61-state|Mar28,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|May01,
datausa-sector61-state|May02,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|May07,
datausa-sector61-state|May11,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|May13,
datausa-sector61-state|May16,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|May17,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|May24,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|May31,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Nov11,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Nov16,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Nov18,
datausa-sector61-state|Nov19,
datausa-sector61-state|Nov26,
datausa-sector61-state|Nov27,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Oct10,
datausa-sector61-state|Oct15,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Oct17,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Oct21,
datausa-sector61-state|Oct25,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Oct26,
datausa-sector61-state|Oct27,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Sep01,Bitte_ohne_eigenes_Ergebnis
datausa-sector61-state|Sep03,
