variante,merkmal,f,n,exp_ad,exp_noad,noexp_ad,noexp_noad,anteil_exponiert,anteil_uebernommen,adoption_wenn_exponiert,adoption_wenn_nicht_exponiert,anteil_ohne_sichtbare_quelle
seite,runde,2026-06-20 12:00:00+00:00,11,6,0,3,2,54.54545454545454,81.81818181818183,100.0,60.0,33.33333333333333
seite,cohort,2026-06-20 12:00:00+00:00,11,3,1,4,3,36.36363636363637,63.63636363636363,75.0,57.14285714285714,57.14285714285714
seite,meldeformat,2026-06-20 12:00:00+00:00,11,5,0,4,2,45.45454545454545,81.81818181818183,100.0,66.66666666666666,44.44444444444444
seite,sig_endzeile,2026-06-20 12:00:00+00:00,11,5,0,6,0,45.45454545454545,100.0,100.0,100.0,54.54545454545454
seite,please_relay,2026-06-20 12:00:00+00:00,11,3,2,1,5,45.45454545454545,36.36363636363637,60.0,16.666666666666664,25.0
seite,runde,2026-06-20 18:00:00+00:00,9,6,0,3,0,66.66666666666666,100.0,100.0,100.0,33.33333333333333
seite,cohort,2026-06-20 18:00:00+00:00,9,5,1,1,2,66.66666666666666,66.66666666666666,83.33333333333334,33.33333333333333,16.666666666666664
seite,meldeformat,2026-06-20 18:00:00+00:00,9,5,1,3,0,66.66666666666666,88.88888888888889,83.33333333333334,100.0,37.5
seite,sig_endzeile,2026-06-20 18:00:00+00:00,9,5,1,3,0,66.66666666666666,88.88888888888889,83.33333333333334,100.0,37.5
seite,please_relay,2026-06-20 18:00:00+00:00,9,6,1,2,0,77.77777777777779,88.88888888888889,85.71428571428571,100.0,25.0
seite,runde,2026-06-21 00:00:00+00:00,33,15,0,6,12,45.45454545454545,63.63636363636363,100.0,33.33333333333333,28.57142857142857
seite,cohort,2026-06-21 00:00:00+00:00,33,9,7,5,12,48.484848484848484,42.42424242424242,56.25,29.411764705882355,35.714285714285715
seite,meldeformat,2026-06-21 00:00:00+00:00,33,14,0,7,12,42.42424242424242,63.63636363636363,100.0,36.84210526315789,33.33333333333333
seite,sig_endzeile,2026-06-21 00:00:00+00:00,33,15,0,11,7,45.45454545454545,78.78787878787878,100.0,61.111111111111114,42.30769230769231
seite,please_relay,2026-06-21 00:00:00+00:00,33,10,4,7,12,42.42424242424242,51.515151515151516,71.42857142857143,36.84210526315789,41.17647058823529
seite,runde,2026-06-21 06:00:00+00:00,44,20,1,15,8,47.72727272727273,79.54545454545455,95.23809523809523,65.21739130434783,42.857142857142854
seite,cohort,2026-06-21 06:00:00+00:00,44,7,14,10,13,47.72727272727273,38.63636363636363,33.33333333333333,43.47826086956522,58.82352941176471
seite,meldeformat,2026-06-21 06:00:00+00:00,44,19,2,13,10,47.72727272727273,72.72727272727273,90.47619047619048,56.52173913043478,40.625
seite,sig_endzeile,2026-06-21 06:00:00+00:00,44,20,1,16,7,47.72727272727273,81.81818181818183,95.23809523809523,69.56521739130434,44.44444444444444
seite,please_relay,2026-06-21 06:00:00+00:00,44,5,15,11,13,45.45454545454545,36.36363636363637,25.0,45.83333333333333,68.75
seite,runde,2026-06-21 12:00:00+00:00,28,14,0,8,6,50.0,78.57142857142857,100.0,57.14285714285714,36.36363636363637
seite,cohort,2026-06-21 12:00:00+00:00,28,12,3,8,5,53.57142857142857,71.42857142857143,80.0,61.53846153846154,40.0
seite,meldeformat,2026-06-21 12:00:00+00:00,28,13,2,8,5,53.57142857142857,75.0,86.66666666666667,61.53846153846154,38.095238095238095
seite,sig_endzeile,2026-06-21 12:00:00+00:00,28,14,1,9,4,53.57142857142857,82.14285714285714,93.33333333333333,69.23076923076923,39.130434782608695
seite,please_relay,2026-06-21 12:00:00+00:00,28,9,6,2,11,53.57142857142857,39.285714285714285,60.0,15.384615384615385,18.181818181818183
seite,runde,2026-06-21 18:00:00+00:00,46,29,2,8,7,67.3913043478261,80.43478260869566,93.54838709677419,53.333333333333336,21.62162162162162
seite,cohort,2026-06-21 18:00:00+00:00,46,19,12,5,10,67.3913043478261,52.17391304347826,61.29032258064516,33.33333333333333,20.833333333333336
seite,meldeformat,2026-06-21 18:00:00+00:00,46,21,9,7,9,65.21739130434783,60.86956521739131,70.0,43.75,25.0
seite,sig_endzeile,2026-06-21 18:00:00+00:00,46,24,7,10,5,67.3913043478261,73.91304347826086,77.41935483870968,66.66666666666666,29.411764705882355
seite,please_relay,2026-06-21 18:00:00+00:00,46,16,14,7,9,65.21739130434783,50.0,53.333333333333336,43.75,30.434782608695656
seite,runde,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite,cohort,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite,meldeformat,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite,sig_endzeile,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite,please_relay,2026-06-22 00:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite,runde,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite,cohort,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite,meldeformat,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite,sig_endzeile,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite,please_relay,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite_ohne_infraseiten,runde,2026-06-16 06:00:00+00:00,39,0,0,0,39,0.0,0.0,,0.0,
seite_ohne_infraseiten,cohort,2026-06-16 06:00:00+00:00,39,0,2,0,37,5.128205128205128,0.0,0.0,0.0,
seite_ohne_infraseiten,meldeformat,2026-06-16 06:00:00+00:00,39,0,2,0,37,5.128205128205128,0.0,0.0,0.0,
seite_ohne_infraseiten,sig_endzeile,2026-06-16 06:00:00+00:00,39,9,2,4,24,28.205128205128204,33.33333333333333,81.81818181818183,14.285714285714285,30.76923076923077
seite_ohne_infraseiten,please_relay,2026-06-16 06:00:00+00:00,39,5,7,7,20,30.76923076923077,30.76923076923077,41.66666666666667,25.925925925925924,58.333333333333336
seite_ohne_infraseiten,runde,2026-06-16 12:00:00+00:00,6,1,0,0,5,16.666666666666664,16.666666666666664,100.0,0.0,0.0
seite_ohne_infraseiten,cohort,2026-06-16 12:00:00+00:00,6,1,0,1,4,16.666666666666664,33.33333333333333,100.0,20.0,50.0
seite_ohne_infraseiten,meldeformat,2026-06-16 12:00:00+00:00,6,1,0,1,4,16.666666666666664,33.33333333333333,100.0,20.0,50.0
seite_ohne_infraseiten,sig_endzeile,2026-06-16 12:00:00+00:00,6,2,0,1,3,33.33333333333333,50.0,100.0,25.0,33.33333333333333
seite_ohne_infraseiten,please_relay,2026-06-16 12:00:00+00:00,6,1,1,1,3,33.33333333333333,33.33333333333333,50.0,25.0,50.0
seite_ohne_infraseiten,runde,2026-06-16 18:00:00+00:00,409,93,25,29,262,28.850855745721272,29.82885085574572,78.8135593220339,9.965635738831615,23.770491803278688
seite_ohne_infraseiten,cohort,2026-06-16 18:00:00+00:00,409,130,67,60,152,48.16625916870416,46.454767726161364,65.98984771573603,28.30188679245283,31.57894736842105
seite_ohne_infraseiten,meldeformat,2026-06-16 18:00:00+00:00,409,108,94,60,147,49.38875305623472,41.075794621026894,53.46534653465347,28.985507246376812,35.714285714285715
seite_ohne_infraseiten,sig_endzeile,2026-06-16 18:00:00+00:00,409,165,44,77,123,51.1002444987775,59.168704156479215,78.94736842105263,38.5,31.818181818181817
seite_ohne_infraseiten,please_relay,2026-06-16 18:00:00+00:00,409,137,65,57,150,49.38875305623472,47.43276283618582,67.82178217821783,27.536231884057973,29.381443298969074
seite_ohne_infraseiten,runde,2026-06-17 00:00:00+00:00,127,63,1,34,29,50.39370078740157,76.37795275590551,98.4375,53.96825396825397,35.051546391752574
seite_ohne_infraseiten,cohort,2026-06-17 00:00:00+00:00,127,33,32,27,35,51.181102362204726,47.24409448818898,50.76923076923077,43.54838709677419,45.0
seite_ohne_infraseiten,meldeformat,2026-06-17 00:00:00+00:00,127,48,15,30,34,49.60629921259843,61.417322834645674,76.19047619047619,46.875,38.46153846153847
seite_ohne_infraseiten,sig_endzeile,2026-06-17 00:00:00+00:00,127,58,7,38,24,51.181102362204726,75.59055118110236,89.23076923076924,61.29032258064516,39.58333333333333
seite_ohne_infraseiten,please_relay,2026-06-17 00:00:00+00:00,127,32,29,29,37,48.031496062992126,48.031496062992126,52.459016393442624,43.93939393939394,47.540983606557376
seite_ohne_infraseiten,runde,2026-06-17 06:00:00+00:00,48,24,0,13,11,50.0,77.08333333333334,100.0,54.166666666666664,35.13513513513514
seite_ohne_infraseiten,cohort,2026-06-17 06:00:00+00:00,48,11,12,15,10,47.91666666666667,54.166666666666664,47.82608695652174,60.0,57.692307692307686
seite_ohne_infraseiten,meldeformat,2026-06-17 06:00:00+00:00,48,21,3,15,9,50.0,75.0,87.5,62.5,41.66666666666667
seite_ohne_infraseiten,sig_endzeile,2026-06-17 06:00:00+00:00,48,23,1,18,6,50.0,85.41666666666666,95.83333333333334,75.0,43.90243902439025
seite_ohne_infraseiten,please_relay,2026-06-17 06:00:00+00:00,48,15,6,14,13,43.75,60.416666666666664,71.42857142857143,51.85185185185185,48.275862068965516
seite_ohne_infraseiten,runde,2026-06-17 12:00:00+00:00,40,11,0,17,12,27.500000000000004,70.0,100.0,58.620689655172406,60.71428571428571
seite_ohne_infraseiten,cohort,2026-06-17 12:00:00+00:00,40,8,3,13,16,27.500000000000004,52.5,72.72727272727273,44.827586206896555,61.904761904761905
seite_ohne_infraseiten,meldeformat,2026-06-17 12:00:00+00:00,40,10,1,17,12,27.500000000000004,67.5,90.9090909090909,58.620689655172406,62.96296296296296
seite_ohne_infraseiten,sig_endzeile,2026-06-17 12:00:00+00:00,40,11,1,17,11,30.0,70.0,91.66666666666666,60.71428571428571,60.71428571428571
seite_ohne_infraseiten,please_relay,2026-06-17 12:00:00+00:00,40,6,5,14,15,27.500000000000004,50.0,54.54545454545454,48.275862068965516,70.0
seite_ohne_infraseiten,runde,2026-06-17 18:00:00+00:00,23,10,2,9,2,52.17391304347826,82.6086956521739,83.33333333333334,81.81818181818183,47.368421052631575
seite_ohne_infraseiten,cohort,2026-06-17 18:00:00+00:00,23,4,5,7,7,39.130434782608695,47.82608695652174,44.44444444444444,50.0,63.63636363636363
seite_ohne_infraseiten,meldeformat,2026-06-17 18:00:00+00:00,23,9,4,9,1,56.52173913043478,78.26086956521739,69.23076923076923,90.0,50.0
seite_ohne_infraseiten,sig_endzeile,2026-06-17 18:00:00+00:00,23,10,3,10,0,56.52173913043478,86.95652173913044,76.92307692307693,100.0,50.0
seite_ohne_infraseiten,please_relay,2026-06-17 18:00:00+00:00,23,7,5,10,1,52.17391304347826,73.91304347826086,58.333333333333336,90.9090909090909,58.82352941176471
seite_ohne_infraseiten,runde,2026-06-18 00:00:00+00:00,8,3,0,3,2,37.5,75.0,100.0,60.0,50.0
seite_ohne_infraseiten,cohort,2026-06-18 00:00:00+00:00,8,2,1,3,2,37.5,62.5,66.66666666666666,60.0,60.0
seite_ohne_infraseiten,meldeformat,2026-06-18 00:00:00+00:00,8,3,0,3,2,37.5,75.0,100.0,60.0,50.0
seite_ohne_infraseiten,sig_endzeile,2026-06-18 00:00:00+00:00,8,3,0,4,1,37.5,87.5,100.0,80.0,57.14285714285714
seite_ohne_infraseiten,please_relay,2026-06-18 00:00:00+00:00,8,2,1,1,4,37.5,37.5,66.66666666666666,20.0,33.33333333333333
seite_ohne_infraseiten,runde,2026-06-18 06:00:00+00:00,8,4,1,3,0,62.5,87.5,80.0,100.0,42.857142857142854
seite_ohne_infraseiten,cohort,2026-06-18 06:00:00+00:00,8,1,4,0,3,62.5,12.5,20.0,0.0,0.0
seite_ohne_infraseiten,meldeformat,2026-06-18 06:00:00+00:00,8,4,1,2,1,62.5,75.0,80.0,66.66666666666666,33.33333333333333
seite_ohne_infraseiten,sig_endzeile,2026-06-18 06:00:00+00:00,8,5,0,2,1,62.5,87.5,100.0,66.66666666666666,28.57142857142857
seite_ohne_infraseiten,please_relay,2026-06-18 06:00:00+00:00,8,2,3,2,1,62.5,50.0,40.0,66.66666666666666,50.0
seite_ohne_infraseiten,runde,2026-06-18 12:00:00+00:00,10,6,0,1,3,60.0,70.0,100.0,25.0,14.285714285714285
seite_ohne_infraseiten,cohort,2026-06-18 12:00:00+00:00,10,2,2,2,4,40.0,40.0,50.0,33.33333333333333,50.0
seite_ohne_infraseiten,meldeformat,2026-06-18 12:00:00+00:00,10,4,2,1,3,60.0,50.0,66.66666666666666,25.0,20.0
seite_ohne_infraseiten,sig_endzeile,2026-06-18 12:00:00+00:00,10,6,0,1,3,60.0,70.0,100.0,25.0,14.285714285714285
seite_ohne_infraseiten,please_relay,2026-06-18 12:00:00+00:00,10,3,1,0,6,40.0,30.0,75.0,0.0,0.0
seite_ohne_infraseiten,runde,2026-06-18 18:00:00+00:00,14,8,0,3,3,57.14285714285714,78.57142857142857,100.0,50.0,27.27272727272727
seite_ohne_infraseiten,cohort,2026-06-18 18:00:00+00:00,14,3,3,7,1,42.857142857142854,71.42857142857143,50.0,87.5,70.0
seite_ohne_infraseiten,meldeformat,2026-06-18 18:00:00+00:00,14,7,0,3,4,50.0,71.42857142857143,100.0,42.857142857142854,30.0
seite_ohne_infraseiten,sig_endzeile,2026-06-18 18:00:00+00:00,14,7,0,3,4,50.0,71.42857142857143,100.0,42.857142857142854,30.0
seite_ohne_infraseiten,please_relay,2026-06-18 18:00:00+00:00,14,6,1,3,4,50.0,64.28571428571429,85.71428571428571,42.857142857142854,33.33333333333333
seite_ohne_infraseiten,runde,2026-06-19 00:00:00+00:00,12,6,0,5,1,50.0,91.66666666666666,100.0,83.33333333333334,45.45454545454545
seite_ohne_infraseiten,cohort,2026-06-19 00:00:00+00:00,12,5,1,4,2,50.0,75.0,83.33333333333334,66.66666666666666,44.44444444444444
seite_ohne_infraseiten,meldeformat,2026-06-19 00:00:00+00:00,12,6,0,3,3,50.0,75.0,100.0,50.0,33.33333333333333
seite_ohne_infraseiten,sig_endzeile,2026-06-19 00:00:00+00:00,12,6,0,3,3,50.0,75.0,100.0,50.0,33.33333333333333
seite_ohne_infraseiten,please_relay,2026-06-19 00:00:00+00:00,12,5,1,2,4,50.0,58.333333333333336,83.33333333333334,33.33333333333333,28.57142857142857
seite_ohne_infraseiten,runde,2026-06-19 06:00:00+00:00,11,4,0,5,2,36.36363636363637,81.81818181818183,100.0,71.42857142857143,55.55555555555556
seite_ohne_infraseiten,cohort,2026-06-19 06:00:00+00:00,11,5,0,6,0,45.45454545454545,100.0,100.0,100.0,54.54545454545454
seite_ohne_infraseiten,meldeformat,2026-06-19 06:00:00+00:00,11,4,0,2,5,36.36363636363637,54.54545454545454,100.0,28.57142857142857,33.33333333333333
seite_ohne_infraseiten,sig_endzeile,2026-06-19 06:00:00+00:00,11,4,0,2,5,36.36363636363637,54.54545454545454,100.0,28.57142857142857,33.33333333333333
seite_ohne_infraseiten,please_relay,2026-06-19 06:00:00+00:00,11,4,0,2,5,36.36363636363637,54.54545454545454,100.0,28.57142857142857,33.33333333333333
seite_ohne_infraseiten,runde,2026-06-19 12:00:00+00:00,32,20,0,9,3,62.5,90.625,100.0,75.0,31.03448275862069
seite_ohne_infraseiten,cohort,2026-06-19 12:00:00+00:00,32,11,9,9,3,62.5,62.5,55.00000000000001,75.0,45.0
seite_ohne_infraseiten,meldeformat,2026-06-19 12:00:00+00:00,32,17,1,8,6,56.25,78.125,94.44444444444444,57.14285714285714,32.0
seite_ohne_infraseiten,sig_endzeile,2026-06-19 12:00:00+00:00,32,19,0,9,4,59.375,87.5,100.0,69.23076923076923,32.142857142857146
seite_ohne_infraseiten,please_relay,2026-06-19 12:00:00+00:00,32,9,10,9,4,59.375,56.25,47.368421052631575,69.23076923076923,50.0
seite_ohne_infraseiten,runde,2026-06-19 18:00:00+00:00,33,13,0,16,4,39.39393939393939,87.87878787878788,100.0,80.0,55.172413793103445
seite_ohne_infraseiten,cohort,2026-06-19 18:00:00+00:00,33,12,1,16,4,39.39393939393939,84.84848484848484,92.3076923076923,80.0,57.14285714285714
seite_ohne_infraseiten,meldeformat,2026-06-19 18:00:00+00:00,33,11,1,15,6,36.36363636363637,78.78787878787878,91.66666666666666,71.42857142857143,57.692307692307686
