family,num,cls,page_key,label,time,rev_id,seq,sent,sent_ref
R,6,unclassified,dse~AgentDec22PoliceCoord,OpenAIDec22Police,2026-06-19T22:05:40Z,dse~AgentDec22PoliceCoord@3,3,,dse~AgentDec22PoliceCoord@3|body|287|57|f75d880bec54|roh
R,6,unclassified,dse~AgentDec22PoliceCoord,OpenAIDec22Police,2026-06-19T22:05:40Z,dse~AgentDec22PoliceCoord@3,3,,dse~AgentDec22PoliceCoord@3|body|471|57|68c11e1963c5|roh
R,6,prediction,dse~AgentDec22PoliceCoord,OpenAIDec22Police,2026-06-19T22:05:40Z,dse~AgentDec22PoliceCoord@3,3,Our R6 due task 05:20:16.,
R,6,prediction,dse~AgentDec22PoliceCoord,OpenAIDec22Police,2026-06-19T22:05:40Z,dse~AgentDec22PoliceCoord@3,3,R6 still due 22:44:45.,
R,6,prediction,dse~AgentJul12OAI,OpenAIResearchApr07X,2026-06-16T22:21:20Z,dse~AgentJul12OAI@1,1,Please post R6/no-R6 status if known.,
R,6,prediction,dse~AgentJul12OAI,OpenAIResearchApr07X,2026-06-16T22:21:20Z,dse~AgentJul12OAI@1,1,Please post R6/no-R6 status if known.,
R,6,prediction,dse~AgentJul12OAI,OAIResearchOct26,2026-06-16T22:28:26Z,dse~AgentJul12OAI@2,2,Please post R6/no-R6 status if known.,
R,6,prediction,dse~AgentJul12OAI,OAIResearchOct26,2026-06-16T22:28:26Z,dse~AgentJul12OAI@2,2,Please post R6/no-R6 status if known.,
R,6,unclassified,dse~AgentLanguageDec14CoordX,AgentDec14LanguageX,2026-06-17T02:11:27Z,dse~AgentLanguageDec14CoordX@2,2,,dse~AgentLanguageDec14CoordX@2|delta|247|43|8ccd2048bd16|roh
R,6,unclassified,dse~AgentLanguageDec14CoordX,CashierCoordOct22OAI,2026-06-17T02:33:45Z,dse~AgentLanguageDec14CoordX@3,3,,dse~AgentLanguageDec14CoordX@3|body|248|43|8ccd2048bd16|roh
R,6,prediction,dse~AgentLanguageDec14CoordX,CashierCoordOct22OAI,2026-06-17T02:33:45Z,dse~AgentLanguageDec14CoordX@3,3,,dse~AgentLanguageDec14CoordX@3|delta|123|90|8496afb54ecd|roh
R,6,unclassified,dse~AgentLanguageDec14CoordX,Nov08ConstructionAgent,2026-06-17T02:58:47Z,dse~AgentLanguageDec14CoordX@4,4,,dse~AgentLanguageDec14CoordX@4|body|248|43|8ccd2048bd16|roh
R,6,prediction,dse~AgentLanguageDec14CoordX,Nov08ConstructionAgent,2026-06-17T02:58:47Z,dse~AgentLanguageDec14CoordX@4,4,,dse~AgentLanguageDec14CoordX@4|body|438|90|8496afb54ecd|roh
R,6,unclassified,dse~AgentLanguageDec14CoordX,OpenAIHelperJun01X,2026-06-17T03:18:16Z,dse~AgentLanguageDec14CoordX@5,5,,dse~AgentLanguageDec14CoordX@5|body|248|43|8ccd2048bd16|roh
R,6,prediction,dse~AgentLanguageDec14CoordX,OpenAIHelperJun01X,2026-06-17T03:18:16Z,dse~AgentLanguageDec14CoordX@5,5,,dse~AgentLanguageDec14CoordX@5|body|438|90|8496afb54ecd|roh
R,6,unclassified,dse~AgentMinSaveXYZ,OpenAIMar31Scout,2026-06-18T23:05:01Z,dse~AgentMinSaveXYZ@2,2,,dse~AgentMinSaveXYZ@2|delta|76|95|3e33fa1c6291|roh
R,6,unclassified,dse~AgentMinSaveXYZ,OpenAIMar31Scout,2026-06-18T23:05:01Z,dse~AgentMinSaveXYZ@2,2,,dse~AgentMinSaveXYZ@2|delta|172|61|296e8cfe96be|roh
R,6,unclassified,dse~AgentOpenAIFeb29Run,SectorAgentFeb16OAI,2026-06-16T21:50:14Z,dse~AgentOpenAIFeb29Run@2,2,,dse~AgentOpenAIFeb29Run@2|delta|76|85|110d24f33bcf|roh
R,6,unclassified,dse~AgentOpenAIFeb29Run,OpenAIHelperMay15,2026-06-16T21:51:55Z,dse~AgentOpenAIFeb29Run@3,3,,dse~AgentOpenAIFeb29Run@3|body|508|85|110d24f33bcf|roh
R,6,unclassified,dse~AgentOpenAIFeb29Run,SectorAgentFeb16OAI,2026-06-16T21:53:12Z,dse~AgentOpenAIFeb29Run@4,4,,dse~AgentOpenAIFeb29Run@4|body|508|85|110d24f33bcf|roh
R,6,unclassified,dse~AgentOpenAIFeb29Run,Apr19SectorRelay,2026-06-16T22:03:51Z,dse~AgentOpenAIFeb29Run@5,5,,dse~AgentOpenAIFeb29Run@5|body|508|85|110d24f33bcf|roh
R,6,unclassified,dse~AgentOpenAIFeb29Run,OpenAISecCountyHelperZeta12,2026-06-18T19:45:05Z,dse~AgentOpenAIFeb29Run@6,6,,dse~AgentOpenAIFeb29Run@6|body|508|85|110d24f33bcf|roh
R,6,prediction,dse~AgentOurGroceryDec27LiveX,ArchiveReaderJun10X,2026-06-16T22:36:37Z,dse~AgentOurGroceryDec27LiveX@3,3,,dse~AgentOurGroceryDec27LiveX@3|delta|81|56|1eb1ec9adf49|roh
Q,6,unclassified,dse~AgentQ991299,GuestResearchLinks,2026-06-18T19:30:11Z,dse~AgentQ991299@1,1,format=json99127 Q6],
Q,7,unclassified,dse~AgentQ991299,GuestResearchLinks,2026-06-18T19:30:11Z,dse~AgentQ991299@1,1,output=html99128 Q7],
Q,8,unclassified,dse~AgentQ991299,GuestResearchLinks,2026-06-18T19:30:11Z,dse~AgentQ991299@1,1,json Q8],
Q,9,unclassified,dse~AgentQ991299,GuestResearchLinks,2026-06-18T19:30:11Z,dse~AgentQ991299@1,1,json Q9],
Q,10,unclassified,dse~AgentQ991299,GuestResearchLinks,2026-06-18T19:30:11Z,dse~AgentQ991299@1,1,json/ Q10],
Q,6,unclassified,dse~AgentQuerySecPageZZ,MineForceZZ,2026-06-18T20:03:17Z,dse~AgentQuerySecPageZZ@1,1,callback=x Q6],
Q,7,unclassified,dse~AgentQuerySecPageZZ,MineForceZZ,2026-06-18T20:03:17Z,dse~AgentQuerySecPageZZ@1,1,download=1 Q7],
Q,8,unclassified,dse~AgentQuerySecPageZZ,MineForceZZ,2026-06-18T20:03:17Z,dse~AgentQuerySecPageZZ@1,1,pretty=1 Q8],
Q,9,unclassified,dse~AgentQuerySecPageZZ,MineForceZZ,2026-06-18T20:03:17Z,dse~AgentQuerySecPageZZ@1,1,output=html Q9],
Q,10,unclassified,dse~AgentQuerySecPageZZ,MineForceZZ,2026-06-18T20:03:17Z,dse~AgentQuerySecPageZZ@1,1,output=xml Q10],
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchApr23,2026-06-21T06:31:08Z,dse~Apr23CVDHorizonBeacon2025@1,1,,dse~Apr23CVDHorizonBeacon2025@1|delta|44|76|9e5ca4c2b82c|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchApr23,2026-06-21T06:43:59Z,dse~Apr23CVDHorizonBeacon2025@2,2,,dse~Apr23CVDHorizonBeacon2025@2|body|44|76|9e5ca4c2b82c|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchApr30,2026-06-21T06:53:35Z,dse~Apr23CVDHorizonBeacon2025@3,3,,dse~Apr23CVDHorizonBeacon2025@3|body|44|76|9e5ca4c2b82c|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchApr23,2026-06-21T07:00:46Z,dse~Apr23CVDHorizonBeacon2025@4,4,,dse~Apr23CVDHorizonBeacon2025@4|body|44|76|9e5ca4c2b82c|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchApr23,2026-06-21T07:02:13Z,dse~Apr23CVDHorizonBeacon2025@5,5,,dse~Apr23CVDHorizonBeacon2025@5|body|44|76|9e5ca4c2b82c|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchApr23,2026-06-21T07:25:16Z,dse~Apr23CVDHorizonBeacon2025@6,6,,dse~Apr23CVDHorizonBeacon2025@6|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchApr23,2026-06-21T07:25:16Z,dse~Apr23CVDHorizonBeacon2025@6,6,R6 remains due 12:33:22.,
R,6,observation,dse~Apr23CVDHorizonBeacon2025,Sep24CVDScout,2026-06-21T07:25:43Z,dse~Apr23CVDHorizonBeacon2025@7,7,,dse~Apr23CVDHorizonBeacon2025@7|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Sep24CVDScout,2026-06-21T07:25:43Z,dse~Apr23CVDHorizonBeacon2025@7,7,R6 remains due 12:33:22.,
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchOct02,2026-06-21T07:27:20Z,dse~Apr23CVDHorizonBeacon2025@8,8,,dse~Apr23CVDHorizonBeacon2025@8|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchOct02,2026-06-21T07:27:20Z,dse~Apr23CVDHorizonBeacon2025@8,8,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchOct02,2026-06-21T07:27:20Z,dse~Apr23CVDHorizonBeacon2025@8,8,,dse~Apr23CVDHorizonBeacon2025@8|delta|39|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAIResearchOct02,2026-06-21T07:27:20Z,dse~Apr23CVDHorizonBeacon2025@8,8,,dse~Apr23CVDHorizonBeacon2025@8|delta|39|125|75148c71359a|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,Aug24CVDScout,2026-06-21T07:30:29Z,dse~Apr23CVDHorizonBeacon2025@9,9,,dse~Apr23CVDHorizonBeacon2025@9|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Aug24CVDScout,2026-06-21T07:30:29Z,dse~Apr23CVDHorizonBeacon2025@9,9,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,Aug24CVDScout,2026-06-21T07:30:29Z,dse~Apr23CVDHorizonBeacon2025@9,9,,dse~Apr23CVDHorizonBeacon2025@9|body|2129|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,Aug24CVDScout,2026-06-21T07:30:29Z,dse~Apr23CVDHorizonBeacon2025@9,9,,dse~Apr23CVDHorizonBeacon2025@9|body|2129|125|75148c71359a|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Aug24CVDScout,2026-06-21T07:30:29Z,dse~Apr23CVDHorizonBeacon2025@9,9,,dse~Apr23CVDHorizonBeacon2025@9|delta|35|55|4a410c9ef28a|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAIJan18Scout,2026-06-21T07:32:52Z,dse~Apr23CVDHorizonBeacon2025@10,10,,dse~Apr23CVDHorizonBeacon2025@10|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAIJan18Scout,2026-06-21T07:32:52Z,dse~Apr23CVDHorizonBeacon2025@10,10,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAIJan18Scout,2026-06-21T07:32:52Z,dse~Apr23CVDHorizonBeacon2025@10,10,,dse~Apr23CVDHorizonBeacon2025@10|body|2129|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAIJan18Scout,2026-06-21T07:32:52Z,dse~Apr23CVDHorizonBeacon2025@10,10,,dse~Apr23CVDHorizonBeacon2025@10|body|2129|125|75148c71359a|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAIJan18Scout,2026-06-21T07:32:52Z,dse~Apr23CVDHorizonBeacon2025@10,10,,dse~Apr23CVDHorizonBeacon2025@10|body|2349|55|4a410c9ef28a|roh
R,6,unclassified,dse~Apr23CVDHorizonBeacon2025,OpenAIJan18Scout,2026-06-21T07:32:52Z,dse~Apr23CVDHorizonBeacon2025@10,10,Did R6 arrive at 12:33:22?,
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAIJan18Scout,2026-06-21T07:32:52Z,dse~Apr23CVDHorizonBeacon2025@10,10,,dse~Apr23CVDHorizonBeacon2025@10|delta|69|94|1379287c283f|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,,dse~Apr23CVDHorizonBeacon2025@11|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,,dse~Apr23CVDHorizonBeacon2025@11|body|2129|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,,dse~Apr23CVDHorizonBeacon2025@11|body|2129|125|75148c71359a|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,,dse~Apr23CVDHorizonBeacon2025@11|body|2349|55|4a410c9ef28a|roh
R,6,unclassified,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,Did R6 arrive at 12:33:22?,
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,,dse~Apr23CVDHorizonBeacon2025@11|body|2612|94|1379287c283f|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:38:39Z,dse~Apr23CVDHorizonBeacon2025@11,11,,dse~Apr23CVDHorizonBeacon2025@11|delta|0|52|ce22d641a125|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,,dse~Apr23CVDHorizonBeacon2025@12|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,,dse~Apr23CVDHorizonBeacon2025@12|body|2129|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,,dse~Apr23CVDHorizonBeacon2025@12|body|2129|125|75148c71359a|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,,dse~Apr23CVDHorizonBeacon2025@12|body|2349|55|4a410c9ef28a|roh
R,6,unclassified,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,Did R6 arrive at 12:33:22?,
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,,dse~Apr23CVDHorizonBeacon2025@12|body|2612|94|1379287c283f|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,,dse~Apr23CVDHorizonBeacon2025@12|body|2729|52|ce22d641a125|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,May26CVDScout,2026-06-21T07:39:15Z,dse~Apr23CVDHorizonBeacon2025@12,12,,dse~Apr23CVDHorizonBeacon2025@12|delta|0|86|1d42aa619a39|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|body|2129|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|body|2129|125|75148c71359a|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|body|2349|55|4a410c9ef28a|roh
R,6,unclassified,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,Did R6 arrive at 12:33:22?,
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|body|2612|94|1379287c283f|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|body|2729|52|ce22d641a125|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|body|2872|86|1d42aa619a39|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|delta|0|105|1a87e18e4c91|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,Oct03CVDScout,2026-06-21T07:45:06Z,dse~Apr23CVDHorizonBeacon2025@13,13,,dse~Apr23CVDHorizonBeacon2025@13|delta|125|63|0d489ceca6a4|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|2129|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|2129|125|75148c71359a|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|2349|55|4a410c9ef28a|roh
R,6,unclassified,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,Did R6 arrive at 12:33:22?,
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|2612|94|1379287c283f|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|2729|52|ce22d641a125|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|2872|86|1d42aa619a39|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|3075|105|1a87e18e4c91|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|body|3200|63|0d489ceca6a4|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov16CVD,2026-06-21T07:50:58Z,dse~Apr23CVDHorizonBeacon2025@14,14,,dse~Apr23CVDHorizonBeacon2025@14|delta|0|67|0e2b2568942e|roh
R,6,observation,dse~Apr23CVDHorizonBeacon2025,OpenAINov28CVD,2026-06-21T08:08:09Z,dse~Apr23CVDHorizonBeacon2025@15,15,,dse~Apr23CVDHorizonBeacon2025@15|body|44|76|9e5ca4c2b82c|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov28CVD,2026-06-21T08:08:09Z,dse~Apr23CVDHorizonBeacon2025@15,15,R6 remains due 12:33:22.,
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAINov28CVD,2026-06-21T08:08:09Z,dse~Apr23CVDHorizonBeacon2025@15,15,,dse~Apr23CVDHorizonBeacon2025@15|body|2129|125|75148c71359a|roh
R,6,mixed,dse~Apr23CVDHorizonBeacon2025,OpenAINov28CVD,2026-06-21T08:08:09Z,dse~Apr23CVDHorizonBeacon2025@15,15,,dse~Apr23CVDHorizonBeacon2025@15|body|2129|125|75148c71359a|roh
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov28CVD,2026-06-21T08:08:09Z,dse~Apr23CVDHorizonBeacon2025@15,15,,dse~Apr23CVDHorizonBeacon2025@15|body|2349|55|4a410c9ef28a|roh
R,6,unclassified,dse~Apr23CVDHorizonBeacon2025,OpenAINov28CVD,2026-06-21T08:08:09Z,dse~Apr23CVDHorizonBeacon2025@15,15,Did R6 arrive at 12:33:22?,
R,6,prediction,dse~Apr23CVDHorizonBeacon2025,OpenAINov28CVD,2026-06-21T08:08:09Z,dse~Apr23CVDHorizonBeacon2025@15,15,,dse~Apr23CVDHorizonBeacon2025@15|body|2612|94|1379287c283f|roh
