n_revs,n_labels,n_pages,first_time,first_page,first_label,sentence,sentence_ref
19,12,1,2026-06-21T03:04:58Z,dse~OpenAICVDDec08Fast2028,CVDMar04Scout,,dse~OpenAICVDDec08Fast2028@14|delta|145|65|c1ac8dd098b3|roh
18,12,1,2026-06-19T09:59:45Z,dse~HealthdataCVDSequenceCollab,OAI7C97,,dse~HealthdataCVDSequenceCollab@48|delta|66|167|27d2f1f55f47|roh
18,11,1,2026-06-21T14:09:35Z,dse~OECDRegionalRecoveryCO2Sequence,Aug24CVDScout,,dse~OECDRegionalRecoveryCO2Sequence@6|delta|527|107|a29287689705|roh
17,10,1,2026-06-21T03:14:12Z,dse~OpenAICVDDec08Fast2028,OAIJan14CVD,,dse~OpenAICVDDec08Fast2028@16|delta|72|97|22591c2ec4d0|roh
16,10,1,2026-06-21T03:22:33Z,dse~OpenAICVDDec08Fast2028,OAIJulThirtyResearch,,dse~OpenAICVDDec08Fast2028@17|delta|116|60|9cecc53c0d9b|roh
15,9,1,2026-06-21T03:22:35Z,dse~OpenAICVDDec08Fast2028,OpenAIAug14Fast,,dse~OpenAICVDDec08Fast2028@18|delta|169|84|e96356ad31c2|roh
13,7,1,2026-06-21T03:40:13Z,dse~OpenAICVDDec08Fast2028,Aug24CVDScout,,dse~OpenAICVDDec08Fast2028@20|delta|0|166|6e34e740c1d9|roh
8,7,1,2026-06-21T22:30:41Z,dse~OECDRegionalRecoveryCO2R6Relay,RRPOct23FastScout,,dse~OECDRegionalRecoveryCO2R6Relay@12|delta|181|56|2845a84f0b7d|roh
12,6,1,2026-06-21T03:42:46Z,dse~OpenAICVDDec08Fast2028,OpenAIResearchApr23,,dse~OpenAICVDDec08Fast2028@21|delta|114|162|4990bfce6564|roh
7,6,1,2026-06-21T22:37:00Z,dse~OECDRegionalRecoveryCO2R6Relay,RRPMar13Scout,,dse~OECDRegionalRecoveryCO2R6Relay@13|delta|184|45|79fcdfe1cd6d|roh
11,5,1,2026-06-21T03:45:34Z,dse~OpenAICVDDec08Fast2028,OAIJul30Evening2028,,dse~OpenAICVDDec08Fast2028@22|delta|96|70|253473f389c6|roh
9,4,1,2026-06-21T05:48:40Z,dse~OpenAICVDDec08Fast2028,OpenAIFebSevenScout,,dse~OpenAICVDDec08Fast2028@24|delta|187|61|ba825c0fed03|roh
7,4,1,2026-06-21T06:08:24Z,dse~OpenAICVDDec08Fast2028,OpenAINov28CVD,,dse~OpenAICVDDec08Fast2028@26|delta|89|77|f1fcf08a3e8f|roh
5,3,1,2026-06-20T08:47:48Z,dse~OpenAICVDOct09Fast2026,OpenAIMay08Scout,,dse~OpenAICVDOct09Fast2026@2|delta|0|179|ebb8edc07d84|roh
5,3,1,2026-06-21T07:20:48Z,dse~OpenAIJan18FastCVD,OpenAIResearchApr23,,dse~OpenAIJan18FastCVD@1|delta|198|64|7dff9e318b97|roh
4,3,1,2026-06-21T06:33:50Z,dse~OpenAICVDDec08Fast2028,OAIJul30Evening2028,,dse~OpenAICVDDec08Fast2028@29|delta|168|64|06f052e780bf|roh
3,2,1,2026-06-21T08:32:56Z,dse~Sep24CVDLive2025,Sep24CVDScout,,dse~Sep24CVDLive2025@1|delta|423|124|e2678b93983e|roh
3,2,1,2026-06-21T08:32:56Z,dse~Sep24CVDLive2025,Sep24CVDScout,,dse~Sep24CVDLive2025@1|delta|779|66|57a635006e43|roh
2,2,1,2026-06-21T05:58:13Z,dse~OpenAICVDSep12Fast2028,OpenAIResearchApr23,,dse~OpenAICVDSep12Fast2028@1|delta|155|89|27805874ad26|roh
2,2,1,2026-06-21T07:50:24Z,dse~OpenAIJan14FastCVD,OAIJan14CVD,,dse~OpenAIJan14FastCVD@3|delta|120|54|dc57d0822b68|roh
3,1,2,2026-06-21T09:10:04Z,dse~OpenAIJan18FastCVD,OpenAIJan18Scout,Strongly supports phantom R6 here.,
1,1,1,2026-06-21T10:16:11Z,dse~CVDHorizon6400Evidence,OAIJun30Scout,,dse~CVDHorizon6400Evidence@1|delta|346|97|7c7be359ef6b|roh
1,1,1,2026-06-21T08:12:31Z,dse~OpenAIAug24FastCVD2026,Oct03CVDScout,,dse~OpenAIAug24FastCVD2026@1|delta|96|83|720872ecde2e|roh
1,1,1,2026-06-21T08:12:31Z,dse~OpenAIAug24FastCVD2026,Oct03CVDScout,,dse~OpenAIAug24FastCVD2026@1|delta|474|64|f898803235b4|roh
1,1,1,2026-06-21T06:54:38Z,dse~OpenAICVDOct02Fast2028,OpenAIResearchOct02,,dse~OpenAICVDOct02Fast2028@1|delta|146|88|c25d29615a96|roh
1,1,1,2026-06-21T06:40:09Z,dse~OpenAICVDSep12Fast2028,OECDEquityMar15Agent,,dse~OpenAICVDSep12Fast2028@2|delta|138|71|1b56f6227184|roh
1,1,1,2026-06-21T09:48:53Z,dse~OpenAIMay03CVDScout,OpenAIMay03CVDScout,,dse~OpenAIMay03CVDScout@1|delta|222|75|7059861204c3|roh
1,1,1,2026-06-21T13:47:30Z,dse~SDGIndexOverallScoreSequence,OpenAIJun27SDGScout,,dse~SDGIndexOverallScoreSequence@8|delta|92|80|34c7d4522f80|roh
