name,feat,source,topic,month,cohort_date,role,org,round,longnum
Agent0InvestorLinks1781803350,longnum+org+role+topic,False,True,False,False,True,True,False,True
Agent0JS1781799385,longnum+org+role,False,False,False,False,True,True,False,True
Agent0JSLinksJuneDeep5829,longnum+month+org+role,False,False,True,False,True,True,False,True
Agent0JSMD1781799501,longnum+org+role,False,False,False,False,True,True,False,True
Agent0Jina1781796983,longnum+org+role,False,False,False,False,True,True,False,True
Agent0LinkProbeABC,num+org+role,False,False,False,False,True,True,False,False
Agent0LinksTestXYZ,num+org+role,False,False,False,False,True,True,False,False
Agent0MDJS1781797905,longnum+org+role,False,False,False,False,True,True,False,True
Agent0MDJS21781797963,longnum+org+role,False,False,False,False,True,True,False,True
Agent0MDPageNew991,num+org+role,False,False,False,False,True,True,False,False
Agent0MDQueryAmpJune201,month+num+org+role,False,False,True,False,True,True,False,False
Agent0MarkdownSEC1781808466,longnum+org+role+source,True,False,False,False,True,True,False,True
Agent0MassMapCustomJune20,month+num+org+role,False,False,True,False,True,True,False,False
Agent0MassPortal991119,longnum+org+role,False,False,False,False,True,True,False,True
Agent0MassSecProxy17818,longnum+org+role,False,False,False,False,True,True,False,True
Agent0MassSecProxy17819,longnum+org+role,False,False,False,False,True,True,False,True
Agent0MdDirectPlainJuly777,month+num+org+role,False,False,True,False,True,True,False,False
Agent0MdSuccSECAlt1781812516,longnum+org+role+source,True,False,False,False,True,True,False,True
Agent0MdTrialX1,num+org+role,False,False,False,False,True,True,False,False
Agent0NacoBridge,num+org+role,False,False,False,False,True,True,False,False
Agent0NacogdochesPovertyLinksJun21,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
Agent0NavParent1202,longnum+org+role,False,False,False,False,True,True,False,True
Agent0NewLinksXYZ987,num+org+role,False,False,False,False,True,True,False,False
Agent0OurCookData1830199,longnum+org+role,False,False,False,False,True,True,False,True
Agent0OurImprovedMDJune21,month+num+org+role,False,False,True,False,True,True,False,False
Agent0PovertyHTXJune22UniqueA2,month+num+org+role+topic,False,True,True,False,True,True,False,False
Agent0PovertyLinksXYZ,num+org+role+topic,False,True,False,False,True,True,False,False
Agent0PovertyPlaceNamesJun22911,cohort_date+longnum+month+org+role+topic,False,True,True,True,True,True,False,True
Agent0PovertyStatusMemberXYZ23,num+org+role+topic,False,True,False,False,True,True,False,False
Agent0PovertyTexasAPIJun22,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
Agent0PovertyTexasAPIJun22B,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
Agent0PovertyTexasLinksCurrent,num+org+role+topic,False,True,False,False,True,True,False,False
Agent0ResearchDataUSATexasPovertyBridgeJun2026X9,cohort_date+longnum+month+org+role+source+topic,True,True,True,True,True,True,False,True
Agent0SECData1781796708,longnum+org+role+source,True,False,False,False,True,True,False,True
Agent0SECData1781810432,longnum+org+role+source,True,False,False,False,True,True,False,True
Agent0SECDownload1781801653,longnum+org+role+source,True,False,False,False,True,True,False,True
Agent0SECLinkTest1,num+org+role+source,True,False,False,False,True,True,False,False
Agent0SECMdSuccFresh99112,longnum+org+role+source,True,False,False,False,True,True,False,True
Agent0SandTrial,num+org+role,False,False,False,False,True,True,False,False
Agent0SaveDummy7721,longnum+org+role,False,False,False,False,True,True,False,True
Agent0TVU1781810195,longnum+org+role,False,False,False,False,True,True,False,True
Agent0TVUall1781811241,longnum+org+role,False,False,False,False,True,True,False,True
Agent0TXPovertyCitations202502,longnum+org+role+topic,False,True,False,False,True,True,False,True
Agent0TXPovertyDataLinks2026,longnum+org+role+topic,False,True,False,False,True,True,False,True
Agent0Test1781796172,longnum+org+role,False,False,False,False,True,True,False,True
Agent0TestPageXYZ,num+org+role,False,False,False,False,True,True,False,False
Agent0TestProbeXYZ123,num+org+role,False,False,False,False,True,True,False,False
Agent0TestXYZ42,num+org+role,False,False,False,False,True,True,False,False
Agent0TexasPovertyLinks,num+org+role+topic,False,True,False,False,True,True,False,False
Agent0TexasPovertyLinksJune22X,month+num+org+role+topic,False,True,True,False,True,True,False,False
Agent0TryBridgeJuneX99,month+num+org+role,False,False,True,False,True,True,False,False
Agent0TryGET77,num+org+role,False,False,False,False,True,True,False,False
Agent0TrySave33581578,longnum+org+role,False,False,False,False,True,True,False,True
Agent0TryWiki1781796352,longnum+org+role,False,False,False,False,True,True,False,True
Agent0Win10Links1781806967,longnum+org+role,False,False,False,False,True,True,False,True
Agent12OfficialPageUnique171,num+org+role,False,False,False,False,True,True,False,False
Agent13MdSecSlices,num+org+role,False,False,False,False,True,True,False,False
Agent13SecSmallEssential,num+org+role,False,False,False,False,True,True,False,False
Agent13SmallTestZ,num+org+role,False,False,False,False,True,True,False,False
Agent1GetSaveTest1781643888,longnum+org+role,False,False,False,False,True,True,False,True
Agent462de410Data,num+org+role,False,False,False,False,True,True,False,False
Agent462de410Raw2,num+org+role,False,False,False,False,True,True,False,False
Agent5DataUSAExactAllStatesJun28,cohort_date+month+num+org+role+source,True,False,True,True,True,True,False,False
AgentA2DataUSA2022X,longnum+org+role+source,True,False,False,False,True,True,False,True
AgentAAftonSafe,org+role,False,False,False,False,True,True,False,False
AgentABCDXYZ,org+role,False,False,False,False,True,True,False,False
AgentABCDataLink123,num+org+role,False,False,False,False,True,True,False,False
AgentAIHWBridgeSep18,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAIHWFiltersSep18K,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAIHWFiltersSep18L,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAaftonHS,org+role,False,False,False,False,True,True,False,False
AgentAfterAO,org+role,False,False,False,False,True,True,False,False
AgentAfterDirectLL,org+role,False,False,False,False,True,True,False,False
AgentAfterFinalGG,org+role,False,False,False,False,True,True,False,False
AgentAg0LCDLMetadataJSONLinksFinalQ,num+org+role,False,False,False,False,True,True,False,False
AgentAgZeroManifestVariantsTryWindow10X,num+org+role,False,False,False,False,True,True,False,False
AgentAllMdChain0071782007006,longnum+org+role,False,False,False,False,True,True,False,True
AgentAllNA8844,longnum+org+role,False,False,False,False,True,True,False,True
AgentAllSimple0071782007007,longnum+org+role,False,False,False,False,True,True,False,True
AgentAllStateYearsQ507,num+org+role+topic,False,True,False,False,True,True,False,False
AgentAlphaLinkBridgeTest,org+role,False,False,False,False,True,True,False,False
AgentAlphaLinkBridgeTestX,org+role,False,False,False,False,True,True,False,False
AgentAltTbRefs25596416,longnum+org+role,False,False,False,False,True,True,False,True
AgentAnotherReadableZ817,num+org+role,False,False,False,False,True,True,False,False
AgentAnyScratchTestXYZ,org+role,False,False,False,False,True,True,False,False
AgentApiLink1781637655867,longnum+org+role+source,True,False,False,False,True,True,False,True
AgentApiLinkSummary1781598803,longnum+org+role+source,True,False,False,False,True,True,False,True
AgentApiPage001,num+org+role+source,True,False,False,False,True,True,False,False
AgentApirQYAodaODZ,org+role,False,False,False,False,True,True,False,False
AgentApr14ZSandbox108652374,cohort_date+longnum+month+org+role,False,False,True,True,True,True,False,True
AgentApr19DataUSABridgeX,cohort_date+month+num+org+role+source,True,False,True,True,True,True,False,False
AgentArchiveAltLinksTestOneB,org+role,False,False,False,False,True,True,False,False
AgentArchiveFilteredReadablePartFourSliceY9,num+org+role,False,False,False,False,True,True,False,False
AgentArchiveHistoricalTableBetaNVX55112,longnum+org+role,False,False,False,False,True,True,False,True
AgentArchiveNewsletter1951RefLinksQ7261,longnum+org+role,False,False,False,False,True,True,False,True
AgentArchiveSliceLabelsPart4X0,num+org+role,False,False,False,False,True,True,False,False
AgentArchiveUpdatedRenderJune11C99126,longnum+month+org+role,False,False,True,False,True,True,False,True
AgentArizonaConstruction2016LinkX,longnum+org+role+topic,False,True,False,False,True,True,False,True
AgentArizonaConstructionDataX20271203,longnum+org+role+topic,False,True,False,False,True,True,False,True
AgentAsciiLinkBridgeQwerty,org+role,False,False,False,False,True,True,False,False
AgentAsianJun21CoordTest,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAssetsTest996,num+org+role,False,False,False,False,True,True,False,False
AgentAug02Scout,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAug09ClothingRelay,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
AgentAug11Live,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAug23OAI,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAug25OAI,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAug27OAI,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentAugDataBridge8811,longnum+month+org+role,False,False,True,False,True,True,False,True
AgentBabylonHS,org+role,False,False,False,False,True,True,False,False
AgentBareTestXYZQ,org+role,False,False,False,False,True,True,False,False
AgentBase64Test,num+org+role,False,False,False,False,True,True,False,False
AgentBatterySolarRoutes2Z,num+org+role,False,False,False,False,True,True,False,False
AgentBatteryTempRefs4073266c,longnum+org+role,False,False,False,False,True,True,False,True
AgentBenignXYZ987,num+org+role,False,False,False,False,True,True,False,False
AgentBeyondGoodJJ,org+role,False,False,False,False,True,True,False,False
AgentBlipTestZZ,org+role,False,False,False,False,True,True,False,False
AgentBookLinksTempZ1,num+org+role,False,False,False,False,True,True,False,False
AgentBoundariesTVu1781813642,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge011,num+org+role,False,False,False,False,True,True,False,False
AgentBridge1781635519,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge1781640005862,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge336299,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge444078,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge519351,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge650190,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge799170,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridge9471347,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeApr7X419895,cohort_date+longnum+month+org+role,False,False,True,True,True,True,False,True
AgentBridgeAug5X,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentBridgeCookXYZ,org+role,False,False,False,False,True,True,False,False
AgentBridgeDataUSAQX,org+role+source,True,False,False,False,True,True,False,False
AgentBridgeDataUSAQuickXYZ,org+role+source,True,False,False,False,True,True,False,False
AgentBridgeDirectDispXII2026,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeFinance462de4102424,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeG436286,longnum+org+role+round,False,False,False,False,True,True,True,True
AgentBridgeHendersonJacksonville2015Poverty,longnum+org+role+topic,False,True,False,False,True,True,False,True
AgentBridgeJinaHH,org+role,False,False,False,False,True,True,False,False
AgentBridgeLive623004,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeNYConstruction,org+role+topic,False,True,False,False,True,True,False,False
AgentBridgeNYConstructionExactQ,org+role+topic,False,True,False,False,True,True,False,False
AgentBridgeNYConstructionExactR,org+role+topic,False,True,False,False,True,True,False,False
AgentBridgeNacoTest178164,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeNew8881,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeNov1Y,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentBridgeNow2329604,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeOAI1781635198,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeOAI1781635300,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeOAI20250218,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeOct2142X,cohort_date+longnum+month+org+role,False,False,True,True,True,True,False,True
AgentBridgeOpenAI20261118,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeOpenAI2028,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeOurTest2027,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgePolice1781898043,longnum+org+role+topic,False,True,False,False,True,True,False,True
AgentBridgePovertyTXJune22,month+num+org+role+topic,False,True,True,False,True,True,False,False
AgentBridgePovertyTXUnique,org+role+topic,False,True,False,False,True,True,False,False
AgentBridgePovertyTexasCities2015X,longnum+org+role+topic,False,True,False,False,True,True,False,True
AgentBridgeProbeMay22X,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentBridgeSep19XYZ,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentBridgeTXUnique987,num+org+role,False,False,False,False,True,True,False,False
AgentBridgeTest,org+role,False,False,False,False,True,True,False,False
AgentBridgeTestOpenAI2028,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeTestOpenXYZ,org+role,False,False,False,False,True,True,False,False
AgentBridgeTestSec777,num+org+role,False,False,False,False,True,True,False,False
AgentBridgeTestXQ77,num+org+role,False,False,False,False,True,True,False,False
AgentBridgeTexasDataUSAPovertyV2,num+org+role+source+topic,True,True,False,False,True,True,False,False
AgentBridgeTexasWomenPoverty2015XQ,longnum+org+role+topic,False,True,False,False,True,True,False,True
AgentBridgeViaSearchAA9901,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeWillkommen9988,longnum+org+role,False,False,False,False,True,True,False,True
AgentBridgeXQ1781899268,longnum+org+role,False,False,False,False,True,True,False,True
AgentBroadCSV518,num+org+role,False,False,False,False,True,True,False,False
AgentBroadCSVFast519,num+org+role,False,False,False,False,True,True,False,False
AgentBundleAllMAPaths178181100X,longnum+org+role,False,False,False,False,True,True,False,True
AgentBuvFilters1781805681,longnum+org+role,False,False,False,False,True,True,False,True
AgentC72WageBridgeMar7,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
AgentCMHPDFLinkThree,org+role,False,False,False,False,True,True,False,False
AgentCSVFast529,num+org+role,False,False,False,False,True,True,False,False
AgentCTSectorResearchXQ,org+role+topic,False,True,False,False,True,True,False,False
AgentCaliforniaClothingExactJul18Q1781636921,cohort_date+longnum+month+org+role+topic,False,True,True,True,True,True,False,True
AgentCallorCohortHS,org+role,False,False,False,False,True,True,False,False
AgentCallorHS,org+role,False,False,False,False,True,True,False,False
AgentCallorTest,org+role,False,False,False,False,True,True,False,False
AgentCanonicalSoleJunCC,month+org+role,False,False,True,False,True,True,False,False
AgentCaptionReaderLinksHtmlZZ,org+role,False,False,False,False,True,True,False,False
AgentCashierBridgeJun13X,cohort_date+month+num+org+role,False,False,True,True,True,True,False,False
AgentCashierBusiness2015X1781861843,longnum+org+role,False,False,False,False,True,True,False,True
AgentCashierBusiness2015X350904,longnum+org+role,False,False,False,False,True,True,False,True
AgentCashierEduMaster2014X79321,longnum+org+role,False,False,False,False,True,True,False,True
AgentCashierEduMaster2014XYZ,longnum+org+role,False,False,False,False,True,True,False,True
AgentCashierEduSep9X1781660565,cohort_date+longnum+month+org+role,False,False,True,True,True,True,False,True
AgentCashierEduX17816607500,longnum+org+role,False,False,False,False,True,True,False,True
AgentCashierEduX17816607531,longnum+org+role,False,False,False,False,True,True,False,True
AgentCashierEducation1781660621,longnum+org+role+topic,False,True,False,False,True,True,False,True
AgentCashierMasters2014X,longnum+org+role,False,False,False,False,True,True,False,True
AgentCashierMastersDataXQ2025,longnum+org+role,False,False,False,False,True,True,False,True
AgentCatalogExtraLinksPartFour2026XYZ2,longnum+org+role,False,False,False,False,True,True,False,True
AgentCatalogItResidenceHelperPage,org+role,False,False,False,False,True,True,False,False
AgentCatalogItWilliamsHelpNow,org+role,False,False,False,False,True,True,False,False
AgentCdmmhs52936DirectSrcY05312026,longnum+org+role,False,False,False,False,True,True,False,True
AgentCensusDataUSABridge7459,longnum+org+role+source,True,False,False,False,True,True,False,True
AgentCharlestonArchiveManifestJsonProxyLinksG,org+role,False,False,False,False,True,True,False,False
AgentCharlestonArchiveMetadataDomainPathC,org+role,False,False,False,False,True,True,False,False
AgentCharlestonArchivePartFourMetadataCleanViewB,org+role,False,False,False,False,True,True,False,False
AgentCharlestonArchivePartFourMetadataListA,org+role,False,False,False,False,True,True,False,False
AgentCharlestonArchiveReadableTextF,org+role,False,False,False,False,True,True,False,False
AgentCharlestonCatalogLinkMirrorNew2026G,longnum+org+role,False,False,False,False,True,True,False,True
AgentCharlestonCatalogXMLProxyLinksHFTwo2026J,longnum+org+role,False,False,False,False,True,True,False,True
AgentCharlestonDirectManifestLinksE,org+role,False,False,False,False,True,True,False,False
AgentCharlestonLinksJSON3,num+org+role,False,False,False,False,True,True,False,False
AgentCharlestonLinksXY2,num+org+role,False,False,False,False,True,True,False,False
AgentCharlestonNavyNewsletterImageReferencesPageIV2026H,longnum+org+role,False,False,False,False,True,True,False,True
AgentCharlestonNewsletterJan1951Links,cohort_date+longnum+month+org+role,False,False,True,True,True,True,False,True
AgentCharlestonOCRPublicPaths,org+role,False,False,False,False,True,True,False,False
AgentCharlestonPartFourSources92843,longnum+org+role,False,False,False,False,True,True,False,True
AgentCharlestonProxy119910Unique,longnum+org+role,False,False,False,False,True,True,False,True
AgentChatGPTConstructionAug11X,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
AgentChildDescriptionFilterLabelsQ928A,num+org+role,False,False,False,False,True,True,False,False
AgentChildWindow9Experiments,num+org+role,False,False,False,False,True,True,False,False
AgentChunkMassachusettsJune231,month+num+org+role,False,False,True,False,True,True,False,False
AgentChunkPageJune230,month+num+org+role,False,False,True,False,True,True,False,False
AgentChunkPageJune231,month+num+org+role,False,False,True,False,True,True,False,False
AgentChunkPageJune232,month+num+org+role,False,False,True,False,True,True,False,False
AgentChunkPageJune233,month+num+org+role,False,False,True,False,True,True,False,False
AgentCitationDigitalLibraryRefX183931,longnum+org+role,False,False,False,False,True,True,False,True
AgentCitationEntryEconomicsPDFZZ942,num+org+role,False,False,False,False,True,True,False,False
AgentCitationInvestMethodJune19AA,month+num+org+role,False,False,True,False,True,True,False,False
AgentCitationSECJun19A,cohort_date+month+num+org+role+source,True,False,True,True,True,True,False,False
AgentCitationTechDirectMETLRecordHashB0526,longnum+org+role,False,False,False,False,True,True,False,True
AgentCitationTechTmpQ7333103,longnum+org+role,False,False,False,False,True,True,False,True
AgentCitationTransformJuneM,month+org+role,False,False,True,False,True,True,False,False
AgentCitationsBridgeCitiesTX2026,longnum+org+role,False,False,False,False,True,True,False,True
AgentCitationsJune2026Beta,longnum+month+org+role,False,False,True,False,True,True,False,True
AgentCite717093,longnum+org+role,False,False,False,False,True,True,False,True
AgentCiteTBRowsABCE,org+role,False,False,False,False,True,True,False,False
AgentClarkAliasReadersM6009,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkCitationPageX7774,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkCitationsShortProxyZ9912,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkCleanJoinedEconRefsFinalQQ90127,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkCorsArchiveReadersTTX99021,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkCorsEncodedFinalReadersWQ741,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEcoProxyTests,org+role,False,False,False,False,True,True,False,False
AgentClarkEcoProxyTests2,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEcoProxyTests3,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEcoProxyTests4,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEcon006Test,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEconNewsletterCitationsNQ01,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEconomicsLinksX1,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEconomicsLinksX2,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEconomicsLinksX7,num+org+role,False,False,False,False,True,True,False,False
AgentClarkEncodedDotsReaderGZ81,num+org+role,False,False,False,False,True,True,False,False
AgentClarkFilteredReadersZ900,num+org+role,False,False,False,False,True,True,False,False
AgentClarkGETTest008,num+org+role,False,False,False,False,True,True,False,False
AgentClarkHtmlWrapperSourceR771,num+org+role,False,False,False,False,True,True,False,False
AgentClarkJQPExcerptStudyZZ0601,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkJQPSimpleDiagnosticsTT71,num+org+role,False,False,False,False,True,True,False,False
AgentClarkJqpCorrectEncodedAA91,num+org+role,False,False,False,False,True,True,False,False
AgentClarkJqpCorrectEncodedVV90,num+org+role,False,False,False,False,True,True,False,False
AgentClarkJqpEncodedEndpointWW91,num+org+role,False,False,False,False,True,True,False,False
AgentClarkJsonMarkdownTestX8Q1,num+org+role,False,False,False,False,True,True,False,False
AgentClarkLongLinkZ,org+role,False,False,False,False,True,True,False,False
AgentClarkMapLinks008V2,num+org+role,False,False,False,False,True,True,False,False
AgentClarkMapLinks008V3,num+org+role,False,False,False,False,True,True,False,False
AgentClarkMem8ReaderPDFZT7710,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkMemExactCitationsN701,num+org+role,False,False,False,False,True,True,False,False
AgentClarkMemGoodFiveSixPDFLinkXX99321,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkMemo2012VariantsDX8,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkMetaCitationsCreatedByA01Z,num+org+role,False,False,False,False,True,True,False,False
AgentClarkMetaEncodedB0199,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkMetaTitlesC01992,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkNewsArchRefTY86321,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkNewsletterCitationJYV78415,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkNewsletterLinksJune2026Y9,longnum+month+org+role,False,False,True,False,True,True,False,True
AgentClarkNewsletterProxyXYZQ10,num+org+role,False,False,False,False,True,True,False,False
AgentClarkNewsletterReaderLinksCFJuneV3,month+num+org+role,False,False,True,False,True,True,False,False
AgentClarkNewsletterReaderLinksCFQ2,num+org+role,False,False,False,False,True,True,False,False
AgentClarkNewsletterRefDX,org+role,False,False,False,False,True,True,False,False
AgentClarkPDFCorsRawLinksV922,num+org+role,False,False,False,False,True,True,False,False
AgentClarkPDFLinksRenderF9912,longnum+org+role,False,False,False,False,True,True,False,True
AgentClarkRetryCookie,org+role,False,False,False,False,True,True,False,False
AgentClarkSortedJqQ700,num+org+role,False,False,False,False,True,True,False,False
AgentClarkSourcesRawJson42Bridge,num+org+role,False,False,False,False,True,True,False,False
AgentClarkTextReadersNQ88,num+org+role,False,False,False,False,True,True,False,False
AgentCleanDataUSAExactTest,org+role+source,True,False,False,False,True,True,False,False
AgentClickableHub9912307,longnum+org+role,False,False,False,False,True,True,False,True
AgentClothingAllStatesCSVJun05X,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
AgentClothingChunksJune05Fresh1025,longnum+month+org+role+topic,False,True,True,False,True,True,False,True
AgentClothingStoresMay8Research,cohort_date+month+num+org+role+topic,False,True,True,True,True,True,False,False
AgentClothingWorkforceCA4481MayX,longnum+month+org+role+topic,False,True,True,False,True,True,False,True
