cohort,pagerank,in_gew,out_gew
datausa-language-french|Jul14,0.0018768120370303055,7,9
datausa-sector61-state|Feb27,0.0018602747822409258,5,7
datausa-cashiers-masters|Jan12,0.0018575560828772355,12,9
oecd-equity|May03,0.0018547828973949896,6,5
datausa-grocery-workforce|Jun10,0.0018522749418495338,6,6
datausa-cashiers-masters|May28,0.0018457014238969015,12,15
oecd-regional-co2|Feb15,0.0018395423124653188,5,5
ihme-cvd-deaths|Aug16,0.0018145602168370793,5,4
ihme-family-planning|Dec13,0.001812418121892031,6,7
datausa-sector61-state|Mar12,0.0017964977318658726,5,5
datausa-enrollment-asian|Sep18,0.0017896419617086544,3,2
datausa-sector61-state|Apr19,0.0017834946793978388,5,3
datausa-sector61-state|Jun11,0.0017813662425907892,4,4
datausa-police-wage-age|Mar13,0.001779163356951494,5,5
datausa-construction-workforce|Aug27,0.0017723729184294086,5,6
datausa-poverty-county|Oct25,0.001771153328501429,2,1
datausa-occupation-salary-61-62|Nov05,0.0017564126155798967,5,5
ihme-cvd-deaths|Nov28,0.0017562396202592807,4,3
oecd-equity|Feb17,0.001752863063865432,4,4
oecd-equity|Jun05,0.0017522841177316604,5,5
datausa-transport-production|Dec08,0.001745026937080589,6,7
datausa-language-french|Sep03,0.0017425556004520566,6,6
ihme-cvd-deaths|Jul30,0.0017395008149800972,4,4
ihme-cvd-deaths|Aug09,0.0017393721281635899,4,5
datausa-sector61-state|Sep21,0.0017382826055691958,6,6
datausa-cashiers-masters|Mar20,0.001730799031049552,4,5
datausa-sector61-state|Jul11,0.0017299839357937973,5,2
datausa-poverty-county|Nov18,0.0017222418528134024,6,3
oecd-equity|Mar30,0.0017081759172953865,4,5
datausa-transport-production|Jul22,0.001704052453895171,2,2
ihme-cvd-deaths|Dec30,0.00170300254058862,4,4
datausa-language-french|Nov24,0.001698327383264517,7,7
datausa-clothing-workforce|Jul23,0.0016973271496370566,5,6
oecd-equity|Nov02,0.0016954372637310105,4,2
datausa-construction-workforce|Dec03,0.0016918852189503086,7,8
datausa-transport-production|Mar19,0.0016850572662615718,5,5
datausa-clothing-workforce|Jan08,0.0016722093716460733,4,2
datausa-grocery-workforce|Mar13,0.0016711508505960974,7,7
datausa-finance-gender-gap|May22,0.0016705611483162068,4,5
datausa-cashiers-masters|Sep02,0.001670518333970858,4,3
oecd-equity|Jun19,0.0016589965440466244,4,3
oecd-regional-co2|Mar05,0.001647998807855605,2,2
datausa-sector61-state|Jun20,0.0016417671101098892,6,7
ihme-cvd-deaths|Dec08,0.0016370407330437498,4,5
datausa-grocery-workforce|Aug02,0.0016327460719525698,5,6
datausa-grocery-workforce|Jul17,0.0016268492198262651,5,6
datausa-maids-wage|Oct06,0.0016255912761529358,5,5
datausa-grocery-workforce|Jun15,0.0016255366499163557,5,3
datausa-transport-production|Nov04,0.0016192165115443283,2,2
datausa-maids-wage|Feb29,0.0016117872062753184,5,5
datausa-language-french|Apr19,0.001607502572874392,5,6
oecd-regional-co2|Apr01,0.0015780973034982284,2,1
oecd-regional-co2|Jan01,0.0015734026030678621,2,2
datausa-cashiers-masters|Oct18,0.0015625569902191373,3,2
oecd-equity|May28,0.0015611573563930504,3,2
datausa-clothing-workforce|Apr07,0.0015585115615406949,3,5
oecd-equity|Jul21,0.0015578184770511374,4,6
oecd-regional-co2|Nov09,0.0015413250106028934,2,2
datausa-maids-wage|Dec27,0.0015409380563154152,4,5
datausa-construction-workforce|Feb23,0.0015386632121554388,4,5
datausa-sector61-state|Mar19,0.0015359625599736283,5,5
datausa-sector61-state|Dec05,0.0015329754933504252,5,5
datausa-maids-wage|Mar03,0.00153058895241251,3,3
datausa-sector61-state|Sep13,0.001529803317113501,4,4
datausa-grocery-workforce|May17,0.0015291042843663736,6,2
datausa-police-wage-age|Mar31,0.0015279860971422572,4,5
datausa-construction-workforce|Apr02,0.0015221951005469686,5,6
oecd-equity|Dec19,0.0015198980075725235,3,2
ihme-cvd-deaths|Sep24,0.0015193732148733228,5,5
datausa-construction-workforce|Aug10,0.0015169697471922778,4,4
datausa-sector61-state|Mar28,0.0015140158605165123,5,3
datausa-clothing-workforce|Mar09,0.0015112118473162948,4,2
datausa-clothing-workforce|Mar19,0.0015105115579910078,4,11
oecd-equity|Jul10,0.0015080153484973604,4,5
datausa-cashiers-masters|Dec29,0.0015059318688790406,5,5
ihme-cvd-deaths|Aug04,0.0015031085461141582,4,2
datausa-sector61-state|Aug20,0.0015026281454958372,3,3
oecd-equity|Sep14,0.0014939284379980216,3,3
datausa-poverty-state|Oct11,0.00148291626510985,3,3
datausa-clothing-workforce|Aug07,0.0014797112371758693,5,6
datausa-enrollment-asian|Sep23,0.0014794719407444886,2,2
datausa-grocery-workforce|Feb20,0.0014730510161311476,5,5
datausa-cashiers-masters|Nov14,0.001464252998636274,2,2
datausa-grocery-workforce|Oct27,0.0014536243598309248,5,5
datausa-language-french|Nov01,0.0014507544524706463,3,2
nyc-veterans|Nov25,0.0014495800763697129,4,3
oecd-regional-co2|Mar13,0.0014483501076784494,3,2
nyc-veterans|Feb20,0.0014477675942615193,4,4
datausa-sector61-state|Mar03,0.001447201740076227,5,8
datausa-construction-workforce|Oct18,0.001443209304351068,6,5
datausa-finance-gender-gap|Aug27,0.0014334268562601216,3,3
datausa-transport-production|Jun30,0.0014303786575704336,2,1
datausa-construction-workforce|Apr30,0.0014298629276170455,5,5
nyc-veterans|Oct27,0.0014227107068836224,4,4
datausa-clothing-workforce|Dec27,0.0014198741473453963,4,3
datausa-construction-workforce|Aug21,0.0014119009232679077,6,6
datausa-cashiers-bachelors|Jan31,0.00140761971068534,5,1
datausa-sector61-state|Mar20,0.0014072986449892315,4,3
datausa-maids-wage|Jan12,0.0013925601310954112,4,3
datausa-poverty-county|May24,0.0013914871605135498,5,7
vermont-rent|Apr14,0.0013885526351468827,5,5
ihme-cvd-deaths|Feb05,0.0013796166500910547,5,5
datausa-clothing-workforce|Sep30,0.0013721169733822548,4,4
datausa-construction-wage|May17,0.0013708966319453501,2,1
datausa-construction-wage|Sep21,0.0013708966319453501,1,2
datausa-sector61-state|Sep11,0.0013686831415713951,4,3
datausa-clothing-workforce|Aug14,0.0013661935140539647,3,3
datausa-sector61-state|Jul26,0.001365688821803917,2,2
ihme-cvd-deaths|Oct25,0.0013588619463914885,3,3
datausa-transport-production|Mar20,0.0013581579911770092,2,2
datausa-clothing-workforce|Jul01,0.0013546841552062653,4,4
datausa-construction-workforce|Mar07,0.0013530059653067323,3,3
datausa-grocery-workforce|May15,0.0013489734990840662,4,3
datausa-maids-wage|Nov22,0.0013433983017380195,4,4
datausa-transport-production|Apr17,0.0013417719323049414,4,3
datausa-poverty-county|Jun10,0.0013384814201138433,5,8
datausa-construction-workforce|Aug11,0.0013384278594539907,3,3
datausa-clothing-workforce|May16,0.0013350288328189503,4,4
datausa-grocery-workforce|Jan31,0.0013232970379932491,8,8
oecd-equity|Aug02,0.0013207921688621223,4,3
datausa-clothing-workforce|Jun23,0.0013207896237206525,4,4
datausa-enrollment-asian|Sep09,0.0013203042021772977,2,2
datausa-poverty-county|Aug06,0.0013189314447466353,5,5
datausa-clothing-workforce|Dec09,0.0013187235718838297,2,1
ihme-cvd-deaths|Oct30,0.001314705803447173,3,3
datausa-cashiers-masters|Jun07,0.0013059753312617253,4,5
ihme-cvd-deaths|Jul09,0.0013044090100100066,3,2
datausa-clothing-workforce|Jul14,0.0012783581606881673,4,4
datausa-cashiers-masters|May07,0.0012730876088429927,3,3
datausa-construction-workforce|Nov18,0.001265884576610036,5,6
datausa-cashiers-bachelors|Jan02,0.0012618179524655827,1,0
datausa-cashiers-masters|Jan02,0.0012618179524655827,1,1
ihme-cvd-deaths|May30,0.0012603291964870358,4,2
ihme-cvd-deaths|May12,0.0012410598374329859,4,2
datausa-police-wage-age|Dec28,0.0012380870806518911,4,3
ihme-cvd-deaths|Nov18,0.0012308582030177042,3,3
datausa-grocery-workforce|Jul09,0.0012295855831701169,5,6
datausa-clothing-workforce|Jan17,0.001228843233681813,4,4
datausa-maids-wage|Apr17,0.001222585510802045,4,4
datausa-clothing-workforce|Aug27,0.0012107122943401498,3,4
datausa-construction-workforce|Aug17,0.001205910867560029,3,3
oecd-regional-co2|Jun28,0.0012011808422258464,1,3
oecd-equity|Jan02,0.0012007998461308902,3,3
oecd-equity|Feb28,0.0011979701393399827,4,4
ihme-cvd-deaths|Oct09,0.0011955826283194166,2,2
oecd-equity|Oct15,0.0011948891522119071,4,2
datausa-cashiers-masters|Feb28,0.0011880490864423965,5,5
datausa-maids-wage|Oct16,0.001186182979523183,2,3
datausa-clothing-workforce|Jul18,0.001184115361133003,3,2
datausa-language-french|Oct13,0.001178528746964115,4,4
datausa-poverty-state|Jul26,0.001177550702656291,3,3
datausa-sector61-state|Jun15,0.0011771978160955495,2,0
datausa-transport-production|Aug29,0.001173947274987337,3,3
datausa-transport-production|Jun18,0.001172878618131033,3,2
datausa-sector61-state|Jul21,0.0011659699824162154,2,2
oecd-regional-co2|Oct30,0.0011636683328415615,3,3
datausa-cashiers-masters|Dec21,0.0011635046366750205,3,3
datausa-clothing-workforce|Jan28,0.0011553570415943645,3,3
nyc-veterans|Aug07,0.0011473827297449864,3,3
nyc-veterans|Feb22,0.0011426336440058687,3,3
datausa-transport-production|Nov30,0.0011358323336794138,2,1
vermont-rent|Apr06,0.0011338399387087659,4,1
datausa-clothing-workforce|Oct01,0.0011337428795498918,3,2
datausa-grocery-workforce|Dec09,0.0011322441560375999,2,2
datausa-occupation-salary-61-62|Apr10,0.001127728344304611,3,2
datausa-grocery-workforce|Nov15,0.0011274959130380966,5,3
ihme-cvd-deaths|May19,0.0011232368777722864,2,2
datausa-transport-production|Aug23,0.0011216319000375322,3,3
datausa-sector61-state|Aug18,0.001120281792719478,3,5
oecd-equity|Aug17,0.0011180342154797043,2,3
ihme-cvd-deaths|May03,0.0011173297620208108,3,3
fuel-poverty-ni|May17,0.001114776541977147,3,3
datausa-cashiers-bachelors|Sep12,0.0011145946383964134,2,2
datausa-transport-production|Jun09,0.0011113394721049647,3,3
oecd-equity|Dec04,0.001110055096462561,3,3
datausa-cashiers-masters|Nov01,0.0011061237621437267,4,3
nyc-veterans|Dec30,0.0011045600532531604,3,3
datausa-police-wage-age|Dec07,0.001100572864288156,3,3
datausa-clothing-workforce|Jul21,0.0011004545417849837,2,2
datausa-sector61-state|May02,0.0010966362162121745,3,3
oecd-equity|May04,0.0010931981061360753,2,2
datausa-language-french|Sep13,0.0010928254736901604,4,2
datausa-clothing-workforce|Jul11,0.0010877263514017068,3,3
datausa-language-french|Jul17,0.0010833891436897712,4,7
datausa-construction-workforce|Nov25,0.0010763480284707147,2,1
datausa-poverty-county|Aug11,0.0010761080337867211,3,2
datausa-language-french|Nov11,0.001071768699491714,4,2
ihme-cvd-deaths|Mar25,0.0010693408227144129,3,2
datausa-police-wage-age|May08,0.0010664240080966872,3,3
ihme-family-planning|Nov27,0.0010557272698593176,3,3
datausa-sector61-state|Sep14,0.0010523110490446876,3,2
oecd-equity|Apr28,0.0010522078815478576,3,3
datausa-grocery-workforce|Jul10,0.0010512319538678392,3,1
datausa-clothing-workforce|Aug16,0.0010512224798614443,2,3
datausa-grocery-workforce|Jul14,0.001051030474511538,4,2
datausa-grocery-workforce|Aug03,0.001049414989537742,3,2
ihme-cvd-deaths|Nov21,0.001047202106760739,3,6
ihme-cvd-deaths|Mar10,0.001046563940134703,2,2
oecd-regional-co2|Sep30,0.0010445223697323784,2,1
datausa-police-wage-age|Jan27,0.0010402988926157403,3,2
datausa-poverty-county|Jul14,0.0010348795009581832,2,3
oecd-equity|Feb11,0.001033639083157068,2,2
datausa-grocery-workforce|Mar23,0.001029153152089601,3,3
oecd-equity|Jan12,0.0010251169350313039,3,4
datausa-grocery-workforce|Jul30,0.0010233644323372575,3,3
ihme-cvd-deaths|Mar04,0.0010221410849276756,2,2
datausa-language-french|May08,0.001021275721138071,4,5
datausa-clothing-workforce|May03,0.0010173774009592787,3,3
datausa-language-french|Mar21,0.0010170035585660739,3,3
datausa-clothing-workforce|Jun30,0.0010083519542152862,3,3
datausa-sector61-state|Dec17,0.001002937194186401,3,3
datausa-transport-production|Oct12,0.0010026822192831296,3,3
datausa-clothing-workforce|Jul03,0.0010025625705907338,3,3
uefa-pass-accuracy|Mar21,0.0010000710978795052,3,2
datausa-maids-wage|Aug11,0.0009984702620711734,2,2
datausa-sector61-state|Aug27,0.0009982966036970952,2,2
datausa-clothing-workforce|Apr20,0.0009940165093710518,3,3
datausa-sector61-state|Sep26,0.0009930356960334266,3,3
datausa-sector61-state|Jan31,0.0009925027076456662,2,2
vermont-rent|Apr02,0.0009890474355931512,4,3
datausa-poverty-state|Jun18,0.000988738211773453,3,2
datausa-clothing-workforce|Aug19,0.0009872853239376834,3,2
ihme-family-planning|Oct28,0.000985450592835543,3,3
datausa-construction-workforce|Sep11,0.0009853737157070703,3,3
datausa-sector61-state|May13,0.0009840855922532198,3,4
ihme-cvd-deaths|Oct22,0.0009812212390431384,2,1
datausa-poverty-county|Sep26,0.0009811312646391382,3,2
datausa-sector61-state|May07,0.0009734514297826886,2,2
ihme-family-planning|Jan26,0.0009711293508422984,3,3
ihme-cvd-deaths|Nov03,0.0009698701801744829,2,2
ihme-cvd-deaths|Oct03,0.0009689989520540535,2,1
datausa-ivy-tuition|Jul08,0.0009673652179084684,2,2
ihme-cvd-deaths|Mar27,0.0009670071060249337,3,3
datausa-maids-wage|Jul08,0.0009641981287821225,2,2
datausa-clothing-workforce|Nov11,0.0009578796708047892,2,1
datausa-clothing-workforce|Sep22,0.0009562034624719652,3,3
datausa-construction-workforce|May15,0.0009561071441044976,1,1
datausa-finance-gender-gap|Mar30,0.0009453371495728183,2,2
ihme-cvd-deaths|Jun26,0.0009446175821786219,2,3
datausa-production-share|Aug21,0.0009431515820667113,5,3
datausa-sector61-state|Mar16,0.0009424290918529028,3,4
ihme-cvd-deaths|May26,0.0009326230009609508,2,3
ihme-cvd-deaths|Feb20,0.0009295306842541474,2,2
ihme-cvd-deaths|Dec22,0.000928188286193157,2,2
datausa-clothing-workforce|Oct21,0.0009232997278800734,3,3
datausa-production-share|Mar20,0.0009219719661311478,6,6
datausa-maids-wage|Nov17,0.0009218639620886989,1,1
vermont-rent|Aug11,0.0009215777944421839,3,2
datausa-language-french|Aug12,0.0009205617126658241,2,3
datausa-enrollment-asian|Oct02,0.0009198622073336338,2,2
datausa-clothing-workforce|Dec01,0.0009197411122669902,1,2
datausa-clothing-workforce|Aug25,0.0009196648989497914,3,3
datausa-sector61-state|Jan07,0.0009182096753851262,2,1
fuel-poverty-ni|Nov30,0.000917824561296364,2,2
ihme-family-planning|Apr26,0.0009069012252571301,2,3
datausa-clothing-workforce|Apr27,0.0009054733957136925,2,1
datausa-police-wage-age|Jul31,0.0009050448807803267,2,3
oecd-equity|Mar26,0.0009020140829545849,3,2
datausa-maids-wage|Aug22,0.0008971855953465541,2,2
datausa-construction-workforce|Nov09,0.0008955485392871444,3,2
datausa-clothing-workforce|Mar29,0.000892151044305706,3,3
oecd-equity|Nov23,0.0008909677963031666,3,1
datausa-sector61-state|Aug24,0.0008882598947762659,2,2
datausa-clothing-workforce|Oct18,0.0008863957105219764,2,1
datausa-construction-workforce|May10,0.0008825570517867593,2,1
datausa-construction-workforce|Jan20,0.0008799584938450958,3,4
datausa-language-french|Nov30,0.0008784311695154111,3,2
datausa-maids-wage|Dec30,0.0008750157074986134,2,2
datausa-grocery-workforce|Nov30,0.0008741121846291787,2,2
datausa-clothing-workforce|Aug05,0.000873040070048747,3,3
ihme-smoking|Dec16,0.0008705481340144517,2,2
oecd-equity|May14,0.0008699588978872644,1,1
oecd-equity|May16,0.0008699522563724079,2,2
datausa-sector61-state|Oct27,0.0008692750034377739,2,2
datausa-clothing-workforce|Sep25,0.0008689340753898587,2,2
datausa-occupation-salary-61-62|Mar14,0.0008684590869405539,2,2
datausa-sector61-state|Dec24,0.0008644511221132073,2,2
vermont-rent|Jul30,0.0008626649341547342,4,3
oecd-equity|Apr14,0.0008605831977726575,2,3
datausa-sector61-state|May11,0.0008598425548094908,3,3
datausa-grocery-workforce|Sep24,0.0008588234305163512,2,4
datausa-grocery-workforce|Jul28,0.0008578892365092704,1,1
datausa-maids-wage|Sep18,0.0008576030665756697,2,2
oecd-equity|Feb21,0.0008531728558139318,1,1
datausa-clothing-workforce|May11,0.0008508815248754707,1,1
datausa-maids-wage|Sep21,0.0008502257505907378,4,4
uefa-pass-accuracy|Mar16,0.0008473773631119904,2,2
datausa-cashiers-masters|Mar23,0.000843122759157728,4,5
datausa-maids-wage|Jul17,0.0008398311070764245,2,1
datausa-sector61-state|Jun06,0.0008387700039172263,2,1
datausa-cashiers-masters|Sep09,0.0008358355833138455,5,6
datausa-enrollment-asian|May22,0.0008354668927085945,1,1
ihme-cvd-deaths|Aug17,0.0008351463466109991,2,3
datausa-cashiers-masters|Oct16,0.0008318840536092558,1,1
datausa-sector61-state|Oct21,0.0008294488338952451,2,3
datausa-transport-production|Aug19,0.0008273721237463126,2,2
datausa-grocery-workforce|Mar06,0.000827186583037761,3,6
ihme-cvd-deaths|Jan31,0.0008242362667704794,2,4
datausa-clothing-workforce|Jan30,0.0008237592566697378,3,2
datausa-language-french|Feb27,0.0008236665176572085,1,1
datausa-sector61-state|Oct25,0.0008231643235961654,2,2
datausa-clothing-workforce|Sep04,0.0008192392315394365,2,3
oecd-equity|Mar03,0.0008156565735306052,2,2
datausa-grocery-workforce|Feb09,0.0008102560325815276,2,0
datausa-police-wage-age|Dec21,0.0008095988226212032,2,1
oecd-equity|Dec29,0.0008064961408853734,2,4
oecd-equity|Apr06,0.0008053869453353338,2,2
datausa-grocery-workforce|Apr20,0.0008003819313109279,3,5
datausa-poverty-state|Jul03,0.0007998502435141081,2,2
datausa-enrollment-asian|Mar31,0.0007974139721139298,1,1
datausa-clothing-workforce|Mar14,0.0007955584558254067,2,2
datausa-ivy-tuition|Jun23,0.0007943110811997036,2,2
datausa-construction-workforce|Jun03,0.0007936385171476761,3,3
ihme-lymphatic-filariasis|Dec10,0.0007932850593825263,1,0
datausa-grocery-workforce|Jul12,0.0007879531105610063,3,3
datausa-construction-workforce|Mar19,0.0007873256322833373,1,1
datausa-cashiers-masters|Feb02,0.0007856586091186348,2,1
oecd-equity|Mar22,0.0007855432284287925,2,2
datausa-transport-production|Nov26,0.0007851329535790508,1,1
oecd-equity|Jul24,0.0007802816886467053,2,3
datausa-clothing-workforce|Sep28,0.0007799507677403543,2,2
datausa-occupation-salary-61-62|Apr01,0.0007792091168493221,1,0
datausa-cashiers-masters|Jan19,0.0007747961547946587,1,0
oecd-equity|Aug03,0.0007709872607075116,2,2
datausa-grocery-workforce|Mar28,0.0007707767476985488,2,3
oecd-equity|Sep17,0.000763907342540623,2,3
ihme-family-planning|Dec24,0.0007618934257097878,2,0
ihme-cvd-deaths|Dec26,0.0007601671947487793,2,1
datausa-clothing-workforce|Dec30,0.0007573558266976282,2,1
