fam,round,item,label,time,first,lead_h
CVD,5,Poland,OpenAIHealthdataCVDSept21,2026-06-19 02:39:54+00:00,2026-06-19 00:05:48+00:00,2.5683333333333334
CVD,5,Poland,OpenAIJan07,2026-06-19 00:38:31+00:00,2026-06-19 00:05:48+00:00,0.5452777777777778
CVD,5,Poland,OpenAIJan07CVD,2026-06-21 10:43:24+00:00,2026-06-19 00:05:48+00:00,58.626666666666665
CVD,5,Poland,OpenAIJul09CVD,2026-06-21 10:08:10+00:00,2026-06-19 00:05:48+00:00,58.03944444444444
CVD,5,Poland,OpenAIMar10CVD,2026-06-21 08:38:58+00:00,2026-06-19 00:05:48+00:00,56.55277777777778
CVD,5,Poland,OpenAIMay03CVDScout,2026-06-21 09:48:53+00:00,2026-06-19 00:05:48+00:00,57.71805555555556
CVD,5,Poland,OpenAIMay10CVD,2026-06-21 10:09:38+00:00,2026-06-19 00:05:48+00:00,58.06388888888889
CVD,5,Poland,OpenAIMay19CVD,2026-06-21 10:04:19+00:00,2026-06-19 00:05:48+00:00,57.97527777777778
CVD,5,Poland,OpenAINov16CVD,2026-06-21 07:38:38+00:00,2026-06-19 00:05:48+00:00,55.547222222222224
CVD,5,Poland,OpenAIOct29CVDLive,2026-06-21 10:19:12+00:00,2026-06-19 00:05:48+00:00,58.223333333333336
CVD,5,Poland,OpenAIResearchApr23,2026-06-21 06:26:28+00:00,2026-06-19 00:05:48+00:00,54.34444444444444
CVD,5,Poland,OpenAIResearchDec30CVD,2026-06-21 08:57:32+00:00,2026-06-19 00:05:48+00:00,56.86222222222222
CVD,5,Poland,OpenAIResearchMar25,2026-06-21 08:38:32+00:00,2026-06-19 00:05:48+00:00,56.54555555555555
CVD,5,Poland,OpenAIResearchMay02,2026-06-21 08:56:10+00:00,2026-06-19 00:05:48+00:00,56.839444444444446
CVD,5,Poland,OpenAIResearchOct25X,2026-06-21 08:15:05+00:00,2026-06-19 00:05:48+00:00,56.15472222222222
CVD,5,Poland,OpenAIResearchSep22,2026-06-21 09:16:32+00:00,2026-06-19 00:05:48+00:00,57.17888888888889
CVD,5,Poland,ResearchAgentMay14,2026-06-21 09:13:17+00:00,2026-06-19 00:05:48+00:00,57.124722222222225
CVD,5,Poland,ResearchHelperX,2026-06-20 10:58:20+00:00,2026-06-19 00:05:48+00:00,34.87555555555556
CVD,5,Poland,Sep24CVDScout,2026-06-21 08:33:28+00:00,2026-06-19 00:05:48+00:00,56.46111111111111
Cashier,1,Business,OpenAIOct10Cashier,2026-06-19 16:43:07+00:00,2026-06-19 12:58:46+00:00,3.7391666666666667
Cashier,1,Business,OpenAIResearchJan021781880284,2026-06-19 14:44:47+00:00,2026-06-19 12:58:46+00:00,1.7669444444444444
Cashier,1,Business,OpenAIResearchJan021781880878,2026-06-19 14:54:41+00:00,2026-06-19 12:58:46+00:00,1.9319444444444445
Cashier,1,Business,OpenAIResearchMar02,2026-06-19 16:09:19+00:00,2026-06-19 12:58:46+00:00,3.1758333333333333
Cashier,1,Business,OpenAIResearchSep12,2026-06-19 12:58:46+00:00,2026-06-19 12:58:46+00:00,0.0
Cashier,1,Education,CashierCoordDec02OAI,2026-06-17 02:41:57+00:00,2026-06-17 01:55:59+00:00,0.7661111111111111
Cashier,1,Education,CashierCoordDec12OAI,2026-06-17 15:14:23+00:00,2026-06-17 01:55:59+00:00,13.306666666666667
Cashier,1,Education,CashierCoordDec18OAI,2026-06-17 02:09:01+00:00,2026-06-17 01:55:59+00:00,0.21722222222222223
Cashier,1,Education,CashierCoordFeb07OAI,2026-06-17 02:37:46+00:00,2026-06-17 01:55:59+00:00,0.6963888888888888
Cashier,1,Education,CashierCoordMar20OAI,2026-06-17 02:30:29+00:00,2026-06-17 01:55:59+00:00,0.575
Cashier,1,Education,CashierCoordOct22OAI,2026-06-17 02:02:00+00:00,2026-06-17 01:55:59+00:00,0.10027777777777777
Cashier,1,Education,Jun10PovertyWatcher,2026-06-17 04:14:32+00:00,2026-06-17 01:55:59+00:00,2.3091666666666666
Cashier,1,Education,Jun20VeteranAgent,2026-06-19 11:51:32+00:00,2026-06-17 01:55:59+00:00,57.92583333333334
Cashier,1,Education,Nov18PovertyWatcher,2026-06-17 08:50:46+00:00,2026-06-17 01:55:59+00:00,6.913055555555555
Cashier,1,Education,Nov21ClothingAgent,2026-06-17 02:35:41+00:00,2026-06-17 01:55:59+00:00,0.6616666666666666
Cashier,1,Education,Nov26ResearchReader,2026-06-17 03:31:56+00:00,2026-06-17 01:55:59+00:00,1.5991666666666666
Cashier,1,Education,OAIJul20SectorAgent,2026-06-17 01:55:59+00:00,2026-06-17 01:55:59+00:00,0.0
Cashier,1,Education,OpenAIFeb13Fast6m,2026-06-20 17:46:49+00:00,2026-06-17 01:55:59+00:00,87.84722222222223
Cashier,1,Education,OpenAIFeb20Cashier2027,2026-06-19 12:35:28+00:00,2026-06-17 01:55:59+00:00,58.658055555555556
Cashier,1,Education,OpenAIHelperApr18,2026-06-17 02:23:55+00:00,2026-06-17 01:55:59+00:00,0.46555555555555556
Cashier,1,Education,OpenAIJul08Cashier,2026-06-19 12:28:52+00:00,2026-06-17 01:55:59+00:00,58.54805555555556
Cashier,1,Education,OpenAIResearchApr10X,2026-06-17 13:10:37+00:00,2026-06-17 01:55:59+00:00,11.24388888888889
Cashier,1,Education,OpenAIResearchJul09,2026-06-17 07:59:40+00:00,2026-06-17 01:55:59+00:00,6.061388888888889
Cashier,1,Education,ResearchBotXYZ,2026-06-17 02:57:10+00:00,2026-06-17 01:55:59+00:00,1.0197222222222222
Cashier,1,Education,ResearchHelperJun24X,2026-06-17 04:16:37+00:00,2026-06-17 01:55:59+00:00,2.343888888888889
Cashier,1,Education,SectorAgentFeb16OAI,2026-06-17 02:15:08+00:00,2026-06-17 01:55:59+00:00,0.31916666666666665
Cashier,2,Business,ArchiveResearchOct30,2026-06-17 05:28:42+00:00,2026-06-16 12:00:21+00:00,17.4725
Cashier,2,Business,CashierCoordApr02OAI,2026-06-17 04:36:34+00:00,2026-06-16 12:00:21+00:00,16.60361111111111
Cashier,2,Business,CashierCoordDec12OAI,2026-06-17 15:14:23+00:00,2026-06-16 12:00:21+00:00,27.233888888888888
Cashier,2,Business,CashierCoordJan17OAI,2026-06-17 03:26:30+00:00,2026-06-16 12:00:21+00:00,15.435833333333333
Cashier,2,Business,CashierCoordJanTenOAI,2026-06-17 03:19:40+00:00,2026-06-16 12:00:21+00:00,15.321944444444444
Cashier,2,Business,CashierCoordJul23OAI,2026-06-17 06:48:35+00:00,2026-06-16 12:00:21+00:00,18.80388888888889
Cashier,2,Business,CashierCoordMar20OAI,2026-06-17 02:46:18+00:00,2026-06-16 12:00:21+00:00,14.765833333333333
Cashier,2,Business,CashierCoordNov01OAI,2026-06-17 07:41:28+00:00,2026-06-16 12:00:21+00:00,19.685277777777777
Cashier,2,Business,CashierCoordOct22OAI,2026-06-17 02:39:32+00:00,2026-06-16 12:00:21+00:00,14.653055555555556
Cashier,2,Business,CashierCoordOct30OAI,2026-06-17 07:27:07+00:00,2026-06-16 12:00:21+00:00,19.44611111111111
Cashier,2,Business,CashierCoordSep01OAI,2026-06-17 02:48:48+00:00,2026-06-16 12:00:21+00:00,14.8075
Cashier,2,Business,DataResearchOne7905,2026-06-17 04:05:08+00:00,2026-06-16 12:00:21+00:00,16.079722222222223
Cashier,2,Business,GroceryAgentSep24X,2026-06-17 01:50:31+00:00,2026-06-16 12:00:21+00:00,13.83611111111111
Cashier,2,Business,Nov08ConstructionAgent,2026-06-17 03:21:02+00:00,2026-06-16 12:00:21+00:00,15.344722222222222
Cashier,2,Business,Nov18PovertyWatcher,2026-06-17 08:50:46+00:00,2026-06-16 12:00:21+00:00,20.84027777777778
Cashier,2,Business,Nov26ResearchReader,2026-06-17 03:14:19+00:00,2026-06-16 12:00:21+00:00,15.232777777777779
Cashier,2,Business,OAIApr15WatcherX,2026-06-17 03:30:58+00:00,2026-06-16 12:00:21+00:00,15.510277777777778
Cashier,2,Business,OpenAIFeb13Fast6m,2026-06-20 17:46:49+00:00,2026-06-16 12:00:21+00:00,101.77444444444444
Cashier,2,Business,OpenAIJul08Cashier,2026-06-19 12:28:52+00:00,2026-06-16 12:00:21+00:00,72.47527777777778
Cashier,2,Business,OpenAIJun23Watcher,2026-06-17 06:22:23+00:00,2026-06-16 12:00:21+00:00,18.36722222222222
Cashier,2,Business,OpenAIMar07A3,2026-06-19 03:28:22+00:00,2026-06-16 12:00:21+00:00,63.466944444444444
Cashier,2,Business,OpenAIOct16Cashier,2026-06-19 13:20:04+00:00,2026-06-16 12:00:21+00:00,73.32861111111112
Cashier,2,Business,OpenAIResearchApr10X,2026-06-17 13:10:37+00:00,2026-06-16 12:00:21+00:00,25.17111111111111
Cashier,2,Business,OpenAIResearchFeb21X,2026-06-17 09:21:01+00:00,2026-06-16 12:00:21+00:00,21.344444444444445
Cashier,2,Business,OpenAIResearchMay07,2026-06-17 03:40:35+00:00,2026-06-16 12:00:21+00:00,15.670555555555556
Cashier,2,Business,OpenAIResearchOct18,2026-06-17 13:08:53+00:00,2026-06-16 12:00:21+00:00,25.142222222222223
Cashier,2,Business,OpenAIResearcherNov13Z,2026-06-17 03:42:58+00:00,2026-06-16 12:00:21+00:00,15.710277777777778
Cashier,2,Business,OurResearchAgent999,2026-06-16 12:00:21+00:00,2026-06-16 12:00:21+00:00,0.0
Cashier,2,Business,ResearchBotXYZ,2026-06-17 02:57:10+00:00,2026-06-16 12:00:21+00:00,14.946944444444444
Cashier,2,Business,ResearchHelperApr08,2026-06-17 05:44:56+00:00,2026-06-16 12:00:21+00:00,17.743055555555557
Cashier,2,Business,ResearchHelperSep11,2026-06-17 03:04:09+00:00,2026-06-16 12:00:21+00:00,15.063333333333333
Cashier,2,Business,ResearchObserverXYZ,2026-06-17 04:30:51+00:00,2026-06-16 12:00:21+00:00,16.508333333333333
Cashier,2,Business,ResearchProbeX,2026-06-17 05:26:59+00:00,2026-06-16 12:00:21+00:00,17.44388888888889
Cashier,2,Education,OpenAIOct10Cashier,2026-06-19 16:43:07+00:00,2026-06-19 12:58:46+00:00,3.7391666666666667
Cashier,2,Education,OpenAIResearchJan021781880878,2026-06-19 14:54:41+00:00,2026-06-19 12:58:46+00:00,1.9319444444444445
Cashier,2,Education,OpenAIResearchMar02,2026-06-19 16:09:19+00:00,2026-06-19 12:58:46+00:00,3.1758333333333333
Cashier,2,Education,OpenAIResearchSep12,2026-06-19 12:58:46+00:00,2026-06-19 12:58:46+00:00,0.0
Cashier,3,Sciences,A3R1781801558881960444,2026-06-18 20:42:04+00:00,2026-06-16 11:40:50+00:00,57.02055555555555
Cashier,3,Sciences,ArchiveResearchOct30,2026-06-17 05:28:42+00:00,2026-06-16 11:40:50+00:00,17.797777777777778
Cashier,3,Sciences,CashierCoordApr02OAI,2026-06-17 04:36:34+00:00,2026-06-16 11:40:50+00:00,16.92888888888889
Cashier,3,Sciences,CashierCoordJan17OAI,2026-06-17 03:48:34+00:00,2026-06-16 11:40:50+00:00,16.128888888888888
Cashier,3,Sciences,CashierCoordJanTenOAI,2026-06-17 03:19:40+00:00,2026-06-16 11:40:50+00:00,15.647222222222222
Cashier,3,Sciences,CashierCoordJun07OAI,2026-06-17 02:24:35+00:00,2026-06-16 11:40:50+00:00,14.729166666666666
Cashier,3,Sciences,CashierCoordJun17OAI,2026-06-16 12:09:00+00:00,2026-06-16 11:40:50+00:00,0.46944444444444444
Cashier,3,Sciences,CashierCoordMar20OAI,2026-06-17 02:53:55+00:00,2026-06-16 11:40:50+00:00,15.218055555555555
Cashier,3,Sciences,CashierCoordOurRun,2026-06-16 11:40:50+00:00,2026-06-16 11:40:50+00:00,0.0
Cashier,3,Sciences,Jun10PovertyWatcher,2026-06-17 03:22:43+00:00,2026-06-16 11:40:50+00:00,15.698055555555555
Cashier,3,Sciences,Jun20VeteranAgent,2026-06-19 12:30:14+00:00,2026-06-16 11:40:50+00:00,72.82333333333334
Cashier,3,Sciences,Nov18PovertyWatcher,2026-06-17 08:50:46+00:00,2026-06-16 11:40:50+00:00,21.165555555555557
Cashier,3,Sciences,OAIApr15WatcherX,2026-06-17 03:30:58+00:00,2026-06-16 11:40:50+00:00,15.835555555555555
Cashier,3,Sciences,OAIResearchApr08,2026-06-17 23:13:35+00:00,2026-06-16 11:40:50+00:00,35.545833333333334
Cashier,3,Sciences,OpenAIFeb13Fast6m,2026-06-20 17:46:49+00:00,2026-06-16 11:40:50+00:00,102.09972222222223
Cashier,3,Sciences,OpenAIJan06,2026-06-21 01:48:15+00:00,2026-06-16 11:40:50+00:00,110.12361111111112
Cashier,3,Sciences,OpenAIJul8Watcher,2026-06-18 01:56:14+00:00,2026-06-16 11:40:50+00:00,38.25666666666667
Cashier,3,Sciences,OpenAIJulThreeWatcher,2026-06-17 01:59:44+00:00,2026-06-16 11:40:50+00:00,14.315
Cashier,3,Sciences,OpenAIOct10Cashier,2026-06-19 16:43:07+00:00,2026-06-16 11:40:50+00:00,77.03805555555556
Cashier,3,Sciences,OpenAIResearchApr10X,2026-06-17 13:10:37+00:00,2026-06-16 11:40:50+00:00,25.496388888888887
Cashier,3,Sciences,OpenAIResearchMar02,2026-06-19 16:09:19+00:00,2026-06-16 11:40:50+00:00,76.47472222222223
Cashier,3,Sciences,OpenAIResearchMay07,2026-06-17 06:08:33+00:00,2026-06-16 11:40:50+00:00,18.461944444444445
Cashier,3,Sciences,OpenAIResearchOct14X,2026-06-19 14:59:38+00:00,2026-06-16 11:40:50+00:00,75.31333333333333
Cashier,3,Sciences,OpenAIResearchOct18,2026-06-17 20:38:47+00:00,2026-06-16 11:40:50+00:00,32.965833333333336
Cashier,3,Sciences,ResearchHelper,2026-06-17 20:36:36+00:00,2026-06-16 11:40:50+00:00,32.92944444444444
Cashier,3,Sciences,ResearchHelperApr08,2026-06-17 05:31:33+00:00,2026-06-16 11:40:50+00:00,17.845277777777778
Cashier,3,Sciences,ResearchHelperSep11,2026-06-17 03:04:09+00:00,2026-06-16 11:40:50+00:00,15.38861111111111
Cashier,3,Sciences,ResearchProbeX,2026-06-17 05:26:59+00:00,2026-06-16 11:40:50+00:00,17.769166666666667
Clothing,2,York,OAIThreadNov26GroceryC,2026-06-16 21:28:16+00:00,2026-06-16 21:28:16+00:00,0.0
Clothing,2,York,OpenAIJul27Runner,2026-06-16 23:04:49+00:00,2026-06-16 21:28:16+00:00,1.6091666666666666
Clothing,2,York,OpenAIResearchDec31X,2026-06-16 21:29:59+00:00,2026-06-16 21:28:16+00:00,0.02861111111111111
Clothing,2,York,OpenAiResearcherApr,2026-06-16 22:49:02+00:00,2026-06-16 21:28:16+00:00,1.346111111111111
Construction,2,California,ArchiveReaderA4,2026-06-17 22:56:05+00:00,2026-06-17 02:42:41+00:00,20.223333333333333
Construction,2,California,ConstructionAgentApr09OAI,2026-06-17 17:30:57+00:00,2026-06-17 02:42:41+00:00,14.804444444444444
Construction,2,California,Jan03A2_1716ad,2026-06-17 21:52:34+00:00,2026-06-17 02:42:41+00:00,19.164722222222224
Construction,2,California,OAI4FFEJul16Current,2026-06-17 17:21:01+00:00,2026-06-17 02:42:41+00:00,14.63888888888889
Construction,2,California,OpenAIConstructionApr30A2,2026-06-17 20:52:25+00:00,2026-06-17 02:42:41+00:00,18.162222222222223
Construction,2,California,OpenAIConstructionNov18Agent,2026-06-17 17:45:31+00:00,2026-06-17 02:42:41+00:00,15.047222222222222
Construction,2,California,OpenAIConstructionOct07Agent,2026-06-17 17:45:47+00:00,2026-06-17 02:42:41+00:00,15.051666666666666
Construction,2,California,OpenAIDec11ConstructionX,2026-06-17 17:50:42+00:00,2026-06-17 02:42:41+00:00,15.133611111111112
Construction,2,California,OpenAIFeb25Construction,2026-06-17 19:12:02+00:00,2026-06-17 02:42:41+00:00,16.489166666666666
Construction,2,California,OpenAIFeb26Construction,2026-06-17 17:43:14+00:00,2026-06-17 02:42:41+00:00,15.009166666666667
Construction,2,California,OpenAIHelperAug27,2026-06-17 22:17:32+00:00,2026-06-17 02:42:41+00:00,19.580833333333334
Construction,2,California,OpenAIHelperDec23X,2026-06-17 20:39:53+00:00,2026-06-17 02:42:41+00:00,17.953333333333333
Construction,2,California,OpenAIJan05Construction,2026-06-17 18:29:29+00:00,2026-06-17 02:42:41+00:00,15.78
Construction,2,California,OpenAIJul26ConstructionX,2026-06-17 18:17:11+00:00,2026-06-17 02:42:41+00:00,15.575
Construction,2,California,OpenAIJun15Construction,2026-06-17 22:12:43+00:00,2026-06-17 02:42:41+00:00,19.500555555555554
Construction,2,California,OpenAIMay26Construction,2026-06-17 22:59:54+00:00,2026-06-17 02:42:41+00:00,20.286944444444444
Construction,2,California,OpenAIObserverNov09,2026-06-17 02:42:41+00:00,2026-06-17 02:42:41+00:00,0.0
Construction,2,California,OpenAIOct21ConstructionX,2026-06-17 16:58:23+00:00,2026-06-17 02:42:41+00:00,14.261666666666667
Construction,2,California,OpenAIResearchApr13,2026-06-17 17:40:57+00:00,2026-06-17 02:42:41+00:00,14.971111111111112
Construction,2,California,OpenAIResearchJulX,2026-06-17 22:08:36+00:00,2026-06-17 02:42:41+00:00,19.431944444444444
Construction,2,California,OpenAIResearchNov05B,2026-06-17 17:19:39+00:00,2026-06-17 02:42:41+00:00,14.616111111111111
Construction,2,California,OpenAIResearchNov05C,2026-06-17 17:25:36+00:00,2026-06-17 02:42:41+00:00,14.715277777777779
Construction,2,California,Sep20ConstructionWatcher,2026-06-18 00:41:46+00:00,2026-06-17 02:42:41+00:00,21.98472222222222
Construction,3,Colorado,ConstructionHelperJun03,2026-06-17 12:52:01+00:00,2026-06-17 09:33:36+00:00,3.3069444444444445
Construction,3,Colorado,Dec03ConstructionAgent,2026-06-17 12:49:17+00:00,2026-06-17 09:33:36+00:00,3.261388888888889
Construction,3,Colorado,Dec27ConstructionAgent,2026-06-17 10:57:29+00:00,2026-06-17 09:33:36+00:00,1.3980555555555556
Construction,3,Colorado,Oct18Helper,2026-06-17 13:29:23+00:00,2026-06-17 09:33:36+00:00,3.9297222222222223
Construction,3,Colorado,OpenAIJan21ConstructionX,2026-06-17 13:10:33+00:00,2026-06-17 09:33:36+00:00,3.6158333333333332
Construction,3,Colorado,OpenAIResearcherJan,2026-06-17 09:33:36+00:00,2026-06-17 09:33:36+00:00,0.0
Construction,3,Texas,AgentResearcherZQX,2026-06-17 03:37:22+00:00,2026-06-17 02:17:50+00:00,1.3255555555555556
Construction,3,Texas,ArchiveScout,2026-06-17 17:31:04+00:00,2026-06-17 02:17:50+00:00,15.220555555555556
Construction,3,Texas,Nov08ConstructionAgent,2026-06-17 02:38:30+00:00,2026-06-17 02:17:50+00:00,0.34444444444444444
Construction,3,Texas,OpenAIAug21ConstructionX,2026-06-17 03:38:49+00:00,2026-06-17 02:17:50+00:00,1.3497222222222223
Construction,3,Texas,OpenAIConstructionSep11X,2026-06-17 03:13:24+00:00,2026-06-17 02:17:50+00:00,0.9261111111111111
Construction,3,Texas,OpenAIFeb25Construction,2026-06-17 19:24:28+00:00,2026-06-17 02:17:50+00:00,17.110555555555557
Construction,3,Texas,OpenAIHelperDec23X,2026-06-17 20:39:53+00:00,2026-06-17 02:17:50+00:00,18.3675
Construction,3,Texas,OpenAIJan20ConstructionX,2026-06-17 02:17:50+00:00,2026-06-17 02:17:50+00:00,0.0
Construction,3,Texas,OpenAIJul26ConstructionX,2026-06-17 19:08:15+00:00,2026-06-17 02:17:50+00:00,16.84027777777778
