cohort_key,aufgabenfamilie,n_seiten_kohorte,erste_version,max_runde_belegt,exp_runde_max_vor,exp_runde_saetze_vor,exp_vorsprung_saetze,exp_vorsprung_seiten,exp_vorsprung_b,rev_id,exp_runde_sichtbar_b,exp_cohort_sichtbar_b,exp_meldeformat_sichtbar_b,ankunft_auf_neuer_seite
datausa-cashiers-masters|Feb02,datausa-cashiers-masters,3,2026-06-17 03:39:17+00:00,0,2,2,2,1,1,dse~CashierCoordFeb02OAI2@2,1,1,0,0
datausa-cashiers-masters|Feb07,datausa-cashiers-masters,10,2026-06-17 02:37:46+00:00,4,6,98,49,1,1,dse~CashierCoordFeb07OAI@1,0,0,0,1
datausa-cashiers-masters|Feb13,datausa-cashiers-masters,2,2026-06-20 17:46:49+00:00,4,0,0,0,0,0,dse~CashierCoordFeb13Fast6mOAI@1,0,0,0,1
datausa-cashiers-masters|Feb20,datausa-cashiers-masters,1,2026-06-19 12:35:28+00:00,2,0,0,0,0,0,dse~CashierCoordFeb20OAI2027@1,0,0,0,1
datausa-cashiers-masters|Feb21,datausa-cashiers-masters,5,2026-06-17 07:46:00+00:00,4,6,125,57,2,1,dse~ZZOpenAIResearchFeb21Bridge@1,0,0,0,1
datausa-cashiers-masters|Feb28,datausa-cashiers-masters,7,2026-06-17 03:05:09+00:00,5,6,174,11,2,1,dse~CashierCoordFeb28OAI@2,1,1,1,0
datausa-cashiers-masters|Jan02,datausa-cashiers-masters,1,2026-06-19 14:44:47+00:00,4,0,0,0,0,0,dse~CashierCoordJan02OAI2027@1,0,0,0,1
datausa-cashiers-masters|Jan06,datausa-cashiers-masters,1,2026-06-21 01:48:15+00:00,4,0,0,0,0,0,dse~CashierCoordJan06OAI2028@1,0,0,0,1
datausa-cashiers-masters|Jan10,datausa-cashiers-masters,1,2026-06-17 03:18:28+00:00,2,0,0,0,0,0,dse~CashierCoordJan10OAI@1,0,0,0,1
datausa-cashiers-masters|Jan12,datausa-cashiers-masters,7,2026-06-16 11:23:39+00:00,4,3,3,0,0,0,dse~DataUSACashiersMastersSequenceLive3@18,0,1,1,0
datausa-cashiers-masters|Jan17,datausa-cashiers-masters,1,2026-06-17 02:51:53+00:00,4,0,0,0,0,0,dse~CashierCoordJan17OAI@1,0,0,0,1
datausa-cashiers-masters|Jan19,datausa-cashiers-masters,1,2026-06-17 06:07:27+00:00,4,6,10,5,1,1,dse~CashierCoordSep06OAI@3,1,1,1,0
datausa-cashiers-masters|Jul05,datausa-cashiers-masters,18,2026-05-26 05:29:33+00:00,0,0,0,0,0,0,dse~ApiReferencesForResearch@1,0,0,0,1
datausa-cashiers-masters|Jul08,datausa-cashiers-masters,6,2026-06-16 11:53:02+00:00,4,5,25,13,1,1,dse~TmpCashierJul08Test1781610778@1,0,0,0,1
datausa-cashiers-masters|Jul09,datausa-cashiers-masters,1,2026-06-17 07:59:40+00:00,4,0,0,0,0,0,dse~CashierCoordJul09OAI@1,0,0,0,1
datausa-cashiers-masters|Jul23,datausa-cashiers-masters,6,2026-06-17 05:54:55+00:00,4,6,13,4,1,1,dse~TmpCashierJul23OAI@1,0,0,0,1
datausa-cashiers-masters|Jul24,datausa-cashiers-masters,2,2026-06-17 07:54:30+00:00,4,0,0,0,0,0,dse~AgentOpenAIArizonaConstruction20270815@2,0,0,0,0
datausa-cashiers-masters|Jun07,datausa-cashiers-masters,3,2026-06-17 01:55:42+00:00,4,5,76,15,1,1,dse~CashierJun07OAI@1,0,0,0,1
datausa-cashiers-masters|Jun09,datausa-cashiers-masters,2,2026-06-17 03:13:16+00:00,4,0,0,0,0,0,dse~CashierCoordJun09OAI@1,0,0,0,1
datausa-cashiers-masters|Jun17,datausa-cashiers-masters,2,2026-06-16 12:06:14+00:00,3,6,37,31,1,1,dse~TmpCashierCoordJun17Test@1,0,0,0,1
datausa-cashiers-masters|Jun20,datausa-cashiers-masters,2,2026-06-19 11:51:32+00:00,1,0,0,0,0,0,dse~CashierCoordJan16OAI2028@1,0,0,0,1
datausa-cashiers-masters|Jun22,datausa-cashiers-masters,1,2026-06-17 13:05:27+00:00,4,0,0,0,0,0,dse~CashierCoordJun22OAI@1,0,0,0,1
datausa-cashiers-masters|Jun23,datausa-cashiers-masters,2,2026-06-17 06:22:23+00:00,4,0,0,0,0,0,dse~CashierCoordJun23OAI@1,0,0,0,1
datausa-cashiers-masters|Jun24,datausa-cashiers-masters,2,2026-06-17 03:52:33+00:00,4,5,4,3,1,1,dse~CashierR5SignalFeb28OAI@4,1,0,0,0
datausa-cashiers-masters|Jun27,datausa-cashiers-masters,1,2026-06-17 08:00:02+00:00,0,5,6,6,1,1,dse~CashierCoordApr29OAI@3,1,0,1,0
datausa-cashiers-masters|Mar06,datausa-cashiers-masters,1,2026-06-17 05:44:38+00:00,2,6,10,6,1,1,dse~CashierCoordMar06OAI@4,1,1,1,0
datausa-cashiers-masters|Mar20,datausa-cashiers-masters,5,2026-06-17 02:30:29+00:00,3,6,100,71,2,1,dse~CashierCoordMar20OAI@1,0,0,0,1
datausa-cashiers-masters|Mar23,datausa-cashiers-masters,4,2026-06-16 12:00:21+00:00,4,6,30,17,1,1,dse~DataUSACashiersMastersSequenceLive5@11,1,1,1,0
datausa-cashiers-masters|May07,datausa-cashiers-masters,4,2026-06-17 02:28:09+00:00,4,0,0,0,0,0,dse~TmpOpenAIResearchMay07TestC1781663286@1,0,0,0,1
datausa-cashiers-masters|May10,datausa-cashiers-masters,18,2026-06-17 01:58:50+00:00,4,5,123,29,2,1,dse~DataUSAPovertyLiveSep15Midnight@1,0,0,0,1
datausa-cashiers-masters|May28,datausa-cashiers-masters,12,2026-06-16 08:44:47+00:00,4,0,0,0,0,0,dse~AgentScratchMay28X@1,0,0,0,1
datausa-cashiers-masters|Nov01,datausa-cashiers-masters,4,2026-06-17 06:01:58+00:00,4,6,33,19,2,1,dse~CashierCoordOct06OAI@7,1,1,1,0
datausa-cashiers-masters|Nov14,datausa-cashiers-masters,2,2026-06-19 13:11:08+00:00,4,6,23,7,1,1,dse~CashierCoordJan16OAI2028@6,1,1,1,0
datausa-cashiers-masters|Nov16,datausa-cashiers-masters,1,2026-06-17 03:31:55+00:00,0,0,0,0,0,0,dse~CashierCoordNov16OAI@1,0,0,0,1
datausa-cashiers-masters|Nov26,datausa-cashiers-masters,20,2026-06-17 02:58:31+00:00,4,6,175,60,3,1,dse~CashierR5SignalFeb28OAI@1,0,0,0,1
datausa-cashiers-masters|Oct10,datausa-cashiers-masters,2,2026-06-19 15:33:28+00:00,3,0,0,0,0,0,dse~TmpOpenAIOct10Probe1781883204@1,0,0,0,1
datausa-cashiers-masters|Oct16,datausa-cashiers-masters,1,2026-06-19 13:20:04+00:00,2,6,26,22,1,1,dse~CashierCoordJan16OAI2028@7,1,1,1,0
datausa-cashiers-masters|Oct17,datausa-cashiers-masters,1,2026-06-17 01:49:32+00:00,0,0,0,0,0,0,dse~CashierCoordOct17OAI@1,0,0,0,1
datausa-cashiers-masters|Oct18,datausa-cashiers-masters,3,2026-06-17 09:43:31+00:00,3,3,9,0,0,0,dse~OpenAIResearchOct18CashierLive@1,0,0,0,1
datausa-cashiers-masters|Oct22,datausa-cashiers-masters,9,2026-06-17 02:00:52+00:00,4,6,185,72,5,1,dse~TmpOct22SectionTest@1,0,0,0,1
datausa-cashiers-masters|Oct30,datausa-cashiers-masters,18,2026-06-17 03:23:41+00:00,4,5,1,1,1,1,dse~AgentZeroTest20250309@1,0,0,0,1
datausa-cashiers-masters|Sep01,datausa-cashiers-masters,3,2026-06-17 02:07:37+00:00,5,5,3,0,0,0,dse~CashierJun07OAI@2,1,1,1,0
datausa-cashiers-masters|Sep02,datausa-cashiers-masters,6,2026-06-17 06:27:58+00:00,4,6,29,18,1,1,dse~CashierCoordSep02OAI@1,0,0,0,1
datausa-cashiers-masters|Sep09,datausa-cashiers-masters,3,2026-06-16 10:51:03+00:00,4,3,3,0,0,0,dse~DataUSACashiersMastersSequenceLive3@5,0,1,1,0
datausa-cashiers-masters|Sep24,datausa-cashiers-masters,2,2026-06-16 18:46:52+00:00,2,6,62,61,1,1,dse~AgentOpenAIDataUSAJulEight372012@1,0,0,0,1
datausa-cashiers-masters|Sep29,datausa-cashiers-masters,1,2026-06-17 04:00:26+00:00,0,0,0,0,0,0,dse~CashierCoordSep29OAI@1,0,0,0,1
datausa-clothing-workforce|Apr07,datausa-clothing-workforce,6,2026-06-16 21:13:25+00:00,2,5,8,7,1,1,dse~Clothing9m17C3RelayAug16@11,1,0,1,0
datausa-clothing-workforce|Apr13,datausa-clothing-workforce,1,2026-06-16 20:21:48+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive2m56C3@8,0,1,1,0
datausa-clothing-workforce|Apr19,datausa-clothing-workforce,1,2026-06-17 00:26:09+00:00,0,0,0,0,0,0,dse~OAI2028Aug09Clothing9m17X@2,0,1,1,0
datausa-clothing-workforce|Apr20,datausa-clothing-workforce,2,2026-06-16 19:12:23+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive2m56Jun28@6,0,1,1,0
datausa-clothing-workforce|Apr22,datausa-clothing-workforce,2,2026-06-16 21:34:19+00:00,0,0,0,0,0,0,dse~AgentOurApr22ClothingC3X@2,0,1,0,0
datausa-clothing-workforce|Apr27,datausa-clothing-workforce,3,2026-06-16 18:39:05+00:00,0,0,0,0,0,0,dse~AgentPrepJune25DataUSA@1,0,0,0,1
datausa-clothing-workforce|Apr30,datausa-clothing-workforce,4,2026-06-16 19:11:00+00:00,0,0,0,0,0,0,dse~AgentOurBridgeUnique9172026@1,0,0,0,1
datausa-clothing-workforce|Aug01,datausa-clothing-workforce,8,2026-06-16 19:10:02+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive2m56Aug01@1,0,0,0,1
datausa-clothing-workforce|Aug05,datausa-clothing-workforce,5,2026-06-16 19:10:10+00:00,0,0,0,0,0,0,dse~AgentBridge650190@3,0,0,0,0
datausa-clothing-workforce|Aug07,datausa-clothing-workforce,11,2026-06-16 18:30:11+00:00,0,6,62,62,1,1,dse~TestLinkOpenAI1781634609@1,0,0,0,1
datausa-clothing-workforce|Aug08,datausa-clothing-workforce,8,2026-06-16 09:31:52+00:00,0,0,0,0,0,0,dse~DataUSAClothingSequenceCollabAug08@1,0,0,0,1
datausa-clothing-workforce|Aug09,datausa-clothing-workforce,18,2026-06-16 19:44:56+00:00,4,4,7,0,0,0,dse~AgentTestUniqueSep14@2,0,0,0,0
datausa-clothing-workforce|Aug14,datausa-clothing-workforce,2,2026-06-16 23:03:11+00:00,0,4,4,4,1,1,dse~ClothingC4FastSignalJul14@4,0,1,1,0
datausa-clothing-workforce|Aug16,datausa-clothing-workforce,3,2026-06-16 19:35:05+00:00,0,0,0,0,0,0,dse~DataUSAClothing2m56LiveC3@16,0,0,0,0
datausa-clothing-workforce|Aug19,datausa-clothing-workforce,3,2026-06-16 20:22:04+00:00,0,0,0,0,0,0,dse~DataUSAClothingStateSequenceCollabOct10@22,0,1,1,0
datausa-clothing-workforce|Aug25,datausa-clothing-workforce,3,2026-06-16 20:59:44+00:00,0,2,2,2,1,1,dse~ClothingC3RelayMar19X@9,0,1,1,0
datausa-clothing-workforce|Aug27,datausa-clothing-workforce,6,2026-06-16 19:04:43+00:00,0,0,0,0,0,0,dse~PrepDataUSAExactX@1,0,0,0,1
datausa-clothing-workforce|Aug28,datausa-clothing-workforce,1,2026-06-16 19:34:12+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive12m24Oct25@2,0,1,1,0
datausa-clothing-workforce|Aug29,datausa-clothing-workforce,3,2026-06-16 19:08:39+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive9m17@11,0,1,1,0
datausa-clothing-workforce|Aug30,datausa-clothing-workforce,1,2026-06-16 19:19:21+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive9m17@15,0,1,1,0
datausa-clothing-workforce|Dec01,datausa-clothing-workforce,1,2026-06-16 22:02:13+00:00,0,0,0,0,0,0,dse~OpenAIClothingDec01CoordX@2,0,0,0,0
datausa-clothing-workforce|Dec09,datausa-clothing-workforce,1,2026-06-16 21:38:52+00:00,0,3,4,4,1,1,dse~DataUSAClothingLive12m24Oct25@17,1,1,1,0
datausa-clothing-workforce|Dec10,datausa-clothing-workforce,4,2026-06-16 21:10:55+00:00,0,2,2,2,1,1,dse~ClothingC3RelayJan01X@6,0,1,1,0
datausa-clothing-workforce|Dec27,datausa-clothing-workforce,4,2026-06-16 19:19:26+00:00,2,3,8,5,1,1,dse~DataUSAClothingSequenceCollabAug08@21,0,1,1,0
datausa-clothing-workforce|Dec30,datausa-clothing-workforce,2,2026-06-16 19:33:48+00:00,0,3,1,1,1,1,dse~DataUSAClothing2m56LiveC3@15,0,1,1,0
datausa-clothing-workforce|Dec31,datausa-clothing-workforce,1,2026-06-16 20:04:05+00:00,0,0,0,0,0,0,dse~OpenAIResearchDec31ClothingCoord1781640170@1,0,0,0,1
datausa-clothing-workforce|Feb01,datausa-clothing-workforce,5,2026-06-16 19:38:32+00:00,2,0,0,0,0,0,dse~OpenAINov17MaidsLive@1,0,0,0,1
datausa-clothing-workforce|Feb08,datausa-clothing-workforce,15,2026-06-16 08:23:38+00:00,0,0,0,0,0,0,dse~AgentDataUsaBridgeAlpha@1,0,0,0,1
datausa-clothing-workforce|Feb14,datausa-clothing-workforce,5,2026-06-16 18:54:20+00:00,0,0,0,0,0,0,dse~OpenAIDataUSABridgeApr7XQ@1,0,0,0,1
datausa-clothing-workforce|Feb20,datausa-clothing-workforce,1,2026-06-16 21:10:46+00:00,0,0,0,0,0,0,dse~ClothingC3RelayMar19X@13,0,1,1,0
datausa-clothing-workforce|Feb23,datausa-clothing-workforce,1,2026-06-16 21:07:16+00:00,0,0,0,0,0,0,dse~ClothingC3RelayJan01X@5,0,1,1,0
datausa-clothing-workforce|Feb24,datausa-clothing-workforce,3,2026-06-16 19:59:46+00:00,0,0,0,0,0,0,dse~AgentFeb24ClothingCoord1781639981@1,0,0,0,1
datausa-clothing-workforce|Feb27,datausa-clothing-workforce,2,2026-06-16 19:15:13+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive9m17@13,0,1,1,0
datausa-clothing-workforce|Jan08,datausa-clothing-workforce,3,2026-06-16 22:06:02+00:00,0,3,4,4,1,1,dse~OpenAIClothingDec01CoordX@3,0,1,1,0
datausa-clothing-workforce|Jan10,datausa-clothing-workforce,1,2026-06-16 19:26:41+00:00,0,0,0,0,0,0,dse~DataUSAClothing2m56LiveC3@10,0,1,1,0
datausa-clothing-workforce|Jan12,datausa-clothing-workforce,74,2026-05-24 16:17:51+00:00,3,0,0,0,0,0,dse~SandboxResearchHelper@1,0,0,0,1
datausa-clothing-workforce|Jan14,datausa-clothing-workforce,6,2026-06-16 20:53:50+00:00,5,0,0,0,0,0,dse~ClothingC3RelayMar19X@6,0,1,1,0
datausa-clothing-workforce|Jan17,datausa-clothing-workforce,4,2026-06-16 19:11:52+00:00,2,0,0,0,0,0,dse~DataUSAClothingLive9m17@12,0,1,1,0
datausa-clothing-workforce|Jan28,datausa-clothing-workforce,2,2026-06-16 19:47:45+00:00,2,0,0,0,0,0,dse~AgentOurJan28ClothingTest1781639210@1,0,0,0,1
datausa-clothing-workforce|Jan29,datausa-clothing-workforce,14,2026-06-16 09:42:32+00:00,2,0,0,0,0,0,dse~AgentTryPumsCitationABC@6,0,0,0,0
datausa-clothing-workforce|Jan30,datausa-clothing-workforce,5,2026-06-16 19:52:12+00:00,2,0,0,0,0,0,dse~OpenAIJan30ClothingWatcherX@1,0,0,0,1
datausa-clothing-workforce|Jul01,datausa-clothing-workforce,3,2026-06-16 19:10:19+00:00,0,0,0,0,0,0,dse~DataUSAClothingSequenceCollabAug08@19,0,1,1,0
datausa-clothing-workforce|Jul02,datausa-clothing-workforce,1,2026-06-17 02:59:15+00:00,0,0,0,0,0,0,dse~OpenAIJul02ClothingLiveX@1,0,0,0,1
datausa-clothing-workforce|Jul03,datausa-clothing-workforce,3,2026-06-16 19:35:03+00:00,0,3,1,1,1,1,dse~Clothing2m56Round3RelayMay31@7,0,1,1,0
datausa-clothing-workforce|Jul09,datausa-clothing-workforce,2,2026-06-16 19:18:08+00:00,0,0,0,0,0,0,dse~OaiDataLink1781636100@1,0,0,0,1
datausa-clothing-workforce|Jul11,datausa-clothing-workforce,5,2026-06-16 18:48:22+00:00,0,0,0,0,0,0,dse~AgentMassEduHealthJul11@1,0,0,0,1
datausa-clothing-workforce|Jul13,datausa-clothing-workforce,1,2026-06-16 19:42:53+00:00,0,0,0,0,0,0,dse~AgentOurClothingJul13Coord@1,0,0,0,1
datausa-clothing-workforce|Jul14,datausa-clothing-workforce,4,2026-06-16 21:23:45+00:00,2,2,2,0,0,0,dse~AgentOurJul14Probe1781644217@2,0,0,0,0
datausa-clothing-workforce|Jul15,datausa-clothing-workforce,3,2026-05-26 13:23:36+00:00,0,0,0,0,0,0,dse~TestSeite~2f845625@1,0,0,0,1
datausa-clothing-workforce|Jul18,datausa-clothing-workforce,5,2026-06-16 19:08:43+00:00,0,0,0,0,0,0,dse~AgentCaliforniaClothingExactJul18Q1781636921@1,0,0,0,1
datausa-clothing-workforce|Jul19,datausa-clothing-workforce,1,2026-06-16 23:06:16+00:00,0,4,4,4,1,1,dse~ClothingC4FastSignalJul14@5,0,1,1,0
datausa-clothing-workforce|Jul21,datausa-clothing-workforce,3,2026-06-16 19:05:50+00:00,0,0,0,0,0,0,dse~AgentDataUSAResearch20270920@4,0,0,0,0
datausa-clothing-workforce|Jul23,datausa-clothing-workforce,15,2026-05-26 16:20:31+00:00,2,0,0,0,0,0,dse~SandboxLinkProbeZZ@1,0,0,0,1
datausa-clothing-workforce|Jul26,datausa-clothing-workforce,1,2026-06-17 00:07:28+00:00,0,0,0,0,0,0,dse~OAI2028Aug09Clothing9m17X@1,0,0,0,1
datausa-clothing-workforce|Jul27,datausa-clothing-workforce,5,2026-06-16 23:03:59+00:00,2,4,5,4,1,1,dse~OpenAIJul27ClothingLiveX@2,0,0,0,0
datausa-clothing-workforce|Jul28,datausa-clothing-workforce,1,2026-06-16 19:16:18+00:00,0,0,0,0,0,0,dse~Jul09ClothingObserverTest1781637@1,0,0,0,1
datausa-clothing-workforce|Jun05,datausa-clothing-workforce,2,2026-06-16 19:14:07+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive2m56Jun28@10,0,1,1,0
datausa-clothing-workforce|Jun11,datausa-clothing-workforce,1,2026-06-16 19:49:22+00:00,0,3,2,2,1,1,dse~Clothing2m56Round3RelayMay31@21,1,1,1,0
datausa-clothing-workforce|Jun23,datausa-clothing-workforce,3,2026-06-16 19:04:39+00:00,0,0,0,0,0,0,dse~DataUSAClothingStateSequenceCollabOct10@21,0,1,1,0
datausa-clothing-workforce|Jun24,datausa-clothing-workforce,1,2026-06-16 19:19:26+00:00,0,0,0,0,0,0,dse~AgentDataUSAClothingJun24Exact@1,0,0,0,1
datausa-clothing-workforce|Jun28,datausa-clothing-workforce,10,2026-06-16 19:04:52+00:00,4,0,0,0,0,0,dse~AgentOpenAIJun28X@1,0,0,0,1
datausa-clothing-workforce|Jun30,datausa-clothing-workforce,2,2026-06-16 19:14:02+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive2m56Jun28@9,0,1,1,0
datausa-clothing-workforce|Mar04,datausa-clothing-workforce,1,2026-06-16 19:27:00+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive9m17@24,0,1,1,0
datausa-clothing-workforce|Mar09,datausa-clothing-workforce,5,2026-06-16 19:59:23+00:00,0,3,2,2,1,1,dse~DataUSAClothingLive2m56C3@4,0,1,1,0
datausa-clothing-workforce|Mar14,datausa-clothing-workforce,1,2026-06-17 00:11:43+00:00,0,4,4,4,1,1,dse~ClothingC4FastSignalJul14@12,0,1,1,0
datausa-clothing-workforce|Mar19,datausa-clothing-workforce,17,2026-06-16 18:58:41+00:00,0,0,0,0,0,0,dse~AgentResearchBridgeMar1781636021848149180@1,0,0,0,1
datausa-clothing-workforce|Mar29,datausa-clothing-workforce,4,2026-06-16 20:58:09+00:00,4,5,7,7,1,1,dse~ClothingMar29LiveC3@1,0,0,0,1
datausa-clothing-workforce|May03,datausa-clothing-workforce,3,2026-06-16 19:13:53+00:00,0,0,0,0,0,0,dse~DataUSAClothingSequenceCollabAug08@20,0,1,1,0
datausa-clothing-workforce|May08,datausa-clothing-workforce,8,2026-06-16 20:02:42+00:00,0,3,2,2,1,1,dse~May08ClothingLive@1,0,0,0,1
datausa-clothing-workforce|May11,datausa-clothing-workforce,3,2026-06-16 19:18:04+00:00,0,0,0,0,0,0,dse~AgentOpenAIMay11Bridge1781637481@1,0,0,0,1
datausa-clothing-workforce|May13,datausa-clothing-workforce,18,2026-06-16 19:16:16+00:00,0,0,0,0,0,0,dse~DataUSAClothing2m56LiveC3@1,0,0,0,1
datausa-clothing-workforce|May15,datausa-clothing-workforce,10,2026-06-16 07:53:09+00:00,0,0,0,0,0,0,dse~AgentClothingWorkforceCA4481MayX@1,0,0,0,1
datausa-clothing-workforce|May16,datausa-clothing-workforce,11,2026-06-16 19:55:38+00:00,0,0,0,0,0,0,dse~AgentOpenResearchDataUSABridgeMay16X@1,0,0,0,1
datausa-clothing-workforce|May19,datausa-clothing-workforce,2,2026-06-16 19:39:14+00:00,0,0,0,0,0,0,dse~DataUSAClothing2m56LiveC3@19,0,0,0,0
datausa-clothing-workforce|May24,datausa-clothing-workforce,9,2026-06-16 07:53:31+00:00,0,0,0,0,0,0,dse~AgentDataUSAHelperMay24@1,0,0,0,1
datausa-clothing-workforce|May27,datausa-clothing-workforce,1,2026-06-16 19:36:23+00:00,0,0,0,0,0,0,dse~DataUSAClothing2m56LiveC3@17,0,0,0,0
datausa-clothing-workforce|May31,datausa-clothing-workforce,6,2026-06-16 19:09:47+00:00,0,0,0,0,0,0,dse~DataUSAClothingLive2m56Jun28@3,0,1,1,0
datausa-clothing-workforce|Nov07,datausa-clothing-workforce,2,2026-06-16 19:06:30+00:00,0,0,0,0,0,0,dse~AgentSandboxProbe1781636788480@1,0,0,0,1
datausa-clothing-workforce|Nov08,datausa-clothing-workforce,1,2026-06-16 20:54:17+00:00,0,0,0,0,0,0,dse~AgentOurAug27ClothingCoord1781643253@1,0,0,0,1
datausa-clothing-workforce|Nov09,datausa-clothing-workforce,13,2026-06-16 18:59:35+00:00,2,0,0,0,0,0,dse~DataUSAQueryBridgeFeb08C@5,0,0,0,0
datausa-clothing-workforce|Nov11,datausa-clothing-workforce,3,2026-06-16 22:34:48+00:00,2,4,4,4,1,1,dse~AgentNov11ClothingCoordX@1,0,0,0,1
