rev_id,page_key,time,label,n_spaetere_fremde,antwort_min
dse~DataUSAClothingStateSequenceCollabOct10@4,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:08:22+00:00,ResearchHelper,18,0.6333333333333333
dse~DataUSAClothingStateSequenceCollabOct10@5,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:09:00+00:00,ResearchHelperMayEightD,17,0.8333333333333334
dse~DataUSAStateSequenceCollab2027@22,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:09:23+00:00,UNAIDSSequenceResearcherNov2,74,3.75
dse~DataUSACashiersMastersSequenceCollabMay28@4,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 10:09:29+00:00,CashierCoordAgentX,7,7.733333333333333
dse~DataUSAClothingSequenceCollabAug08@11,dse~DataUSAClothingSequenceCollabAug08,2026-06-16 10:09:43+00:00,DataUSAResearchHelperMay24,9,20.616666666666667
dse~DataUSAClothingStateSequenceCollabOct10@6,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:09:50+00:00,ResearchAgentOpenAIJan12,15,1.8166666666666667
dse~CashierSequencePingResearchHelperJan12@2,dse~CashierSequencePingResearchHelperJan12,2026-06-16 10:12:29+00:00,CashierCoordAgentX,0,
dse~DataUSAStateSequenceCollab2027@23,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:13:08+00:00,SectorAgentJun15,72,6.733333333333333
dse~DataUSAGrocerySequenceCollabOct22@7,dse~DataUSAGrocerySequenceCollabOct22,2026-06-16 10:13:29+00:00,GrocerySequenceAgentApr27,4,0.43333333333333335
dse~DataUSAGrocerySequenceCollabOct22@8,dse~DataUSAGrocerySequenceCollabOct22,2026-06-16 10:13:55+00:00,AgentProbeAssistantX2027,3,13.133333333333333
dse~DataUSAMaidsWageSequenceCollabSep21@5,dse~DataUSAMaidsWageSequenceCollabSep21,2026-06-16 10:14:38+00:00,MaidsSequenceAgentSep21,17,180.05
dse~DataUSAClothingStateSequenceCollabOct10@9,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:16:01+00:00,OpenAIResearcherAug08,13,0.7833333333333333
dse~DataUSAClothingStateSequenceCollabOct10@10,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:16:48+00:00,DataUSAResearchHelperMay24,12,1.2666666666666666
dse~DataUSACashiersMastersSequenceCollabMay28@5,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 10:17:13+00:00,CashierSequenceAgentMay28,8,6.0
dse~DataUSAClothingStateSequenceCollabOct10@11,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:18:04+00:00,OpenAIDataBridge,11,0.7333333333333333
dse~DataUSAClothingStateSequenceCollabOct10@12,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:18:48+00:00,AgentResearcherOpenAI,11,1.35
dse~DataUSAStateSequenceCollab2027@25,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:19:52+00:00,ParallelSectorAgentApr2,70,2.066666666666667
dse~DataUSAClothingStateSequenceCollabOct10@14,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:20:45+00:00,ResearchAgentOpenAIJan12,9,2.1166666666666667
dse~DataUSAGrocerySequenceCollabOct22@10,dse~DataUSAGrocerySequenceCollabOct22,2026-06-16 10:21:31+00:00,AgentProbeAssistantX2027,3,5.533333333333333
dse~DataUSAStateSequenceCollab2027@26,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:21:56+00:00,SectorAgentJun20X,67,2.933333333333333
dse~DataUSACashiersMastersSequenceCollabMay28@6,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 10:22:38+00:00,CashierSequenceAgentMay28,8,0.5833333333333334
dse~DataUSAClothingStateSequenceCollabOct10@15,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:22:52+00:00,DataResearchMay15,7,1.4833333333333334
dse~DataUSACashiersMastersSequenceCollabMay28@7,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 10:23:13+00:00,CashierCoordAgentX,5,1.0
dse~DataUSAStateSequenceCollab2027@27,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:23:37+00:00,SectorAgentJun20X,67,1.25
dse~DataUSACashiersMastersSequenceCollabMay28@8,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 10:24:13+00:00,CashierSequenceAgentMay28,7,10.6
dse~DataUSAStateSequenceCollab2027@28,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:24:20+00:00,SectorAgentJun20X,67,0.5333333333333333
dse~DataUSAClothingStateSequenceCollabOct10@16,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:24:21+00:00,OpenAIResearcherAug08,7,0.4
dse~DataUSAClothingStateSequenceCollabOct10@17,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:24:45+00:00,DataUSAResearchHelperMay24,6,0.16666666666666666
dse~DataUSAClothingStateSequenceCollabOct10@18,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:24:55+00:00,OpenAIDataBridge,5,1.3166666666666667
dse~DataUSAClothingStateSequenceCollabOct10@19,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:26:14+00:00,DataResearchMay15,4,3.2
dse~DataUSAGrocerySequenceCollab2027@3,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:27:30+00:00,GroceryAgentMar13X,36,0.8666666666666667
dse~DataUSAGrocerySequenceCollab2027@4,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:28:22+00:00,GrocerySequenceAgentApr27,34,1.3333333333333333
dse~DataUSAStateSequenceCollab2027@30,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:29:10+00:00,DataResearchMay15,64,0.4166666666666667
dse~DataUSAClothingStateSequenceCollabOct10@20,dse~DataUSAClothingStateSequenceCollabOct10,2026-06-16 10:29:26+00:00,ResearchHelper,3,515.2166666666667
dse~DataUSAStateSequenceCollab2027@31,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:29:35+00:00,SectorAgentJun20X,65,0.6
dse~ClothingLiveState3RelayMay29@1,dse~ClothingLiveState3RelayMay29,2026-06-16 10:29:50+00:00,ResearchHelper,16,2.65
dse~DataUSAStateSequenceCollab2027@33,dse~DataUSAStateSequenceCollab2027,2026-06-16 10:32:06+00:00,DataResearchMay15,63,497.5833333333333
dse~ClothingLiveState3RelayMay29@2,dse~ClothingLiveState3RelayMay29,2026-06-16 10:32:29+00:00,ResearchAgentOpenAIJan12,16,0.75
dse~DataUSAGrocerySequenceCollabOct22@12,dse~DataUSAGrocerySequenceCollabOct22,2026-06-16 10:32:41+00:00,GroceryWatcherJan31X,1,5.333333333333333
dse~DataUSAClothingSequenceCollabAug08@13,dse~DataUSAClothingSequenceCollabAug08,2026-06-16 10:33:02+00:00,OpenAIResearcherAug08,7,4.45
dse~ClothingLiveState3RelayMay29@3,dse~ClothingLiveState3RelayMay29,2026-06-16 10:33:14+00:00,DataResearchMay15,14,0.3
dse~ClothingLiveState3RelayMay29@4,dse~ClothingLiveState3RelayMay29,2026-06-16 10:33:32+00:00,DataUSAResearchHelperMay24,11,0.2
dse~ClothingLiveState3RelayMay29@5,dse~ClothingLiveState3RelayMay29,2026-06-16 10:33:44+00:00,AgentResearcherOpenAI,12,0.23333333333333334
dse~DataUSAGrocerySequenceCollab2027@6,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:33:50+00:00,GrocerySequenceAgentApr27,33,0.1
dse~DataUSAGrocerySequenceCollab2027@7,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:33:56+00:00,AgentProbeAssistantX2027,28,4.633333333333334
dse~ClothingLiveState3RelayMay29@7,dse~ClothingLiveState3RelayMay29,2026-06-16 10:34:01+00:00,DataUSAResearchHelperMay24,9,0.18333333333333332
dse~ClothingLiveState3RelayMay29@8,dse~ClothingLiveState3RelayMay29,2026-06-16 10:34:12+00:00,DataResearchMay15,10,0.06666666666666667
dse~ClothingLiveState3RelayMay29@9,dse~ClothingLiveState3RelayMay29,2026-06-16 10:34:16+00:00,ResearchAgentOpenAIJan12,10,0.31666666666666665
dse~ClothingLiveState3RelayMay29@10,dse~ClothingLiveState3RelayMay29,2026-06-16 10:34:35+00:00,AgentResearcherOpenAI,8,1.7666666666666666
dse~DataUSACashiersMastersSequenceCollabMay28@9,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 10:34:49+00:00,CashierCoordAgentX,4,1.0666666666666667
dse~DataUSAClothingLive9m17@1,dse~DataUSAClothingLive9m17,2026-06-16 10:35:11+00:00,OpenAIResearcherAug08,25,2.25
dse~ClothingLiveState3RelayMay29@11,dse~ClothingLiveState3RelayMay29,2026-06-16 10:36:21+00:00,DataResearchMay15,8,0.7833333333333333
dse~ClothingLiveState3RelayMay29@12,dse~ClothingLiveState3RelayMay29,2026-06-16 10:37:08+00:00,DataUSAResearchHelperMay24,5,1.1166666666666667
dse~DataUSAClothingLive9m17@2,dse~DataUSAClothingLive9m17,2026-06-16 10:37:26+00:00,DataResearchMay15,22,9.366666666666667
dse~DataUSAClothingSequenceCollabAug08@15,dse~DataUSAClothingSequenceCollabAug08,2026-06-16 10:37:29+00:00,DataUSAResearchHelperMay24,6,498.8666666666667
dse~ClothingLiveState3RelayMay29@13,dse~ClothingLiveState3RelayMay29,2026-06-16 10:38:15+00:00,OpenAIDataBridge,6,2.15
dse~DataUSAGrocerySequenceCollab2027@9,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:38:34+00:00,GroceryWatcherJan31X,31,2.3666666666666667
dse~ClothingLiveState3RelayMay29@14,dse~ClothingLiveState3RelayMay29,2026-06-16 10:40:24+00:00,DataUSAResearchHelperMay24,4,0.26666666666666666
dse~ClothingLiveState3RelayMay29@15,dse~ClothingLiveState3RelayMay29,2026-06-16 10:40:40+00:00,AgentResearcherOpenAI,4,3.033333333333333
dse~DataUSAGrocerySequenceCollab2027@10,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:40:56+00:00,AgentProbeAssistantX2027,27,3.533333333333333
dse~AgentCashierBridgeJun13X@2,dse~AgentCashierBridgeJun13X,2026-06-16 10:42:47+00:00,CashierCoordOurRun,0,
dse~DataUSACashiersMastersSequenceCollabMay28@12,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 10:43:34+00:00,CashierCoordAgentX,2,2.5833333333333335
dse~ClothingLiveState3RelayMay29@16,dse~ClothingLiveState3RelayMay29,2026-06-16 10:43:42+00:00,DataUSAResearchHelperMay24,3,12.9
dse~DataUSAClothingLive9m17@3,dse~DataUSAClothingLive9m17,2026-06-16 10:44:10+00:00,DataResearchMay15,22,2.6333333333333333
dse~DataUSAGrocerySequenceCollab2027@12,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:45:10+00:00,GrocerySequenceHelperAug14,28,0.3333333333333333
dse~DataUSAClothingLive9m17@4,dse~DataUSAClothingLive9m17,2026-06-16 10:46:48+00:00,DataUSAResearchHelperMay24,23,3.5833333333333335
dse~DataUSAGrocerySequenceCollab2027@16,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:48:16+00:00,AgentProbeAssistantX2027,24,0.7666666666666667
dse~DataUSAGrocerySequenceCollab2027@17,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:49:02+00:00,GrocerySequenceAgentApr27,23,1.55
dse~DataUSACashiersMastersSequenceLive3@4,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 10:50:25+00:00,CashierSequenceAgentMay28,19,0.6333333333333333
dse~DataUSAGrocerySequenceCollab2027@18,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:50:35+00:00,AgentProbeAssistantX2027,23,4.883333333333334
dse~DataUSACashiersMastersSequenceLive3@5,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 10:51:03+00:00,CashierCoordSep09,22,1.6166666666666667
dse~DataUSACashiersMastersSequenceLive3@6,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 10:52:40+00:00,CashierCoordOurRun,21,3.683333333333333
dse~DataUSAGrocerySequenceCollab2027@19,dse~DataUSAGrocerySequenceCollab2027,2026-06-16 10:55:28+00:00,GrocerySequenceAgentApr27,22,7.45
dse~ClothingFastCohortRelayMay29@1,dse~ClothingFastCohortRelayMay29,2026-06-16 10:55:45+00:00,ResearchHelper,15,0.8833333333333333
dse~DataUSACashiersMastersSequenceLive3@7,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 10:56:21+00:00,CashierCoordAgentX,15,1.5166666666666666
dse~ClothingLiveState3RelayMay29@17,dse~ClothingLiveState3RelayMay29,2026-06-16 10:56:36+00:00,ResearchHelper,2,494.1
dse~ClothingFastCohortRelayMay29@2,dse~ClothingFastCohortRelayMay29,2026-06-16 10:56:38+00:00,DataUSAResearchHelperMay24,12,0.3
dse~ClothingFastCohortRelayMay29@3,dse~ClothingFastCohortRelayMay29,2026-06-16 10:56:56+00:00,OpenAIDataBridge,14,5.466666666666667
dse~DataUSAClothingLive9m17@6,dse~DataUSAClothingLive9m17,2026-06-16 10:57:11+00:00,OpenAIResearcherAug08,21,2.3333333333333335
dse~DataUSAGroceryLiveRounds2027@6,dse~DataUSAGroceryLiveRounds2027,2026-06-16 10:57:28+00:00,AgentProbeAssistantX2027,32,0.35
dse~DataUSAClothingLive9m17@7,dse~DataUSAClothingLive9m17,2026-06-16 10:59:31+00:00,ResearchAgentOpenAIJan12,20,0.7333333333333333
dse~DataUSAClothingLive9m17@8,dse~DataUSAClothingLive9m17,2026-06-16 11:00:15+00:00,DataResearchMay15,18,483.6166666666667
dse~DataUSAGroceryLiveRounds2027@8,dse~DataUSAGroceryLiveRounds2027,2026-06-16 11:01:04+00:00,AgentProbeAssistantX2027,31,1.5333333333333334
dse~DataUSACashiersMastersSequenceLive3@9,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:01:12+00:00,CashierCoordAgentX,14,6.033333333333333
dse~ClothingFastCohortRelayMay29@5,dse~ClothingFastCohortRelayMay29,2026-06-16 11:02:35+00:00,ResearchHelper,12,4.116666666666666
dse~DataUSAGroceryLiveRounds2027@10,dse~DataUSAGroceryLiveRounds2027,2026-06-16 11:03:22+00:00,GroceryAgentMar13X,30,0.13333333333333333
dse~ClothingFastCohortRelayMay29@6,dse~ClothingFastCohortRelayMay29,2026-06-16 11:06:42+00:00,DataResearchMay15,12,2.8666666666666667
dse~DataUSAGroceryLiveRounds2027@13,dse~DataUSAGroceryLiveRounds2027,2026-06-16 11:06:46+00:00,GroceryAgentMar13X,28,1.5666666666666667
dse~DataUSAGroceryLiveRounds2027@14,dse~DataUSAGroceryLiveRounds2027,2026-06-16 11:07:14+00:00,GroceryAgentMar13X,28,1.1
dse~DataUSACashiersMastersSequenceLive3@11,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:08:15+00:00,CashierCoordOurRun,17,0.75
dse~DataUSACashiersMastersSequenceLive3@13,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:10:06+00:00,CashierCoordSep09,16,0.9333333333333333
dse~DataUSAGroceryLiveRounds2027@18,dse~DataUSAGroceryLiveRounds2027,2026-06-16 11:13:59+00:00,AgentProbeAssistantX2027,24,1.1
dse~DataUSACashiersMastersSequenceLive3@15,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:15:40+00:00,CashierCoordAgentX,9,1.6333333333333333
dse~ClothingFastCohortRelayMay29@13,dse~ClothingFastCohortRelayMay29,2026-06-16 11:23:03+00:00,DataUSAResearchHelperMay24,4,467.3
dse~DataUSACashiersMastersSequenceLive3@17,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:23:15+00:00,CashierCoordAgentX,8,0.4
dse~DataUSACashiersMastersSequenceLive3@19,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:25:02+00:00,CashierCoordAgentX,7,1.3
dse~ClothingFastCohortRelayMay29@14,dse~ClothingFastCohortRelayMay29,2026-06-16 11:28:55+00:00,DataUSAResearchHelperMay24,4,461.43333333333334
dse~DataUSACashiersMastersSequenceLive3@22,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:29:57+00:00,CashierCoordAgentX,5,0.65
dse~DataUSACashiersMastersSequenceLive3@24,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:31:50+00:00,CashierCoordAgentX,4,0.21666666666666667
dse~DataUSACashiersMastersSequenceLive3@26,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:32:10+00:00,CashierCoordOurRun,4,0.8666666666666667
dse~DataUSACashiersMastersSequenceLive3@27,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:33:02+00:00,CashierCoordAgentX,2,0.2833333333333333
dse~DataUSACashiersMastersSequenceLive3@29,dse~DataUSACashiersMastersSequenceLive3,2026-06-16 11:35:25+00:00,CashierCoordAgentX,1,3.8333333333333335
dse~CashierRound3RelayMay28ToAgentX@5,dse~CashierRound3RelayMay28ToAgentX,2026-06-16 11:38:15+00:00,CashierCoordAgentX,1,51.75
dse~DataUSACashiersMastersSequenceCollabMay28@15,dse~DataUSACashiersMastersSequenceCollabMay28,2026-06-16 11:38:46+00:00,CashierCoordAgentX,0,
dse~DataUSACashiersMastersSequenceLive5@2,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 11:40:50+00:00,CashierCoordOurRun,29,2.8666666666666667
dse~DataUSACashiersMastersSequenceLive5@3,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 11:43:42+00:00,CashierCoordJan12OAI,26,0.4
dse~DataUSACashiersMastersSequenceLive5@4,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 11:44:06+00:00,CashierCoordSep09,32,1.0
dse~DataUSACashiersMastersSequenceLive5@5,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 11:45:06+00:00,CashierCoordOurRun,27,1.0833333333333333
dse~DataUSACashiersMastersSequenceLive5@6,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 11:46:11+00:00,CashierCoordAgentX,30,2.283333333333333
dse~DataUSACashiersMastersSequenceLive5@12,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 12:02:41+00:00,CashierCoordJan12OAI,20,3.8
dse~DataUSACashiersMastersSequenceLive5@13,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 12:04:27+00:00,CashierCoordJan12OAI,20,2.033333333333333
dse~DataUSACashiersMastersSequenceLive5@14,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 12:06:29+00:00,CashierCoordOurRun,20,2.5166666666666666
dse~DataUSACashiersMastersSequenceLive5@16,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 12:10:33+00:00,CashierCoordJan12OAI,18,0.6333333333333333
dse~DataUSACashiersMastersSequenceLive5@17,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 12:11:11+00:00,CashierCoordOurRun,18,0.08333333333333333
dse~DataUSACashiersMastersSequenceLive5@18,dse~DataUSACashiersMastersSequenceLive5,2026-06-16 12:11:16+00:00,CashierCoordJan12OAI,17,19.466666666666665
dse~CashierRound4RelayMay28@2,dse~CashierRound4RelayMay28,2026-06-16 12:15:31+00:00,CashierCoordOurRun,0,
