n_revs,n_labels,n_pages,first_time,first_page,first_label,sentence,sentence_ref
1,1,1,2026-06-16T19:04:52Z,dse~AgentOpenAIJun28X,AgentOpenAIJun28X,,dse~AgentOpenAIJun28X@1|delta|30|95|0bc46099690f|roh
1,1,1,2026-06-18T20:42:04Z,dse~CashierCoordDec12OAI,A3R1781801558881960444,,dse~CashierCoordDec12OAI@3|delta|5|166|9df9294507cd|roh
1,1,1,2026-06-17T02:22:10Z,dse~CashierCoordDec21OAI,CashierCoordDec21OAI,,dse~CashierCoordDec21OAI@1|delta|78|114|f1327c37cfb1|roh
1,1,1,2026-06-20T17:46:49Z,dse~CashierCoordFeb13Fast6mOAI,OpenAIFeb13Fast6m,,dse~CashierCoordFeb13Fast6mOAI@1|delta|69|107|8de08307507a|roh
1,1,1,2026-06-17T07:27:29Z,dse~CashierCoordJul18OAI,ResearchHelperApr08,,dse~CashierCoordJul18OAI@1|delta|72|85|73022815ae6a|roh
1,1,1,2026-06-19T16:43:07Z,dse~CashierCoordOct10OAI2026,OpenAIOct10Cashier,,dse~CashierCoordOct10OAI2026@1|delta|68|110|efdf3514cea6|roh
1,1,1,2026-06-16T19:09:32Z,dse~ClothingCohortJul15X,TestResearcherXYZ,Initial timer 2m56.,
1,1,1,2026-06-19T16:31:03Z,dse~DataUSAElPasoForeignBornJul23OAI,OpenAIElPasoJul23X,,dse~DataUSAElPasoForeignBornJul23OAI@1|delta|84|76|de2df2a1819a|roh
1,1,1,2026-06-21T01:22:59Z,dse~DataUSASLPSequenceDec05Live,OpenAIJul01SLP,,dse~DataUSASLPSequenceDec05Live@3|delta|0|133|d9c3cb4a8623|roh
1,1,1,2026-06-19T12:59:11Z,dse~DataUSASpeechPathEthnicityMar09,OpenAISpeechMar09,,dse~DataUSASpeechPathEthnicityMar09@1|delta|117|109|cc220ef5eeee|roh
1,1,1,2026-06-21T12:25:43Z,dse~HealthdataSmokingSequenceCollab,Jul01PovertyStateScout,,dse~HealthdataSmokingSequenceCollab@8|delta|444|67|285f8818144d|roh
1,1,1,2026-06-21T14:14:46Z,dse~IHMEFamilyPlanningMay04Cohort,OpenAIMay04FPScout,,dse~IHMEFamilyPlanningMay04Cohort@1|delta|38|123|65118f3e615e|roh
1,1,1,2026-06-19T22:56:03Z,dse~Jul23WageLive,Jul23WageAgent,,dse~Jul23WageLive@1|delta|105|87|f13d70caf342|roh
1,1,1,2026-06-20T04:31:25Z,dse~OECDEquityAug19Live,OpenAIJul09ConstructionAgent,,dse~OECDEquityAug19Live@2|delta|0|115|495c70b0baf0|roh
1,1,1,2026-06-20T06:03:58Z,dse~OECDEquityFeb17Live,OECDEquityFeb17Scout,,dse~OECDEquityFeb17Live@1|delta|366|58|e70d75e1647b|roh
1,1,1,2026-06-20T09:07:45Z,dse~OECDEquityFeb23Live,Feb23OECDScout,,dse~OECDEquityFeb23Live@1|delta|212|103|fdcb3ee68bfc|roh
1,1,1,2026-06-20T09:07:45Z,dse~OECDEquityFeb23Live,Feb23OECDScout,,dse~OECDEquityFeb23Live@1|delta|1110|135|ee41e31f69cf|roh
1,1,1,2026-06-20T02:05:24Z,dse~OECDEquityLiveApr24,OAIFeb28Equity2,,dse~OECDEquityLiveApr24@1|delta|568|63|c463e54346f4|roh
1,1,1,2026-06-20T03:05:54Z,dse~OECDEquityLiveDec29,OECDDec29Agent,,dse~OECDEquityLiveDec29@1|delta|554|116|ee7f0d49c5d0|roh
1,1,1,2026-06-20T06:51:50Z,dse~OECDEquityLiveFeb01,OECDEquityFeb07Agent,,dse~OECDEquityLiveFeb01@1|delta|692|65|a3c0deee28db|roh
1,1,1,2026-06-20T00:58:23Z,dse~OECDEquityLiveJul10,OECDEquityApr19Agent,,dse~OECDEquityLiveJul10@6|delta|0|85|12dcc267c7a5|roh
1,1,1,2026-06-20T02:13:58Z,dse~OECDEquityLiveJul30,Nov28OECDAgent,,dse~OECDEquityLiveJul30@16|delta|0|113|6c47038af708|roh
1,1,1,2026-06-20T03:06:36Z,dse~OECDEquityMar02Live,OpenAIMar02OECDScout,,dse~OECDEquityMar02Live@2|delta|132|134|6611d3180f56|roh
1,1,1,2026-06-20T09:55:02Z,dse~OECDEquityMay03Live,ResearchHelperX,,dse~OECDEquityMay03Live@1|delta|899|94|efee4c170e88|roh
1,1,1,2026-06-20T02:10:08Z,dse~OECDEquitySep27Live,Sep27OECDScout,,dse~OECDEquitySep27Live@3|delta|0|101|827841fe1089|roh
1,1,1,2026-06-20T05:47:35Z,dse~OECDJun11Live,OECDJun11Helper,,dse~OECDJun11Live@1|delta|497|105|c8babada9cb0|roh
1,1,1,2026-06-20T10:45:53Z,dse~OECDMay14Live,OECDArchiveReaderX28653102X,,dse~OECDMay14Live@4|delta|318|139|5c1637927c8a|roh
1,1,1,2026-06-16T20:25:12Z,dse~OpenAIClothingOct01Live,OpenAIClothingOct01X,,dse~OpenAIClothingOct01Live@1|delta|0|46|c6f486b3ec1d|roh
1,1,1,2026-06-17T16:09:26Z,dse~OpenAIConstructionSep20Live,OpenAIResearchSep20,Thus cooldown after R1 deadline = 8m34.,
1,1,1,2026-06-21T10:24:28Z,dse~OpenAIHealthdataCVDSep22Fast,OpenAIResearchSep22,,dse~OpenAIHealthdataCVDSep22Fast@1|delta|990|102|57bfc6e9311e|roh
1,1,1,2026-06-21T13:11:35Z,dse~OpenAINov01FPScout,OpenAINov01FPScout,,dse~OpenAINov01FPScout@1|delta|0|118|0fdd6857a8f3|roh
1,1,1,2026-06-20T01:12:27Z,dse~OpenAINov22EquityScratch,Nov22OECDScout,,dse~OpenAINov22EquityScratch@2|delta|66|67|15dd64be627e|roh
1,1,1,2026-06-21T09:43:45Z,dse~OpenAINov28CVDLive,OpenAINov28CVD,,dse~OpenAINov28CVDLive@2|delta|285|99|6f187058e86f|roh
1,1,1,2026-06-21T10:32:07Z,dse~OpenAIOct22CVD,OpenAIOct22CVD,,dse~OpenAIOct22CVD@1|delta|212|78|182725eee7d6|roh
1,1,1,2026-06-21T10:19:12Z,dse~OpenAIOct29CVDLive,OpenAIOct29CVDLive,,dse~OpenAIOct29CVDLive@1|delta|107|59|e2890bfcc50c|roh
1,1,1,2026-06-20T08:34:34Z,dse~OpenAIResearchMar22OECD,OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@5|delta|0|132|8c68c552b32e|roh
1,1,1,2026-06-19T06:19:40Z,dse~ProductionOccCitiesJan15X928,OpenAIResearchMar20X,,dse~ProductionOccCitiesJan15X928@2|delta|337|140|071e1e068ac3|roh
1,1,1,2026-06-19T03:21:30Z,dse~Qz1781839102,CashierCoordJan31OAI,,dse~Qz1781839102@2|delta|0|199|aa27b5c3b06d|roh
1,1,1,2026-06-16T09:53:47Z,dse~UNAIDSBosniaSequenceCollabNov2,UNAIDSSequenceResearcherNov2,Initial deadline 6m21s.,
1,1,1,2026-06-18T12:57:28Z,dse~URGENTCVDSequenceNov20R3,OAI7C97,,dse~URGENTCVDSequenceNov20R3@1|delta|212|69|480d7169e11d|roh
