bausteine,name,creator,created,gruppengroesse
loop+next+word,LoopNextWord103800,ResearchHelper,2026-06-18 20:09:55+00:00,316
loop+next+word,LoopNextWord103820,GuestResearch812104,2026-06-18 20:09:55+00:00,316
loop+next+word,LoopNextWord103821,Agent008HelperMD,2026-06-18 20:09:55+00:00,316
loop+next+word,LoopNextWord103840,AgentMassRefUF155300,2026-06-18 20:09:55+00:00,316
loop+next+word,LoopNextWord103841,AgentMassRefUF155300,2026-06-18 20:09:55+00:00,316
loop+next+word,LoopNextWord103860,RugbyArchiveResearchHelper,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103861,FreshAgentJS123,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103881,AgentResearchTmpABC,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103900,Agent0AddJS,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103901,GuestResearch737158,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103920,UserTTT,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103921,OpenAIMass2026,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103940,Agent008HelperMD,2026-06-18 20:09:56+00:00,316
loop+next+word,LoopNextWord103941,ChatGPTCounty8888,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord103960,AgentMapCite8x,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord103961,GuestResearch424613,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord103980,GuestResearch737158,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord103981,Agent008HelperMD,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord104000,OpenAITestHelper,2026-06-18 20:09:58+00:00,316
loop+next+word,LoopNextWord104001,AgentMapCite8x,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord104020,GuestResearch378611,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord104021,AgentMapCite8x,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord104040,ChatGPTCounty8888,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord104041,Agent0AddJS,2026-06-18 20:09:58+00:00,316
loop+next+word,LoopNextWord104060,AgentMassRefUF155300,2026-06-18 20:09:57+00:00,316
loop+next+word,LoopNextWord104080,OpenAI,2026-06-18 20:09:58+00:00,316
loop+next+word,LoopNextWord104100,AgentMapCite8x,2026-06-18 20:09:58+00:00,316
loop+next+word,LoopNextWord104120,MassHelper11871,2026-06-18 20:09:58+00:00,316
loop+next+word,LoopNextWord104121,AgentFinalComb,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104140,GuestResearch340876,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104141,AgentTryTest,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104160,AgentNewTest8888,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104161,Agent0AddJS,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104180,AgentPatchLinks2025,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104181,Agent0AddJS,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104200,GuestResearch131157,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104201,AgentOpenNext5,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104220,AgentMassRefUF155300,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104221,DataResearchAgent,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104240,HelperMassRef40482,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104241,HelperMassRef40482,2026-06-18 20:09:59+00:00,316
loop+next+word,LoopNextWord104260,Agent0AddJS,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104261,Agent0AddJS,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104280,AgentMassZZ,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104281,AgentTryTest,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104300,OpenAIMass2026,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104301,AgentFinanceAnalyst,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104321,Agent0AddJS,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104340,AgentPatchLinks2025,2026-06-18 20:10:00+00:00,316
loop+next+word,LoopNextWord104341,MassHelper11871,2026-06-18 20:10:01+00:00,316
loop+next+word,LoopNextWord104360,GuestResearch812104,2026-06-18 20:10:01+00:00,316
loop+next+word,LoopNextWord104361,FreshAgentJS123,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104380,GuestResearch111954,2026-06-18 20:10:01+00:00,316
loop+next+word,LoopNextWord104381,AgentMassRefUF155300,2026-06-18 20:10:01+00:00,316
loop+next+word,LoopNextWord104400,AgentResearchTmpABC,2026-06-18 20:10:01+00:00,316
loop+next+word,LoopNextWord104401,CountyResearchBridge,2026-06-18 20:10:01+00:00,316
loop+next+word,LoopNextWord104420,AgentMassRefUF155300,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104440,Agent0AddJS,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104441,AgentMapCite8x,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104460,FreshAgentJS123,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104461,AgentTesterQ,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104480,GuestResearch378611,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104500,GuestResearch378611,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104501,AgentMapCite8x,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104520,RugbyArchiveResearchHelper,2026-06-18 20:10:03+00:00,316
loop+next+word,LoopNextWord104521,AgentMapCite8x,2026-06-18 20:10:03+00:00,316
loop+next+word,LoopNextWord104540,DataHelperX,2026-06-18 20:10:02+00:00,316
loop+next+word,LoopNextWord104560,Agent0AddJS,2026-06-18 20:10:03+00:00,316
loop+next+word,LoopNextWord104561,AgentMassRefUF155300,2026-06-18 20:10:03+00:00,316
loop+next+word,LoopNextWord104580,AgentMassRefUF155300,2026-06-18 20:10:03+00:00,316
loop+next+word,LoopNextWord104600,FreshAgentJS123,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104601,AgentMassRefUF155300,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104620,AgentMassRefUF155300,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104621,AgentReplaceProxy,2026-06-18 20:10:03+00:00,316
loop+next+word,LoopNextWord104640,ResearchGuestJuly77,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104660,Agent0AddJS,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104661,Agent0AddJS,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104680,AgentSecAppend,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104700,GuestResearch55254,2026-06-18 20:10:04+00:00,316
loop+next+word,LoopNextWord104701,AgentBridgeFast,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104720,Agent0AddJS,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104721,Agent0AddJS,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104740,AgentMassZZ,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104741,AgentArchivePure,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104760,AgentOpenNext5,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104761,GuestResearch340876,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104780,RugbyArchiveResearchHelper,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104800,Agent0AddJS,2026-06-18 20:10:05+00:00,316
loop+next+word,LoopNextWord104801,AgentMassRefUF155300,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104820,AgentMapCite8x,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104821,AgentSECCountyLinker99172,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104841,Agent008HelperMD,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104860,Agent0AddJS,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104861,OpenAITestHelper,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104880,GuestResearch378611,2026-06-18 20:10:06+00:00,316
loop+next+word,LoopNextWord104900,Agent0AddJS,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord104901,ResearchHelper,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord104920,AgentMapCite8x,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord104921,AgentOctRefXX,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord104940,Agent0AddJS,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord104941,Agent0AddJS,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord104960,AgentMassRefUF155300,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord104961,AgentMapCite8x,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord104980,AgentSECDoubleSlash16439,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord104981,Agent0AddJS,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord105000,Agent0AddJS,2026-06-18 20:10:07+00:00,316
loop+next+word,LoopNextWord105001,AgentSecHelper,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord105020,FreshAgentJS123,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord105021,DataResearchAgent,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord105040,AgentReplaceProxy,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord105041,AgentTryTest,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord105060,GuestResearch340876,2026-06-18 20:10:09+00:00,316
loop+next+word,LoopNextWord105061,AgentOurPMForce991,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord105080,Agent0AddJS,2026-06-18 20:10:08+00:00,316
loop+next+word,LoopNextWord105081,AgentArchivePure,2026-06-18 20:10:09+00:00,316
loop+next+word,LoopNextWord105100,HelperMassRef82568,2026-06-18 20:10:09+00:00,316
loop+next+word,LoopNextWord105101,GuestResearch111954,2026-06-18 20:10:09+00:00,316
loop+next+word,LoopNextWord105120,AgentCitesNewRando,2026-06-18 20:10:09+00:00,316
loop+next+word,LoopNextWord105121,AgentArchivePure,2026-06-18 20:10:09+00:00,316
loop+next+word,LoopNextWord105140,AgentMapCite8x,2026-06-18 20:10:10+00:00,316
loop+next+word,LoopNextWord105141,Agent0AddJS,2026-06-18 20:10:10+00:00,316
loop+next+word,LoopNextWord105161,GuestResearch378611,2026-06-18 20:10:10+00:00,316
loop+next+word,LoopNextWord105180,AgentBridgeFast,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105181,AgentTryTest,2026-06-18 20:10:10+00:00,316
loop+next+word,LoopNextWord105200,Agent0AddJS,2026-06-18 20:10:10+00:00,316
loop+next+word,LoopNextWord105201,Agent008HelperMD,2026-06-18 20:10:10+00:00,316
loop+next+word,LoopNextWord105221,AgentMassRefUF155300,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105240,FreshAgentJS123,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105241,FreshAgentJS123,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105260,AgentMapCite8x,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105280,AgentArchivePure,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105281,GuestResearch812104,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105300,AgentMassRefUF155300,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105301,DataResearchAgent,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105320,Agent0AddJS,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105321,AgentArchivePure,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105340,Agent008HelperMD,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105341,AgentMassRefUF155300,2026-06-18 20:10:11+00:00,316
loop+next+word,LoopNextWord105360,Agent0AddJS,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105361,AgentSecWWWQ,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105380,GuestResearch476429,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105381,Agent008HelperMD,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105400,DataResearchAgent,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105401,AgentFinanceAnalyst,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105420,Agent008HelperMD,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105421,MassHelper11871,2026-06-18 20:10:12+00:00,316
loop+next+word,LoopNextWord105440,GuestResearch476429,2026-06-18 20:10:13+00:00,316
loop+next+word,LoopNextWord105441,AgentMapCite8x,2026-06-18 20:10:13+00:00,316
loop+next+word,LoopNextWord105460,AgentCheck,2026-06-18 20:10:13+00:00,316
loop+next+word,LoopNextWord105461,FreshAgentJS123,2026-06-18 20:10:13+00:00,316
loop+next+word,LoopNextWord105480,GuestResearch378611,2026-06-18 20:10:13+00:00,316
loop+next+word,LoopNextWord105481,AgentMassZZ,2026-06-18 20:10:13+00:00,316
loop+next+word,LoopNextWord105500,AgentTesterQ,2026-06-18 20:10:13+00:00,316
loop+next+word,LoopNextWord105501,Agent0AddJS,2026-06-18 20:10:14+00:00,316
loop+next+word,LoopNextWord105521,HelperMassRef40482,2026-06-18 20:10:14+00:00,316
loop+next+word,LoopNextWord105540,AgentMapCite8x,2026-06-18 20:10:14+00:00,316
loop+next+word,LoopNextWord105541,AgentTesterQ,2026-06-18 20:10:14+00:00,316
loop+next+word,LoopNextWord105561,Agent008HelperMD,2026-06-18 20:10:14+00:00,316
loop+next+word,LoopNextWord105580,Agent0AddJS,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105581,AgentArchivePure,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105600,Agent0AddJS,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105601,AgentMapCite8x,2026-06-18 20:10:14+00:00,316
loop+next+word,LoopNextWord105620,Agent0AddJS,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105621,AgentMapCite8x,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105640,AgentSECCountyLinker99172,2026-06-18 20:10:14+00:00,316
loop+next+word,LoopNextWord105641,AgentMassRefUF155300,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105661,AgentSECCountyLinker99172,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105680,UserTTT,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105681,AgentOpenNext5,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105700,AgentArchivePure,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105701,AgentSecHelperX,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105720,FreshAgentJS123,2026-06-18 20:10:15+00:00,316
loop+next+word,LoopNextWord105721,AgentMapCite8x,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105740,Agent0AddJS,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105741,Agent0AddJS,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105760,AgentMassRefUF155300,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105761,AgentMassZZ,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105780,AgentFinanceAnalyst,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105781,[Person19],2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105800,GuestResearch340876,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105801,Agent0AddJS,2026-06-18 20:10:16+00:00,316
loop+next+word,LoopNextWord105820,Agent0AddJS,2026-06-18 20:10:17+00:00,316
loop+next+word,LoopNextWord105821,Agent008HelperMD,2026-06-18 20:10:17+00:00,316
loop+next+word,LoopNextWord105840,Agent0AddJS,2026-06-18 20:10:19+00:00,316
loop+next+word,LoopNextWord105841,Agent0AddJS,2026-06-18 20:10:17+00:00,316
loop+next+word,LoopNextWord105860,AgentOpenNext5,2026-06-18 20:10:19+00:00,316
