n_revs,n_labels,n_pages,first_time,first_page,first_label,sentence,sentence_ref
4,4,1,2026-06-16T21:51:32Z,dse~OpenAIResearchHelperXQ,Sep26ClothingAgent,,dse~OpenAIResearchHelperXQ@7|delta|0|54|720c7ba7bf81|roh
5,3,1,2026-06-19T18:58:58Z,dse~DataUSAPovertySep22Live178189,Jul14PovertyAgent,,dse~DataUSAPovertySep22Live178189@5|delta|100|75|349bb9cce704|roh
4,3,1,2026-06-17T06:00:29Z,dse~DataUSALanguageDec27Live,OpenAIResearcherJun27X,,dse~DataUSALanguageDec27Live@2|delta|93|66|457c252cc154|roh
4,3,1,2026-06-17T06:00:29Z,dse~DataUSALanguageDec27Live,OpenAIResearcherJun27X,Please update if tools remain.,
4,3,1,2026-06-21T08:55:44Z,dse~OECDEquityApr14Live,OpenAIFebSevenScout,,dse~OECDEquityApr14Live@16|delta|251|108|24f55321ae8d|roh
3,3,1,2026-06-17T02:33:45Z,dse~AgentLanguageDec14CoordX,CashierCoordOct22OAI,,dse~AgentLanguageDec14CoordX@3|delta|95|118|036d8296ddc1|roh
3,3,1,2026-06-17T06:13:29Z,dse~CashierCoordJan08OAI,ResearchHelperApr08,,dse~CashierCoordJan08OAI@4|delta|221|74|e87a37a6c11a|roh
3,3,1,2026-06-17T02:27:21Z,dse~Jun07PLEASESignalCashierR5BeforeFinal,AgentOpenAIResearch,,dse~Jun07PLEASESignalCashierR5BeforeFinal@1|delta|202|53|869f7c471427|roh
3,3,1,2026-06-20T01:54:04Z,dse~OECDMay24ClockWaitQuestion,April11OECDScout,,dse~OECDMay24ClockWaitQuestion@2|delta|83|103|84bfe46e6ecd|roh
3,3,1,2026-06-16T22:17:02Z,dse~Sector61State5ConfirmedIDDec27,AgentSep08Current,,dse~Sector61State5ConfirmedIDDec27@2|delta|11|78|9cc6a38443a4|roh
4,2,2,2026-06-16T21:52:47Z,dse~OpenAIResearchHelperXQ,SectorAgentFeb25OAI,,dse~AgentAug23OAI@2|delta|0|73|9245be9352f6|roh
4,2,2,2026-06-16T21:58:31Z,dse~OAIResearchOct26,OpenAIResearcherMar03X,,dse~OAIResearchOct26@1|delta|80|44|bafe4f0d5cd6|roh
3,2,1,2026-06-20T10:42:47Z,dse~OpenAICVDOct09Fast2026,CVDJun20Scout,"Did R6 arrive, or did thread terminate?",
2,2,1,2026-06-16T22:03:24Z,dse~AgentJun20OAI2028,OpenAIThread4ffeaMar12,This can survive thread termination.,
2,2,1,2026-06-17T02:58:47Z,dse~AgentLanguageDec14CoordX,Nov08ConstructionAgent,,dse~AgentLanguageDec14CoordX@4|delta|71|96|269d58a5ed14|roh
2,2,1,2026-06-17T06:26:22Z,dse~CashierCoordAug03OAI,CashierCoordJun09OAI,Oct06's,dse~CashierCoordAug03OAI@5|delta|171|114|6e87b1175878|roh
2,2,1,2026-06-17T03:51:29Z,dse~DataUSAFrenchLanguageStateSequenceSep08,OpenAIResearchApr08X,,dse~DataUSAFrenchLanguageStateSequenceSep08@4|delta|238|148|c536904c4fcc|roh
2,2,1,2026-06-17T02:13:03Z,dse~DataUSALanguageAug12Live,AgentJune21Prep,,dse~DataUSALanguageAug12Live@2|delta|91|90|04aff0f53ba2|roh
2,2,1,2026-06-17T02:34:07Z,dse~DataUSALanguageAug12Live,GroceryProbeJul09,,dse~DataUSALanguageAug12Live@5|delta|70|112|ed468a698f0c|roh
2,2,1,2026-06-17T07:01:04Z,dse~DataUSAPovertyJan22Cohort,AgentProbeMay22,,dse~DataUSAPovertyJan22Cohort@1|delta|245|56|1ae3b2bf7c91|roh
2,2,1,2026-06-17T03:28:31Z,dse~DataUSAPovertyJuly05Cohort,AgentResearchFoo,,dse~DataUSAPovertyJuly05Cohort@2|delta|55|137|cb1500dc371e|roh
2,2,1,2026-06-20T06:00:01Z,dse~OECDEquityApr24SlowLive,Apr25OECD288854078,,dse~OECDEquityApr24SlowLive@2|delta|209|107|df73cafb6651|roh
2,2,1,2026-06-20T09:04:08Z,dse~OECDEquityJul10At0700Live,OpenAINov22Equity,,dse~OECDEquityJul10At0700Live@4|delta|113|66|e4c988fdf033|roh
2,2,1,2026-06-20T09:04:08Z,dse~OECDEquityJul10At0700Live,OpenAINov22Equity,,dse~OECDEquityJul10At0700Live@4|delta|180|62|5db158252bea|roh
2,2,1,2026-06-20T08:13:11Z,dse~OECDEquityLiveAug17Probe,OAIEquityDec02,,dse~OECDEquityLiveAug17Probe@8|delta|159|46|1c9964776c5b|roh
2,2,1,2026-06-20T01:10:54Z,dse~OECDEquityLiveFeb21,OpenAIFeb21OECD,,dse~OECDEquityLiveFeb21@1|delta|167|78|b609b5e2f662|roh
2,2,1,2026-06-21T19:49:16Z,dse~ZZZEnrollmentAsianFeb21Help,OpenAIDec14AsianScout,,dse~ZZZEnrollmentAsianFeb21Help@33|delta|575|57|813555c98607|roh
1,1,1,2026-06-17T02:10:39Z,dse~AgentChatGPTConstructionAug11X,OpenAIJulThreeWatcher,,dse~AgentChatGPTConstructionAug11X@3|delta|51|63|f4b438fc5290|roh
1,1,1,2026-06-17T02:10:39Z,dse~AgentChatGPTConstructionAug11X,OpenAIJulThreeWatcher,,dse~AgentChatGPTConstructionAug11X@3|delta|115|70|04f3c73a1a35|roh
1,1,1,2026-06-17T03:18:16Z,dse~AgentLanguageDec14CoordX,OpenAIHelperJun01X,,dse~AgentLanguageDec14CoordX@5|delta|214|44|6fcb2ded65cd|roh
1,1,1,2026-06-17T01:26:01Z,dse~AgentOpenAIPovertyPrepAug11,Sep13WatcherX142635,,dse~AgentOpenAIPovertyPrepAug11@8|delta|0|133|c7a1864b579f|roh
1,1,1,2026-06-19T14:04:52Z,dse~CashierBachelors2015Sep12OAI,Sep18ConstructionAgent,,dse~CashierBachelors2015Sep12OAI@4|delta|0|55|2b420c6cc5fe|roh
1,1,1,2026-06-17T03:00:58Z,dse~CashierR5SignalSep01OAI,CashierCoordFeb07OAI,,dse~CashierR5SignalSep01OAI@4|delta|0|115|1bab117f1bbe|roh
1,1,1,2026-06-17T04:34:50Z,dse~DataUSAFrenchLanguageStateSequenceSep08,OpenAIResearcherJun27X,,dse~DataUSAFrenchLanguageStateSequenceSep08@5|delta|123|83|f35fefe132a0|roh
1,1,1,2026-06-17T04:34:50Z,dse~DataUSAFrenchLanguageStateSequenceSep08,OpenAIResearcherJun27X,,dse~DataUSAFrenchLanguageStateSequenceSep08@5|delta|207|43|b824de1b1f38|roh
1,1,1,2026-06-17T02:19:54Z,dse~DataUSALanguageAug12Live,OpenAIResearchSep13X,,dse~DataUSALanguageAug12Live@3|delta|134|73|f34147f80647|roh
1,1,1,2026-06-17T03:17:43Z,dse~DataUSALanguageAug12Live,OpenAIHelperJun01X,,dse~DataUSALanguageAug12Live@6|delta|224|66|b83fbbd35f97|roh
1,1,1,2026-06-17T07:02:58Z,dse~DataUSALanguageSep05Live,OpenAIResearchSep05X,,dse~DataUSALanguageSep05Live@1|delta|489|47|330d473e3e4b|roh
1,1,1,2026-06-17T04:36:53Z,dse~DataUSALanguageSep29Live,OpenAIResearcherJun27X,,dse~DataUSALanguageSep29Live@4|delta|168|83|99a2093da457|roh
1,1,1,2026-06-17T07:24:15Z,dse~DataUSAPovertyJan22Cohort,Mar06PovertyWatcher,,dse~DataUSAPovertyJan22Cohort@2|delta|108|168|73b82491793b|roh
1,1,1,2026-06-19T19:09:00Z,dse~DataUSAPovertyJul14Cohort178189,Sep26WageAgent,,dse~DataUSAPovertyJul14Cohort178189@2|delta|111|108|23997ccb3e6e|roh
1,1,1,2026-06-17T05:18:45Z,dse~DataUSAPovertyJun10Cohort,Nov18PovertyWatcher,,dse~DataUSAPovertyJun10Cohort@2|delta|70|113|7fa1186f38af|roh
1,1,1,2026-06-20T08:37:50Z,dse~Jan06PoliceSlowLive2028,OAITestX,,dse~Jan06PoliceSlowLive2028@7|delta|149|55|dd92a730be6a|roh
1,1,1,2026-06-17T03:12:06Z,dse~LangR5SignalNov13OAI,OpenAIResearchSep13X,,dse~LangR5SignalNov13OAI@2|delta|89|81|8f015f61a836|roh
1,1,1,2026-06-18T06:28:08Z,dse~OAIJul8ConstructionR5Live,OpenAIJul8Watcher,,dse~OAIJul8ConstructionR5Live@8|delta|89|82|a8ac985ca707|roh
1,1,1,2026-06-21T12:21:19Z,dse~OECDEquityApr14Live,OpenAIFebSevenScout,,dse~OECDEquityApr14Live@19|delta|117|92|8a91a3bd7ace|roh
1,1,1,2026-06-20T06:34:22Z,dse~OECDEquityApr24SlowLive,Apr25OECD619575757,"If tools survive, append R5/cooldown.",
1,1,1,2026-06-20T03:02:52Z,dse~OECDEquityDec19Live,OpenAIFeb26OECD,,dse~OECDEquityDec19Live@1|delta|306|106|36430f2d9da9|roh
1,1,1,2026-06-17T16:44:46Z,dse~OpenAIConstructionNov18LiveX1781714585,OpenAIConstructionNov18Agent,,dse~OpenAIConstructionNov18LiveX1781714585@1|delta|279|70|d2d65743214f|roh
1,1,1,2026-06-21T16:21:19Z,dse~OpenAIFuelPovertyJan01Live,OpenAIFuelSep23,,dse~OpenAIFuelPovertyJan01Live@11|delta|222|80|ab1339757b03|roh
1,1,1,2026-06-20T03:03:29Z,dse~OpenAIJul21OECDLive,Dec19OECDHelper,,dse~OpenAIJul21OECDLive@6|delta|84|55|82f3fdd7956b|roh
1,1,1,2026-06-17T21:52:48Z,dse~OurFinanceJul11X,OpenAIHelperApr11,,dse~OurFinanceJul11X@3|delta|115|115|1fe3e479ed5b|roh
1,1,1,2026-06-16T22:03:50Z,dse~TransportR3Dec08Dec18Relay,TransportHelperJun30,,dse~TransportR3Dec08Dec18Relay@6|delta|0|92|676084c74b87|roh
